Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
260: defectors,1,100,200,301,401,499,597,692,785,878,986,1110,1246,1392,1552,1730,1919,2113,2315,2529,2755,2988,3228,3475,3727,3987,4253,4527,4806,5092,5384,5684,5991,6302,6620,6942
261: defectors,1,280,545,774,939,1044,1133,1217,1302,1387,1473,1584,1797,2065,2363,2694,3051,3423,3814,4237,4688,5155,5633,6121,6621,7137,7669,8216,8771,9332,9898,10471,11045,11621,12196,12772
262: defectors,1,265,464,580,667,747,826,906,988,1071,1156,1277,1506,1786,2097,2443,2816,3203,3609,4046,4512,4994,5486,5986,6499,7026,7570,8127,8690,9257,9829,10407,10987,11567,12148,12729
263: defectors,1,280,545,774,939,1044,1133,1217,1306,1477,1734,2052,2439,2885,3399,3965,4559,5174,5814,6490,7194,7907,8625,9345,10067,10793,11524,12257,12987,13714,14442,15171,15896,16614,17326,18030
264: defectors,1,265,464,580,667,747,826,906,997,1186,1455,1788,2195,2662,3202,3789,4409,5048,5710,6407,7130,7861,8595,9329,10064,10801,11542,12283,13021,13755,14488,15221,15951,16673,17389,18097
265: defectors,1,100,203,307,412,517,622,726,828,929,1027,1122,1221,1332,1456,1591,1733,1880,2036,2202,2379,2566,2760,2962,3172,3392,3623,3864,4114,4374,4647,4932,5229,5536,5852,6179
266: defectors,1,100,200,301,401,499,597,692,785,876,965,1055,1154,1268,1396,1535,1683,1837,1999,2172,2357,2551,2752,2961,3179,3406,3643,3891,4149,4417,4697,4990,5292,5605,5927,6259
267: defectors,1,100,203,307,412,517,622,726,828,929,1039,1167,1308,1463,1634,1824,2031,2249,2478,2726,2994,3276,3572,3882,4206,4546,4903,5277,5666,6073,6498,6945,7411,7895,8399,8922
268: defectors,1,100,200,301,401,499,597,692,785,878,987,1115,1259,1417,1594,1794,2009,2235,2473,2731,3008,3300,3606,3925,4259,4609,4976,5360,5760,6177,6614,7071,7548,8044,8559,9094
269: defectors,1,280,545,774,939,1044,1133,1217,1302,1387,1473,1584,1799,2071,2378,2723,3099,3495,3915,4374,4870,5388,5925,6479,7051,7646,8267,8911,9570,10246,10937,11645,12365,13094,13832,14579
270: defectors,1,265,464,580,667,747,826,906,988,1071,1156,1277,1507,1792,2111,2470,2861,3271,3705,4178,4688,5220,5770,6335,6919,7526,8157,8811,9479,10161,10859,11572,12297,13032,13776,14528
271: defectors,1,280,545,774,939,1044,1133,1217,1306,1478,1739,2067,2475,2949,3502,4119,4776,5467,6196,6978,7805,8657,9529,10418,11325,12252,13200,14168,15147,16139,17149,18176,19215,20261,21313,22372
272: defectors,1,265,464,580,667,747,826,906,997,1186,1459,1802,2227,2721,3298,3935,4616,5330,6081,6883,7729,8599,9488,10391,11312,12252,13211,14189,15178,16178,17195,18230,19275,20328,21387,22452
273: defectors,1,100,202,306,410,515,617,719,819,917,1012,1104,1195,1286,1377,1468,1559,1651,1744,1837,1932,2027,2123,2220,2318,2418,2519,2621,2724,2828,2934,3041,3150,3259,3370,3483
274: defectors,1,100,200,300,399,497,593,687,778,866,952,1040,1128,1216,1305,1394,1485,1576,1670,1765,1862,1960,2058,2158,2259,2360,2463,2568,2673,2780,2888,2997,3107,3218,3330,3443
275: defectors,1,100,202,306,410,515,617,719,819,917,1012,1104,1197,1297,1404,1518,1635,1751,1868,1987,2108,2227,2343,2456,2566,2673,2778,2881,2985,3089,3195,3303,3411,3521,3632,3744
276: defectors,1,100,200,300,399,497,593,687,778,866,952,1040,1134,1236,1345,1462,1581,1701,1822,1946,2073,2197,2319,2438,2552,2665,2774,2880,2986,3093,3201,3310,3421,3532,3644,3757
277: defectors,1,280,544,769,925,1026,1112,1195,1277,1360,1444,1530,1617,1705,1794,1884,1975,2067,2160,2254,2350,2447,2545,2644,2744,2845,2947,3050,3154,3260,3366,3474,3583,3693,3805,3918
278: defectors,1,265,463,576,662,741,820,898,978,1060,1143,1228,1314,1401,1490,1580,1673,1766,1861,1957,2054,2152,2251,2351,2452,2554,2656,2760,2866,2972,3079,3187,3297,3407,3519,3632
279: defectors,1,280,544,769,925,1026,1112,1195,1277,1360,1444,1564,1763,2002,2266,2549,2838,3124,3408,3696,3985,4265,4533,4784,5011,5215,5399,5560,5691,5797,5903,6010,6118,6227,6338,6450
280: defectors,1,265,463,576,662,741,820,898,978,1060,1143,1275,1491,1743,2019,2312,2610,2907,3201,3499,3798,4086,4362,4622,4857,5070,5260,5426,5563,5673,5780,5887,5996,6106,6217,6329
281: defectors,1,100,202,306,410,515,617,719,819,917,1012,1104,1195,1286,1377,1468,1559,1651,1744,1837,1932,2027,2123,2220,2318,2418,2519,2621,2725,2830,2936,3044,3153,3264,3376,3489
282: defectors,1,100,200,300,399,497,593,687,778,866,952,1040,1128,1216,1305,1394,1485,1576,1669,1765,1861,1959,2058,2157,2258,2360,2463,2567,2673,2780,2888,2998,3108,3220,3332,3446
283: defectors,1,100,202,306,410,515,617,719,819,917,1012,1104,1197,1297,1404,1519,1638,1756,1874,1996,2119,2240,2358,2472,2584,2693,2799,2903,3008,3114,3222,3331,3441,3553,3666,3780
284: defectors,1,100,200,300,399,497,593,687,778,866,952,1040,1134,1236,1346,1464,1586,1708,1831,1958,2088,2216,2340,2460,2577,2690,2802,2910,3017,3124,3234,3344,3456,3568,3681,3796
285: defectors,1,280,544,769,925,1026,1112,1195,1277,1360,1444,1530,1617,1705,1794,1884,1975,2067,2160,2254,2350,2447,2545,2644,2744,2845,2947,3051,3155,3260,3367,3475,3584,3695,3806,3920
286: defectors,1,265,463,576,662,741,820,898,978,1060,1143,1228,1314,1401,1490,1580,1673,1766,1861,1956,2054,2152,2251,2351,2451,2553,2656,2760,2865,2971,3079,3187,3297,3407,3519,3632
287: defectors,1,280,544,769,925,1026,1112,1195,1277,1360,1444,1564,1764,2005,2274,2564,2861,3156,3449,3747,4046,4336,4611,4867,5097,5302,5485,5646,5777,5883,5989,6096,6205,6315,6426,6538
288: defectors,1,265,463,576,662,741,820,898,978,1060,1143,1275,1492,1747,2027,2327,2634,2939,3243,3551,3860,4159,4442,4707,4946,5160,5350,5516,5653,5763,5870,5978,6087,6197,6309,6421
289: defectors,1,101,203,308,414,521,627,732,836,941,1061,1199,1367,1561,1780,2027,2292,2572,2869,3188,3527,3884,4257,4647,5052,5475,5917,6376,6852,7345,7857,8387,8936,9501,10083,10681
290: defectors,1,100,201,302,403,504,603,701,796,895,1020,1172,1354,1558,1782,2028,2295,2579,2882,3206,3552,3915,4294,4689,5102,5533,5982,6449,6933,7434,7954,8493,9049,9623,10213,10820
291: defectors,1,101,203,308,414,521,627,732,850,983,1132,1311,1532,1784,2068,2381,2714,3063,3430,3820,4232,4661,5109,5573,6054,6554,7072,7610,8164,8737,9329,9940,10570,11217,11881,12563
292: defectors,1,100,201,302,403,504,603,702,819,951,1109,1307,1547,1813,2104,2418,2755,3110,3484,3881,4300,4738,5192,5664,6153,6662,7189,7735,8299,8881,9481,10102,10740,11396,12070,12760
293: defectors,1,280,544,766,913,1014,1102,1189,1285,1498,1799,2211,2766,3426,4202,5081,6036,7041,8095,9203,10353,11525,12709,13899,15091,16283,17472,18652,19817,20965,22096,23208,24297,25359,26395,27405
294: defectors,1,265,462,575,663,745,827,910,1010,1240,1560,1996,2578,3264,4064,4969,5947,6975,8049,9176,10344,11531,12727,13929,15131,16332,17529,18718,19892,21048,22186,23306,24401,25469,26510,27525
295: defectors,1,280,544,766,913,1014,1102,1264,1552,1937,2457,3148,4002,4967,6028,7170,8364,9585,10831,12104,13393,14678,15951,17207,18443,19657,20846,22008,23138,24235,25303,26341,27348,28320,29257,30159
296: defectors,1,265,462,575,663,745,827,1005,1307,1716,2271,3000,3890,4887,5978,7148,8368,9612,10878,12169,13472,14769,16052,17316,18557,19776,20970,22136,23270,24372,25443,26484,27493,28468,29407,30309
297: defectors,1,101,203,308,414,521,627,732,836,941,1062,1207,1389,1605,1857,2148,2469,2818,3200,3624,4091,4598,5148,5743,6387,7087,7846,8672,9566,10535,11588,12734,13979,15329,16795,18387
298: defectors,1,100,201,302,403,504,603,701,796,895,1022,1182,1379,1605,1861,2151,2474,2828,3217,3648,4123,4639,5198,5804,6460,7174,7949,8791,9702,10690,11764,12932,14201,15577,17071,18695
299: defectors,1,101,203,308,414,521,627,732,850,988,1147,1347,1601,1899,2245,2638,3071,3542,4056,4625,5251,5933,6675,7479,8354,9306,10346,11481,12717,14065,15538,17152,18917,20847,22961,25286
300: defectors,1,100,201,302,403,504,603,702,821,958,1127,1346,1619,1931,2283,2678,3116,3594,4119,4698,5335,6029,6784,7604,8496,9468,10530,11688,12949,14325,15828,17474,19276,21246,23406,25782
301: defectors,1,280,544,766,913,1014,1102,1189,1285,1500,1809,2239,2828,3540,4392,5379,6477,7665,8945,10335,11825,13398,15047,16770,18567,20441,22394,24427,26544,28748,29896,30198,30503,30810,31119,31430
302: defectors,1,265,462,575,663,745,827,910,1010,1242,1568,2022,2635,3371,4246,5257,6378,7588,8889,10298,11806,13396,15060,16796,18607,20496,22464,24512,26646,28867,30016,30317,30620,30925,31233,31541
303: defectors,1,280,544,766,913,1014,1102,1265,1559,1960,2510,3252,4188,5271,6496,7857,9328,10887,12538,14296,16152,18088,20097,22176,24331,26575,28772,29040,29335,29633,29932,30235,30539,30845,31153,31463
304: defectors,1,265,462,575,663,745,827,1006,1314,1737,2319,3097,4068,5182,6436,7825,9323,10908,12583,14363,16239,18192,20217,22310,24479,26740,28896,29158,29453,29750,30049,30349,30652,30957,31263,31571
305: defectors,1,101,203,307,413,518,622,726,828,928,1025,1123,1243,1380,1527,1685,1850,2017,2189,2368,2553,2741,2932,3124,3318,3514,3712,3912,4111,4309,4508,4706,4903,5098,5289,5479
306: defectors,1,100,201,301,402,501,599,695,788,880,972,1079,1211,1356,1507,1665,1829,1997,2170,2351,2538,2729,2922,3118,3316,3515,3716,3919,4121,4323,4524,4724,4924,5121,5314,5505
307: defectors,1,101,203,307,413,518,622,726,828,933,1054,1187,1339,1511,1702,1908,2126,2348,2578,2819,3068,3323,3580,3840,4102,4367,4634,4903,5170,5437,5702,5965,6224,6481,6733,6977
308: defectors,1,100,201,301,402,501,599,695,788,893,1015,1159,1324,1508,1706,1915,2134,2361,2595,2840,3094,3352,3614,3879,4147,4417,4689,4963,5235,5506,5776,6043,6307,6566,6822,7069
309: defectors,1,280,543,760,900,997,1083,1168,1255,1342,1448,1671,1973,2313,2699,3132,3599,4084,4588,5128,5693,6263,6828,7384,7930,8465,8987,9495,9980,10446,10893,11322,11727,12110,12469,12804
310: defectors,1,265,461,572,658,739,820,902,986,1073,1189,1433,1749,2104,2501,2947,3427,3925,4443,4996,5573,6154,6729,7294,7849,8394,8926,9442,9935,10408,10861,11296,11706,12093,12457,12795
311: defectors,1,280,543,760,900,997,1083,1168,1313,1570,1882,2284,2798,3379,4026,4737,5486,6248,7023,7820,8629,9431,10218,10986,11735,12465,13175,13863,14522,15151,15753,16326,16865,17370,17848,18284
312: defectors,1,265,461,572,658,739,820,902,1064,1334,1664,2091,2634,3237,3906,4638,5406,6185,6975,7786,8607,9419,10214,10991,11748,12485,13203,13898,14564,15199,15807,16386,16929,17438,17920,18360
313: defectors,1,101,203,307,413,518,622,726,828,928,1025,1123,1244,1385,1540,1711,1891,2077,2270,2475,2691,2913,3141,3373,3610,3852,4098,4347,4597,4846,5094,5341,5586,5824,6053,6274
314: defectors,1,100,201,301,402,501,599,695,788,880,972,1079,1213,1363,1521,1691,1871,2058,2254,2461,2680,2907,3140,3377,3620,3867,4119,4374,4629,4883,5136,5388,5636,5879,6112,6334
315: defectors,1,101,203,307,413,518,622,726,828,933,1056,1196,1362,1553,1770,2010,2266,2534,2816,3118,3438,3770,4112,4464,4826,5198,5579,5967,6359,6752,7148,7543,7933,8317,8694,9056
316: defectors,1,100,201,301,402,501,599,695,788,893,1017,1169,1349,1552,1776,2017,2277,2550,2838,3146,3471,3811,4161,4522,4893,5274,5664,6061,6462,6865,7269,7673,8071,8462,8845,9213
317: defectors,1,280,543,760,900,997,1083,1168,1255,1342,1448,1673,1981,2334,2740,3200,3704,4233,4789,5391,6028,6677,7328,7976,8618,9255,9883,10498,11092,11662,12210,12733,13224,13681,14098,14475
318: defectors,1,265,461,572,658,739,820,902,986,1073,1189,1435,1757,2125,2541,3014,3530,4071,4640,5254,5902,6561,7222,7880,8532,9179,9817,10443,11045,11624,12180,12711,13208,13671,14094,14476
319: defectors,1,280,543,760,900,997,1083,1168,1314,1574,1895,2317,2863,3489,4196,4988,5837,6717,7629,8585,9575,10574,11573,12566,13551,14525,15488,16432,17346,18226,19073,19882,20643,21361,22026,22628
320: defectors,1,265,461,572,658,739,820,902,1065,1338,1677,2122,2696,3342,4071,4884,5752,6649,7577,8547,9548,10559,11568,12571,13566,14552,15524,16479,17403,18292,19148,19966,20734,21458,22129,22736
321: defectors,1,101,203,308,414,521,627,733,837,945,1071,1221,1408,1624,1871,2144,2438,2751,3085,3443,3826,4229,4652,5094,5556,6037,6540,7062,7604,8165,8745,9345,9963,10598,11250,11918
322: defectors,1,100,201,302,403,504,603,702,798,903,1039,1205,1406,1628,1876,2150,2448,2767,3108,3475,3865,4277,4707,5158,5628,6119,6631,7163,7714,8284,8874,9483,10111,10755,11415,12092
323: defectors,1,101,203,308,414,521,627,733,854,990,1147,1342,1584,1862,2173,2511,2871,3251,3652,4079,4531,5003,5495,6006,6537,7087,7658,8249,8858,9486,10133,10799,11482,12182,12897,13628
324: defectors,1,100,201,302,403,504,603,704,825,963,1134,1351,1612,1898,2212,2554,2920,3307,3717,4153,4613,5094,5595,6115,6655,7216,7796,8397,9016,9654,10311,10986,11678,12387,13111,13849
325: defectors,1,280,544,765,913,1013,1102,1189,1306,1558,1894,2375,3007,3764,4635,5603,6639,7713,8821,9966,11134,12303,13465,14612,15743,16855,17946,19015,20056,21069,22057,23020,23954,24859,25735,26582
326: defectors,1,265,462,575,663,745,827,911,1040,1312,1673,2186,2849,3636,4537,5535,6598,7696,8825,9989,11173,12355,13527,14682,15820,16938,18035,19109,20155,21173,22165,23131,24068,24976,25855,26704
327: defectors,1,280,544,765,913,1013,1102,1292,1601,2029,2607,3369,4295,5326,6443,7630,8855,10091,11333,12585,13834,15062,16261,17428,18562,19663,20730,21763,22760,23721,24650,25547,26412,27242,28042,28812
328: defectors,1,265,462,575,663,745,829,1040,1366,1828,2443,3249,4213,5278,6428,7644,8895,10153,11414,12681,13941,15178,16383,17554,18690,19792,20861,21895,22893,23856,24786,25684,26549,27380,28179,28950
329: defectors,1,101,203,308,414,521,627,733,837,945,1074,1233,1439,1683,1971,2298,2663,3063,3504,3995,4539,5133,5779,6481,7241,8067,8964,9934,10979,12103,13311,14606,15987,17452,19000,20629
330: defectors,1,100,201,302,403,504,603,702,798,904,1043,1219,1440,1690,1978,2307,2677,3085,3536,4038,4592,5198,5858,6575,7353,8198,9114,10106,11173,12320,13552,14872,16279,17770,19344,20999
331: defectors,1,101,203,308,414,521,627,733,855,997,1167,1386,1667,1998,2381,2813,3292,3816,4391,5030,5734,6504,7340,8247,9230,10297,11454,12703,14045,15485,17026,18670,20412,22246,24163,26145
332: defectors,1,100,201,302,403,504,603,704,827,971,1157,1399,1698,2039,2425,2861,3347,3882,4470,5122,5841,6625,7478,8405,9410,10501,11682,12957,14326,15793,17362,19035,20805,22668,24611,26618
333: defectors,1,280,544,765,913,1013,1102,1189,1306,1562,1908,2414,3088,3909,4873,5970,7171,8449,9803,11240,12748,14300,15882,17486,19106,20737,22374,24010,25627,27217,28785,30023,30351,30640,30928,31219
334: defectors,1,265,462,575,663,745,827,911,1040,1315,1687,2223,2925,3776,4770,5896,7125,8429,9807,11266,12792,14360,15955,17570,19200,20842,22489,24134,25760,27358,28933,30149,30472,30760,31048,31337
335: defectors,1,280,544,765,913,1013,1102,1294,1610,2058,2670,3492,4512,5676,6974,8393,9904,11478,13111,14810,16559,18333,20116,21899,23676,25437,27176,28837,29213,29495,29775,30058,30343,30630,30919,31211
336: defectors,1,265,462,575,663,745,829,1041,1375,1855,2502,3366,4424,5622,6953,8404,9944,11544,13200,14919,16684,18471,20264,22055,23838,25606,27350,28986,29331,29612,29892,30175,30459,30746,31034,31325
337: defectors,1,101,203,307,412,518,622,725,827,927,1024,1120,1230,1356,1495,1640,1791,1943,2098,2256,2416,2575,2734,2891,3047,3203,3355,3504,3645,3778,3903,4025,4147,4270,4393,4517
338: defectors,1,100,201,301,402,501,599,695,788,879,970,1072,1195,1332,1477,1625,1777,1931,2086,2244,2405,2565,2724,2883,3040,3197,3351,3502,3645,3780,3907,4028,4150,4272,4395,4519
339: defectors,1,101,203,307,412,518,622,725,827,931,1049,1179,1323,1482,1657,1846,2044,2246,2451,2661,2873,3086,3296,3503,3705,3903,4097,4288,4473,4653,4829,5000,5168,5329,5480,5618
340: defectors,1,100,201,301,402,501,599,695,788,890,1009,1147,1305,1476,1660,1856,2058,2263,2470,2681,2895,3110,3323,3533,3738,3940,4137,4330,4517,4699,4876,5048,5216,5379,5531,5671
341: defectors,1,280,543,760,899,996,1083,1168,1254,1342,1436,1630,1913,2222,2563,2935,3321,3707,4094,4486,4880,5263,5631,5981,6313,6633,6942,7232,7491,7705,7877,8008,8128,8249,8370,8493
342: defectors,1,265,461,572,658,739,820,902,986,1073,1176,1393,1692,2016,2371,2753,3149,3544,3940,4340,4740,5130,5503,5859,6196,6520,6833,7127,7392,7612,7790,7924,8044,8165,8286,8409
343: defectors,1,280,543,760,899,996,1083,1168,1304,1552,1851,2227,2688,3214,3787,4390,5010,5623,6228,6836,7436,8013,8569,9099,9593,10051,10480,10880,11250,11595,11917,12217,12500,12754,12963,13121
344: defectors,1,265,461,572,658,739,820,902,1057,1320,1637,2036,2526,3080,3672,4295,4933,5561,6180,6800,7410,7994,8555,9091,9590,10054,10487,10892,11265,11612,11937,12239,12524,12780,12991,13152
345: defectors,1,101,203,307,412,518,622,725,827,927,1024,1120,1230,1359,1502,1656,1816,1979,2147,2319,2495,2671,2845,3017,3188,3357,3521,3679,3826,3964,4095,4220,4345,4470,4596,4723
346: defectors,1,100,201,301,402,501,599,695,788,879,970,1072,1196,1335,1485,1641,1804,1969,2138,2312,2489,2667,2844,3018,3191,3361,3528,3689,3840,3980,4112,4236,4360,4485,4610,4736
347: defectors,1,101,203,307,412,518,622,725,827,931,1050,1186,1341,1518,1714,1930,2160,2397,2641,2894,3154,3417,3680,3940,4196,4448,4697,4938,5170,5394,5608,5811,6004,6183,6344,6487
348: defectors,1,100,201,301,402,501,599,695,788,890,1011,1156,1326,1514,1719,1943,2177,2417,2663,2919,3181,3448,3715,3981,4243,4501,4754,5001,5237,5463,5680,5886,6081,6262,6425,6568
349: defectors,1,280,543,760,899,996,1083,1168,1254,1342,1436,1631,1918,2237,2591,2982,3391,3803,4219,4644,5072,5490,5892,6273,6631,6973,7301,7603,7865,8076,8245,8374,8495,8616,8738,8862
350: defectors,1,265,461,572,658,739,820,902,986,1073,1176,1395,1698,2031,2399,2801,3219,3640,4064,4497,4932,5356,5763,6150,6513,6860,7193,7500,7769,7988,8162,8294,8415,8536,8658,8781
351: defectors,1,280,543,760,899,996,1083,1168,1304,1555,1863,2255,2744,3307,3928,4591,5282,5974,6665,7367,8068,8752,9415,10048,10640,11194,11714,12196,12637,13042,13409,13744,14046,14297,14489,14634
352: defectors,1,265,461,572,658,739,820,902,1057,1323,1648,2063,2579,3170,3810,4493,5202,5910,6616,7330,8042,8733,9402,10042,10640,11201,11726,12214,12659,13068,13439,13777,14081,14336,14531,14678
353: defectors,1,101,204,309,417,525,632,740,862,1013,1214,1468,1762,2091,2457,2860,3296,3764,4266,4803,5377,5982,6617,7284,7981,8710,9470,10262,11083,11934,12814,13723,14660,15624,16612,17625
354: defectors,1,100,202,304,406,508,610,711,843,1015,1227,1480,1776,2109,2480,2890,3336,3814,4326,4874,5457,6073,6721,7399,8108,8849,9622,10425,11258,12120,13011,13931,14879,15853,16851,17874
355: defectors,1,101,204,309,417,525,632,757,904,1095,1348,1661,2017,2409,2840,3309,3813,4348,4918,5525,6167,6842,7547,8282,9049,9847,10676,11537,12426,13343,14290,15265,16267,17294,18345,19419
356: defectors,1,100,202,304,406,508,612,739,901,1119,1388,1703,2064,2463,2900,3378,3892,4440,5021,5638,6292,6978,7695,8443,9223,10033,10875,11747,12647,13576,14534,15520,16533,17570,18631,19714
357: defectors,1,280,542,756,891,989,1079,1244,1563,2053,2742,3665,4784,6040,7410,8870,10381,11910,13446,14985,16508,17996,19436,20825,22161,23443,24670,25842,26958,28018,29026,29986,30667,31036,31366,31690
358: defectors,1,265,460,571,660,744,829,1010,1355,1880,2603,3561,4718,6009,7412,8901,10438,11988,13541,15092,16624,18118,19564,20958,22298,23583,24813,25987,27104,28165,29174,30130,30779,31142,31468,31790
359: defectors,1,280,542,756,891,989,1188,1532,2082,2860,3851,5048,6412,7877,9420,11016,12628,14226,15800,17347,18853,20302,21685,23003,24256,25446,26575,27644,28654,29576,30069,30407,30729,31048,31370,31694
360: defectors,1,265,460,571,660,744,962,1330,1923,2749,3780,5017,6420,7921,9496,11119,12753,14367,15952,17507,19016,20466,21850,23168,24421,25611,26739,27807,28815,29722,30183,30517,30835,31153,31472,31794
361: defectors,1,101,204,309,417,525,632,740,863,1021,1240,1528,1876,2281,2751,3291,3903,4593,5371,6252,7245,8355,9594,10976,12516,14230,16137,18253,20589,23163,25990,28954,29209,29566,29943,30314
362: defectors,1,100,202,304,406,508,610,711,845,1025,1256,1542,1892,2300,2773,3322,3947,4652,5444,6341,7353,8486,9751,11161,12731,14478,16421,18576,20955,23574,26449,29122,29441,29804,30162,30516
363: defectors,1,101,204,309,417,525,632,758,914,1125,1414,1785,2227,2738,3325,3998,4760,5619,6587,7682,8917,10301,11848,13577,15507,17658,20051,22705,25632,28085,28462,28857,29244,29625,30001,30374
364: defectors,1,100,202,304,406,508,612,741,913,1152,1457,1831,2277,2793,3387,4072,4850,5726,6713,7828,9088,10501,12081,13846,15814,18006,20444,23147,26127,28498,28758,29113,29481,29845,30205,30560
365: defectors,1,280,542,756,891,989,1079,1245,1572,2084,2816,3816,5064,6510,8145,9958,11916,13989,16171,18466,20854,23306,25809,28182,28426,28729,29036,29345,29655,29968,30283,30599,30918,31240,31564,31890
366: defectors,1,265,460,571,660,744,829,1011,1364,1909,2673,3708,4992,6474,8144,9990,11978,14078,16282,18595,20999,23467,25986,28294,28546,28847,29152,29459,29767,30077,30389,30703,31020,31339,31660,31982
367: defectors,1,280,542,756,891,989,1190,1544,2121,2950,4032,5380,6970,8750,10709,12833,15088,17442,19887,22424,25037,27605,27836,28134,28436,28740,29047,29355,29666,29979,30296,30615,30936,31258,31582,31907
368: defectors,1,265,460,571,660,744,964,1341,1959,2834,3955,5343,6974,8794,10790,12948,15233,17612,20077,22631,25258,27737,27957,28252,28552,28855,29160,29466,29775,30086,30401,30717,31035,31354,31675,31996
369: defectors,1,101,203,309,415,521,627,733,837,944,1082,1250,1445,1655,1879,2121,2378,2646,2925,3217,3520,3830,4144,4462,4782,5104,5427,5748,6066,6379,6687,6988,7280,7559,7830,8086
370: defectors,1,100,201,303,404,505,605,703,801,922,1075,1246,1437,1645,1870,2116,2379,2652,2936,3233,3542,3858,4178,4502,4828,5155,5483,5810,6133,6451,6763,7069,7364,7647,7920,8179
371: defectors,1,101,203,309,415,521,627,733,857,995,1165,1379,1629,1899,2190,2500,2826,3163,3513,3877,4253,4637,5026,5418,5814,6212,6612,7012,7408,7800,8188,8570,8942,9303,9651,9983
372: defectors,1,100,201,303,404,505,605,708,832,986,1175,1397,1647,1919,2212,2528,2860,3204,3561,3931,4314,4704,5099,5499,5901,6306,6711,7117,7519,7916,8308,8695,9071,9436,9787,10123
373: defectors,1,280,541,751,879,974,1062,1150,1287,1561,1915,2399,3010,3716,4511,5379,6288,7211,8143,9088,10035,10963,11864,12735,13575,14383,15159,15900,16601,17261,17882,18463,18998,19489,19942,20346
374: defectors,1,265,459,568,655,738,822,907,1064,1358,1731,2237,2870,3601,4419,5310,6239,7178,8124,9081,10038,10976,11887,12766,13614,14430,15213,15961,16667,17332,17958,18543,19082,19575,20031,20437
375: defectors,1,280,541,751,879,974,1068,1288,1617,2076,2677,3450,4362,5357,6419,7532,8664,9787,10900,12006,13094,14148,15161,16134,17065,17957,18811,19625,20397,21127,21818,22471,23084,23654,24180,24664
376: defectors,1,265,459,568,655,738,833,1072,1424,1919,2552,3354,4296,5319,6407,7542,8692,9831,10955,12070,13166,14226,15246,16225,17161,18058,18916,19734,20509,21242,21936,22591,23205,23776,24304,24788
377: defectors,1,101,203,309,415,521,627,733,837,944,1085,1265,1480,1717,1978,2266,2581,2917,3276,3661,4071,4501,4948,5409,5883,6368,6864,7365,7867,8365,8858,9341,9807,10250,10671,11062
378: defectors,1,100,201,303,404,505,605,703,801,923,1079,1262,1472,1706,1968,2263,2584,2926,3292,3685,4104,4544,5000,5471,5955,6451,6956,7467,7978,8485,8987,9478,9951,10399,10824,11219
379: defectors,1,101,203,309,415,521,627,733,858,1004,1189,1430,1721,2044,2402,2796,3224,3683,4173,4699,5261,5852,6471,7115,7782,8471,9179,9903,10636,11374,12112,12848,13570,14270,14939,15571
380: defectors,1,100,201,303,404,505,605,708,834,997,1202,1450,1740,2063,2425,2827,3264,3731,4230,4767,5341,5946,6577,7234,7914,8616,9338,10075,10821,11571,12321,13067,13799,14508,15186,15824
381: defectors,1,280,541,751,879,974,1062,1150,1288,1565,1931,2440,3092,3859,4738,5718,6768,7856,8979,10145,11339,12535,13722,14891,16039,17163,18257,19316,20325,21282,22186,23030,23806,24520,25161,25719
382: defectors,1,265,459,568,655,738,822,907,1065,1362,1747,2278,2950,3741,4644,5646,6716,7821,8959,10137,11343,12552,13751,14932,16092,17226,18331,19399,20418,21383,22294,23145,23927,24645,25290,25852
383: defectors,1,280,541,751,879,974,1068,1290,1628,2109,2747,3582,4589,5716,6952,8284,9679,11106,12560,14048,15555,17057,18541,20002,21434,22835,24202,25532,26815,28046,29221,30322,30896,31228,31541,31849
384: defectors,1,265,459,568,655,738,833,1074,1435,1951,2619,3483,4520,5676,6938,8294,9710,11154,12623,14123,15642,17155,18651,20122,21565,22976,24352,25690,26981,28219,29400,30491,30992,31315,31624,31928
385: defectors,1,96,194,294,396,497,597,696,794,890,983,1074,1164,1254,1344,1441,1548,1661,1781,1908,2041,2177,2315,2457,2602,2751,2904,3062,3225,3391,3561,3737,3918,4103,4291,4484
386: defectors,1,96,192,289,384,479,572,664,752,839,924,1010,1096,1184,1273,1372,1481,1596,1717,1847,1983,2123,2266,2411,2561,2715,2873,3036,3202,3372,3547,3728,3914,4104,4298,4496
387: defectors,1,96,194,294,396,497,597,696,794,890,983,1077,1186,1307,1434,1571,1714,1863,2019,2184,2359,2541,2729,2923,3122,3326,3535,3751,3972,4200,4435,4678,4927,5182,5442,5708
388: defectors,1,96,192,289,384,479,572,664,752,839,924,1015,1127,1248,1378,1516,1662,1814,1973,2142,2323,2511,2706,2906,3111,3321,3536,3758,3986,4220,4461,4710,4966,5228,5495,5767
389: defectors,1,276,537,758,910,1007,1090,1170,1251,1331,1414,1498,1584,1672,1816,2031,2291,2567,2860,3171,3500,3842,4194,4556,4927,5309,5702,6107,6520,6943,7378,7827,8285,8750,9222,9699
390: defectors,1,261,455,565,648,724,799,875,953,1032,1113,1196,1281,1372,1528,1757,2026,2312,2613,2933,3272,3625,3987,4357,4736,5126,5527,5940,6361,6791,7233,7689,8154,8626,9104,9589
