Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
1530: defectors,1,96,194,293,394,498,602,709,819,951,1196,1552,2073,2863,4177,6341,8979,12223,16301,21625,29028,41103,56371,56824,57280,57740,58204,58672,59143,59618,60096,60578,61064,61553,62045,62540
1531: defectors,1,97,195,297,400,506,613,723,835,976,1171,1523,2048,2758,3767,5314,8041,11698,15992,21615,29483,42612,56368,56821,57277,57737,58201,58669,59140,59615,60093,60575,61061,61550,62042,62537
1532: defectors,1,96,194,293,394,498,602,709,828,1008,1325,1799,2488,3509,5172,7747,10851,14718,19673,26367,36475,55925,56374,56827,57284,57744,58208,58675,59147,59621,60100,60582,61068,61556,62049,62543
1533: defectors,1,276,540,779,983,1158,1309,1911,3579,6835,11306,16939,24031,33294,48897,53280,53708,54140,54575,55014,55456,55902,56351,56804,57260,57721,58184,58652,59123,59598,60077,60559,61044,61533,62025,62520
1534: defectors,1,266,496,689,852,993,1318,2466,4993,8600,13174,18978,26364,36322,52855,53280,53708,54140,54575,55014,55456,55902,56351,56804,57260,57721,58184,58652,59123,59598,60076,60559,61044,61533,62025,62520
1535: defectors,1,276,540,779,983,1158,1482,2540,4993,9317,14742,21510,30146,42671,52859,53284,53712,54144,54579,55018,55460,55906,56355,56808,57265,57725,58189,58657,59128,59603,60081,60563,61049,61538,62030,62525
1536: defectors,1,266,496,689,852,1030,1737,3599,7015,11532,17127,24167,33382,48681,52857,53282,53711,54142,54578,55016,55459,55904,56354,56807,57263,57723,58187,58655,59126,59601,60079,60561,61047,61536,62028,62523
1537: defectors,1,104,210,317,425,535,645,756,867,979,1090,1202,1314,1426,1538,1650,1762,1874,1985,2097,2210,2324,2445,2574,2713,2862,3022,3194,3373,3563,3765,3980,4206,4445,4697,4962
1538: defectors,1,104,208,313,418,523,629,735,841,947,1054,1160,1267,1374,1481,1588,1696,1803,1910,2021,2147,2289,2447,2620,2806,3004,3213,3432,3660,3901,4157,4429,4714,5012,5325,5653
1539: defectors,1,104,210,317,425,535,645,756,867,979,1090,1202,1314,1428,1551,1687,1833,1986,2146,2313,2487,2669,2859,3057,3265,3483,3715,3960,4219,4495,4796,5122,5469,5833,6216,6620
1540: defectors,1,104,208,313,418,523,629,735,841,947,1054,1160,1269,1390,1526,1677,1837,2002,2175,2358,2555,2768,2996,3240,3500,3779,4077,4398,4742,5106,5491,5903,6339,6798,7282,7793
1541: defectors,1,284,560,823,1067,1288,1484,1658,1813,1952,2079,2198,2315,2538,2907,3381,3906,4459,5054,5706,6410,7152,7935,8758,9625,10545,11521,12564,13670,14824,16015,17256,18562,19926,21351,22835
1542: defectors,1,274,516,725,904,1060,1197,1320,1433,1539,1641,1739,1938,2279,2739,3268,3829,4418,5047,5725,6448,7209,8007,8841,9717,10641,11619,12663,13765,14907,16084,17316,18609,19961,21371,22841
1543: defectors,1,284,560,823,1067,1288,1484,1658,1813,1952,2189,2629,3174,3814,4561,5430,6414,7489,8623,9841,11158,12546,13995,15500,17062,18684,20363,22098,23881,25713,27600,29544,31540,33586,35683,37836
1544: defectors,1,274,516,725,904,1060,1197,1320,1433,1652,2063,2597,3241,3984,4839,5819,6907,8040,9217,10482,11829,13232,14684,16183,17733,19335,20994,22706,24466,26276,28142,30065,32040,34068,36149,38288
1545: defectors,1,104,210,317,425,535,645,756,867,979,1090,1202,1314,1426,1538,1650,1762,1874,1985,2097,2210,2324,2445,2574,2713,2863,3026,3202,3389,3590,3810,4049,4309,4593,4903,5240
1546: defectors,1,104,208,313,418,523,629,735,841,947,1054,1160,1267,1374,1481,1588,1696,1803,1910,2021,2147,2290,2450,2627,2821,3031,3258,3506,3781,4090,4437,4834,5292,5831,6369,6888
1547: defectors,1,104,210,317,425,535,645,756,867,979,1090,1202,1314,1428,1551,1688,1837,1993,2159,2335,2520,2717,2926,3147,3385,3641,3922,4229,4565,4934,5347,5811,6321,6878,7489,8166
1548: defectors,1,104,208,313,418,523,629,735,841,947,1054,1160,1269,1390,1527,1681,1846,2019,2201,2397,2612,2849,3111,3399,3718,4075,4477,4934,5444,6020,6681,7443,8330,9372,10261,11193
1549: defectors,1,284,560,823,1067,1288,1484,1658,1813,1952,2079,2198,2315,2538,2909,3390,3928,4502,5129,5834,6617,7464,8382,9371,10437,11577,12790,14092,15472,16914,18441,20084,21846,23731,25752,27922
1550: defectors,1,274,516,725,904,1060,1197,1320,1433,1539,1641,1739,1938,2285,2756,3300,3881,4499,5163,5887,6668,7502,8388,9327,10328,11400,12557,13808,15137,16529,18005,19597,21306,23137,25098,27204
1551: defectors,1,284,560,823,1067,1288,1484,1658,1813,1952,2189,2635,3194,3860,4656,5605,6710,7950,9304,10832,12541,14367,16278,18269,20364,22579,24932,27442,30123,33007,36145,39604,43494,48045,53942,62631
1552: defectors,1,274,516,725,904,1060,1197,1320,1433,1652,2066,2610,3277,4062,4996,6102,7318,8588,9937,11414,13014,14716,16517,18424,20448,22602,24903,27366,30002,32843,35937,39351,43187,47663,53395,62562
1553: defectors,1,104,210,316,425,534,643,753,863,974,1084,1195,1305,1415,1526,1636,1746,1856,1965,2076,2186,2297,2408,2520,2632,2755,2892,3046,3222,3423,3674,3983,4424,5335,7835,12390
1554: defectors,1,104,208,312,417,522,627,732,838,943,1049,1154,1260,1366,1471,1577,1683,1789,1895,2003,2123,2252,2387,2534,2694,2866,3072,3318,3606,3986,4609,5657,6998,8792,11402,15877
1555: defectors,1,104,210,316,425,534,643,753,863,974,1084,1195,1305,1415,1526,1636,1746,1856,1965,2080,2203,2333,2470,2616,2775,2958,3168,3406,3678,3982,4330,4769,5393,6532,9237,14010
1556: defectors,1,104,208,312,417,522,627,732,838,943,1049,1154,1260,1366,1471,1577,1689,1808,1935,2078,2247,2436,2643,2871,3124,3397,3697,4043,4465,5023,5865,7125,8668,10669,13494,18194
1557: defectors,1,284,560,821,1063,1281,1474,1643,1793,1928,2051,2166,2275,2390,2638,3055,3574,4148,4776,5478,6255,7119,8090,9208,10454,11899,13592,15578,17906,20653,23931,27889,32784,39099,52221,62543
1558: defectors,1,274,515,723,902,1056,1192,1314,1425,1530,1630,1731,1855,2108,2515,3022,3573,4152,4782,5481,6259,7125,8098,9218,10463,11909,13604,15592,17921,20669,23946,27904,32803,39121,52237,62543
1559: defectors,1,284,560,821,1063,1281,1474,1643,1793,1928,2065,2392,2883,3455,4138,4954,5905,7000,8193,9502,10942,12502,14188,16014,18000,20173,22564,25211,28152,31456,35220,39598,44896,53957,62034,62486
1560: defectors,1,274,515,723,902,1056,1192,1314,1425,1548,1850,2339,2941,3642,4458,5396,6447,7572,8756,10064,11504,13062,14745,16567,18549,20718,23105,25747,28683,31981,35738,40115,45422,56571,62032,62484
1561: defectors,1,104,210,316,425,534,643,753,863,974,1084,1195,1305,1415,1526,1636,1746,1856,1965,2076,2186,2297,2408,2520,2633,2768,2936,3168,3538,4307,5369,6742,8594,11264,15608,24542
1562: defectors,1,104,208,312,417,522,627,732,838,943,1049,1154,1260,1366,1471,1577,1683,1789,1895,2005,2128,2260,2414,2622,2934,3398,3929,4559,5316,6241,7402,8903,10930,13860,18620,30191
1563: defectors,1,104,210,316,425,534,643,753,863,974,1084,1195,1305,1415,1526,1636,1746,1856,1965,2080,2203,2333,2473,2630,2815,3048,3345,3740,4316,5296,6659,8380,10654,13878,19060,31260
1564: defectors,1,104,208,312,417,522,627,732,838,943,1049,1154,1260,1366,1471,1577,1689,1809,1939,2092,2285,2516,2798,3154,3654,4392,5182,6095,7163,8436,9996,11972,14592,18323,24342,40840
1565: defectors,1,284,560,821,1063,1281,1474,1643,1793,1928,2051,2166,2275,2390,2642,3090,3670,4281,4953,5710,6566,7532,8637,9916,11365,13087,15151,17639,20660,24393,29137,35429,44543,61541,61996,62448
1566: defectors,1,274,515,723,902,1056,1192,1314,1425,1530,1630,1730,1884,2198,2636,3159,3727,4334,5004,5757,6610,7574,8676,9952,11400,13123,15188,17677,20698,24433,29179,35477,44602,61541,61996,62448
1567: defectors,1,284,560,821,1063,1281,1474,1643,1793,1928,2065,2393,2895,3498,4245,5196,6376,7629,8975,10490,12188,14066,16144,18457,21056,24019,27446,31484,36379,42660,52000,60557,61016,61473,61936,62440
1568: defectors,1,274,515,723,902,1056,1192,1314,1425,1548,1855,2365,3031,3803,4691,5713,6873,8118,9463,10979,12679,14560,16643,18965,21580,24564,28019,32099,37063,43481,53310,60579,61038,61495,61981,62470
1569: defectors,1,104,210,318,427,537,648,760,872,985,1098,1212,1326,1440,1559,1694,1846,2009,2190,2404,2646,2919,3226,3576,3957,4369,4818,5311,5848,6436,7080,7788,8564,9417,10354,11388
1570: defectors,1,104,208,313,419,525,632,739,847,955,1064,1173,1283,1396,1539,1720,1925,2152,2408,2699,3018,3367,3743,4152,4602,5099,5648,6254,6922,7657,8472,9375,10377,11491,12735,14013
1571: defectors,1,104,210,318,427,537,648,760,872,985,1098,1221,1364,1517,1682,1862,2061,2280,2533,2828,3167,3549,3977,4456,4978,5543,6156,6821,7542,8325,9178,10110,11129,12244,13470,14824
1572: defectors,1,104,208,313,419,525,632,739,847,955,1067,1201,1354,1521,1715,1950,2223,2533,2883,3286,3730,4213,4737,5307,5927,6604,7345,8155,9041,10012,11082,12264,13575,15034,16642,18133
1573: defectors,1,284,560,821,1062,1278,1468,1636,1785,1920,2105,2549,3171,3968,5004,6258,7740,9434,11341,13461,15783,18292,20995,23904,27033,30407,34060,38046,42452,47476,53766,60564,61051,61541,62035,62534
1574: defectors,1,274,515,723,902,1057,1194,1317,1431,1563,1945,2527,3281,4223,5380,6740,8296,10023,11932,14048,16368,18880,21587,24498,27633,31017,34690,38707,43164,48290,54915,60567,61053,61544,62038,62537
1575: defectors,1,284,560,821,1062,1278,1468,1636,1833,2253,2824,3650,4803,6252,8006,10044,12335,14857,17569,20461,23546,26823,30301,34009,38003,42373,47324,53578,59129,59604,60083,60566,61052,61543,62037,62536
1576: defectors,1,274,515,723,902,1057,1194,1336,1723,2282,3052,4138,5538,7209,9142,11301,13646,16156,18843,21730,24817,28100,31594,35335,39385,43859,49035,56289,59131,59607,60085,60568,61055,61545,62040,62538
1577: defectors,1,104,210,318,427,537,648,760,872,985,1098,1212,1326,1440,1559,1694,1849,2018,2210,2444,2724,3051,3437,3894,4418,5028,5750,6617,7670,8982,10670,12956,14716,16739,19028,21642
1578: defectors,1,104,208,313,419,525,632,739,847,955,1064,1173,1283,1396,1539,1724,1937,2180,2469,2815,3222,3699,4266,4957,5816,6918,8165,9339,10638,12079,13685,15485,17511,19808,22439,25493
1579: defectors,1,104,210,318,427,537,648,760,872,985,1098,1221,1366,1524,1699,1896,2121,2379,2686,3060,3507,4034,4652,5380,6229,7229,8426,9882,11697,14041,17262,19851,22759,26171,30244,35288
1580: defectors,1,104,208,313,419,525,632,739,847,955,1067,1202,1359,1534,1743,2004,2321,2695,3143,3685,4326,5086,5997,7110,8504,10317,12037,13797,15769,17993,20527,23453,26880,30990,36119,43034
1581: defectors,1,284,560,821,1062,1278,1468,1636,1785,1920,2105,2554,3202,4062,5217,6685,8527,10557,12841,15464,18461,21880,25816,30447,36131,43818,58193,58661,59132,59607,60086,60569,61056,61546,62040,62539
1582: defectors,1,274,515,723,902,1057,1194,1317,1431,1564,1952,2558,3387,4429,5685,7187,8944,10945,13226,15845,18846,22274,26234,30910,36693,44624,58184,58658,59129,59604,60083,60566,61052,61543,62037,62536
1583: defectors,1,284,560,821,1062,1278,1468,1636,1833,2257,2846,3726,4999,6668,8797,11469,14440,17633,21231,25356,30170,36000,43809,56810,57267,57727,58191,58659,59130,59605,60084,60567,61053,61544,62038,62537
1584: defectors,1,274,515,723,902,1057,1194,1336,1725,2295,3106,4310,5943,7847,10054,12592,15463,18684,22331,26539,31497,37614,46205,56813,57270,57730,58194,58661,59133,59608,60087,60570,61056,61547,62041,62540
1585: defectors,1,104,210,317,426,536,646,757,868,980,1092,1204,1317,1430,1543,1656,1770,1887,2033,2220,2453,2721,3004,3314,3667,4092,4630,5360,6436,8136,10310,12948,16289,20755,27335,36341
1586: defectors,1,104,208,313,418,524,630,737,844,951,1059,1167,1276,1385,1506,1646,1815,2023,2264,2522,2801,3113,3478,3919,4483,5242,6343,7776,9386,11271,13521,16279,19779,24483,31491,40834
1587: defectors,1,104,210,317,426,536,646,757,868,980,1092,1204,1319,1445,1587,1743,1909,2088,2301,2553,2853,3203,3588,4017,4514,5105,5834,6779,8117,10113,12530,15435,19079,23918,31043,40521
1588: defectors,1,104,208,313,418,524,630,737,844,951,1059,1168,1293,1437,1608,1813,2049,2323,2634,2982,3370,3813,4331,4948,5707,6688,8058,9730,11571,13701,16218,19273,23124,28285,36031,44943
1589: defectors,1,284,559,820,1058,1271,1457,1620,1766,1897,2030,2426,3051,3877,4982,6401,8113,10076,12318,14884,17800,21084,24782,28966,33744,39322,46160,56214,59114,59573,60032,60492,60951,61428,61920,62415
1590: defectors,1,274,515,722,900,1053,1188,1310,1423,1542,1873,2452,3210,4193,5400,6865,8590,10564,12816,15393,18321,21618,25332,29536,34344,39975,46931,57976,59114,59573,60032,60492,60951,61428,61919,62415
1591: defectors,1,284,559,820,1058,1271,1457,1620,1770,2100,2624,3401,4547,6038,7903,10155,12673,15433,18466,21816,25515,29597,34135,39273,45363,53683,58180,58637,59095,59554,60014,60473,60939,61428,61920,62415
1592: defectors,1,274,515,722,900,1053,1188,1310,1610,2142,2883,3957,5374,7105,9104,11375,13901,16673,19719,23088,26811,30926,35518,40758,47088,56730,58178,58635,59093,59552,60012,60471,60939,61428,61920,62415
1593: defectors,1,104,210,317,426,536,646,757,868,980,1092,1204,1317,1430,1543,1656,1770,1888,2041,2251,2536,2883,3319,3952,5018,6427,8126,10215,12846,16280,21007,28139,41106,61550,62005,62457
1594: defectors,1,104,208,313,418,524,630,737,844,951,1059,1167,1276,1385,1507,1650,1834,2078,2370,2737,3272,4138,5129,6285,7646,9273,11249,13701,16831,21002,26954,36698,61075,61532,61987,62462
1595: defectors,1,104,210,317,426,536,646,757,868,980,1092,1204,1319,1445,1588,1750,1930,2133,2389,2712,3131,3655,4332,5313,6858,8678,10879,13599,17060,21672,28302,39448,61053,61511,61966,62441
1596: defectors,1,104,208,313,418,524,630,737,844,951,1059,1168,1293,1440,1621,1849,2132,2488,2925,3494,4318,5588,6909,8446,10257,12424,15073,18403,22753,28820,38444,60591,61049,61506,61961,62453
1597: defectors,1,284,559,820,1058,1271,1457,1620,1766,1897,2030,2436,3121,4122,5443,7059,9003,11293,13999,17238,21142,25909,31957,40359,57260,57720,58175,58632,59090,59549,60008,60468,60951,61451,61934,62438
1598: defectors,1,274,515,722,900,1053,1188,1310,1423,1547,1924,2561,3391,4457,5767,7394,9350,11655,14382,17650,21594,26421,32576,41232,57260,57714,58169,58625,59084,59543,60002,60462,60945,61445,61925,62445
1599: defectors,1,284,559,820,1058,1271,1457,1620,1770,2102,2642,3485,4808,6707,8961,11590,14631,18137,22243,27190,33390,41963,56352,56800,57251,57704,58159,58616,59074,59533,59992,60467,60945,61445,61924,62438
1600: defectors,1,274,515,722,900,1053,1188,1310,1612,2166,2999,4261,5863,7788,10067,12743,15846,19437,23669,28809,35365,44921,56351,56799,57250,57703,58158,58615,59073,59532,59991,60471,60947,61432,61951,62422
1601: defectors,1,104,210,318,427,537,648,760,872,985,1099,1213,1328,1443,1574,1726,1894,2092,2324,2599,2932,3309,3724,4183,4693,5262,5898,6606,7396,8277,9264,10370,11612,13010,14591,16391
1602: defectors,1,104,208,313,419,525,632,740,848,956,1065,1175,1286,1421,1601,1813,2062,2350,2669,3028,3428,3879,4385,4953,5590,6307,7113,8021,9042,10193,11495,12974,14569,16081,17657,19303
1603: defectors,1,104,210,318,427,537,648,760,872,985,1099,1228,1375,1533,1707,1904,2129,2399,2715,3088,3529,4028,4573,5171,5829,6553,7351,8234,9208,10285,11482,12814,14301,15969,17850,19991
1604: defectors,1,104,208,313,419,525,632,740,848,956,1072,1214,1373,1557,1788,2069,2399,2786,3218,3700,4238,4834,5493,6221,7029,7926,8925,10037,11278,12666,14228,15995,17799,19514,21296,23149
1605: defectors,1,284,560,821,1062,1277,1467,1635,1784,1919,2231,2796,3605,4706,6081,7757,9696,11849,14166,16643,19262,21992,24815,27717,30688,33719,36804,39935,43110,46335,49640,53093,56914,61622,62117,62615
1606: defectors,1,274,515,723,902,1057,1194,1317,1431,1688,2214,2949,3962,5219,6749,8521,10489,12617,14901,17349,19939,22639,25430,28300,31239,34241,37298,40406,43559,46769,50067,53532,57431,61544,62038,62537
1607: defectors,1,284,560,821,1062,1277,1467,1635,1881,2355,3020,4038,5450,7209,9279,11634,14231,16987,19826,22763,25784,28856,31964,35097,38251,41428,44637,47894,51251,54867,59792,60644,61130,61621,62115,62614
1608: defectors,1,274,515,723,902,1057,1194,1376,1831,2486,3441,4760,6447,8423,10648,13063,15624,18294,21068,23947,26909,29923,32974,36054,39161,42297,45473,48711,52079,55803,60157,60639,61126,61616,62111,62609
1609: defectors,1,104,210,318,427,537,648,760,872,985,1099,1213,1328,1443,1575,1729,1904,2117,2378,2703,3114,3603,4181,4873,5716,6762,8090,9828,12210,14485,16791,19408,22358,25695,29492,33852
1610: defectors,1,104,208,313,419,525,632,740,848,956,1065,1175,1286,1421,1604,1826,2098,2429,2823,3299,3892,4636,5587,6844,8476,9923,11560,13390,15432,17720,20290,23190,26472,30208,34501,39509
1611: defectors,1,104,210,318,427,537,648,760,872,985,1099,1229,1379,1545,1732,1954,2219,2547,2946,3440,4049,4779,5642,6675,7933,9497,11493,14141,17779,20573,23795,27467,31673,36546,42312,49457
1612: defectors,1,104,208,313,419,525,632,740,848,956,1072,1216,1381,1577,1832,2156,2557,3050,3638,4353,5234,6331,7726,9565,11650,13588,15789,18260,21039,24177,27744,31832,36568,42170,49107,59355
1613: defectors,1,284,560,821,1062,1277,1467,1635,1784,1919,2233,2814,3681,4900,6506,8594,10886,13418,16222,19334,22763,26507,30596,35091,40115,45964,53763,58684,59155,59630,60109,60592,61079,61569,62064,62562
1614: defectors,1,274,515,723,902,1057,1194,1317,1431,1690,2232,3032,4177,5561,7244,9229,11491,14007,16796,19895,23313,27051,31142,35650,40715,46656,54891,58699,59171,59646,60125,60607,61094,61585,62079,62577
1615: defectors,1,284,560,821,1062,1277,1467,1635,1882,2363,3058,4158,5747,7823,10444,13531,16714,20167,23917,28018,32506,37448,43038,49910,57274,57734,58198,58665,59137,59612,60091,60574,61060,61551,62045,62544
1616: defectors,1,274,515,723,902,1057,1194,1376,1836,2512,3541,5050,7018,9260,11814,14684,17847,21288,25035,29143,33658,38660,44397,51768,57267,57727,58191,58658,59130,59605,60084,60567,61053,61544,62038,62536
1617: defectors,1,104,210,317,426,535,646,757,868,979,1091,1203,1316,1428,1541,1654,1767,1881,1997,2134,2302,2498,2730,2985,3253,3538,3851,4210,4650,5237,6136,7550,9298,11488,14491,19353
1618: defectors,1,104,208,313,418,524,630,737,844,951,1058,1166,1275,1383,1496,1627,1772,1939,2141,2373,2621,2881,3160,3467,3819,4245,4790,5541,6555,7662,8920,10383,12141,14359,17400,22320
1619: defectors,1,104,210,317,426,535,646,757,868,979,1091,1203,1316,1438,1572,1722,1881,2049,2227,2437,2676,2943,3247,3580,3941,4339,4782,5297,5917,6708,7842,9469,11419,13818,17039,22138
1620: defectors,1,104,208,313,418,524,630,737,844,951,1058,1166,1287,1426,1584,1773,1987,2225,2497,2801,3130,3493,3887,4329,4839,5444,6187,7161,8392,9696,11153,12820,14787,17222,20492,26227
1621: defectors,1,284,559,820,1058,1271,1457,1620,1765,1897,2026,2394,2987,3742,4699,5895,7266,8773,10420,12229,14190,16284,18510,20875,23392,26078,28957,32056,35412,39090,43223,48045,58220,61542,61997,62449
1622: defectors,1,274,515,722,900,1053,1188,1310,1423,1542,1866,2432,3151,4034,5108,6325,7698,9204,10849,12653,14608,16697,18917,21275,23785,26464,29335,32427,35776,39451,43586,48421,58480,61448,61938,62433
1623: defectors,1,284,559,820,1058,1271,1457,1620,1770,2094,2609,3351,4423,5768,7406,9323,11410,13597,15891,18308,20838,23462,26180,28999,31932,34998,38225,41654,45350,49490,57055,60486,60971,61459,61951,62446
1624: defectors,1,274,515,722,900,1053,1188,1310,1618,2149,2878,3911,5228,6793,8548,10474,12534,14698,16967,19358,21861,24460,27153,29948,32857,35903,39113,42531,46235,50421,57870,60566,61025,61482,61943,62437
1625: defectors,1,104,210,317,426,535,646,757,868,979,1091,1203,1316,1428,1541,1654,1767,1881,1998,2143,2332,2577,2885,3252,3741,4581,5582,6757,8116,9716,11647,14059,17212,21654,28801,47064
1626: defectors,1,104,208,313,418,524,630,737,844,951,1058,1166,1275,1383,1497,1629,1781,1972,2218,2513,2886,3436,4159,4959,5853,6857,7995,9297,10805,12584,14740,17443,21003,26073,34436,58427
1627: defectors,1,104,210,317,426,535,646,757,868,979,1091,1203,1316,1438,1573,1725,1892,2074,2278,2530,2838,3213,3675,4248,5023,6304,7645,9200,10990,13092,15624,18779,22914,28795,38578,62543
1628: defectors,1,104,208,313,418,524,630,737,844,951,1058,1166,1288,1428,1592,1798,2045,2343,2709,3160,3746,4598,5620,6717,7939,9306,10851,12615,14654,17058,19973,23641,28524,35682,52028,62542
1629: defectors,1,284,559,820,1058,1271,1457,1620,1765,1897,2026,2402,3045,3940,5110,6443,7975,9688,11598,13743,16134,18772,21686,24924,28562,32718,37601,43646,52320,59605,60065,60524,60983,61453,61939,62445
1630: defectors,1,274,515,722,900,1053,1188,1310,1423,1548,1920,2541,3322,4272,5431,6765,8297,10010,11920,14066,16460,19105,22027,25275,28928,33109,38032,44162,53150,59590,60050,60510,60969,61440,61926,62433
1631: defectors,1,284,559,820,1058,1271,1457,1620,1770,2096,2626,3427,4650,6334,8337,10550,12986,15625,18492,21634,25080,28866,33072,37855,43564,51376,58246,58702,59160,59619,60079,60538,61019,61501,61996,62484
1632: defectors,1,274,515,722,900,1053,1188,1310,1620,2174,2992,4203,5690,7417,9389,11608,14050,16698,19579,22743,26225,30059,34340,39253,45235,54165,58249,58705,59163,59622,60082,60541,61013,61503,61992,62502
1633: defectors,1,104,210,318,428,539,651,764,877,992,1107,1225,1364,1525,1733,1991,2316,2693,3116,3596,4141,4757,5453,6240,7132,8146,9303,10628,12150,13912,15973,18422,20780,23127,25615,28260
1634: defectors,1,104,209,314,420,528,636,744,854,964,1076,1214,1413,1657,1957,2299,2684,3123,3624,4203,4868,5628,6495,7487,8623,9931,11444,13206,15267,17193,19209,21348,23619,26030,28596,31334
1635: defectors,1,104,210,318,428,539,651,764,877,995,1131,1285,1461,1670,1941,2280,2696,3178,3715,4319,4996,5755,6604,7557,8629,9840,11214,12779,14574,16651,19090,21963,24427,27048,29833,32804
1636: defectors,1,104,209,314,420,528,636,744,854,979,1126,1309,1558,1871,2259,2704,3207,3771,4407,5131,5951,6879,7929,9119,10473,12024,13811,15892,18231,20373,22634,25033,27579,30289,33184,36295
1637: defectors,1,284,560,820,1057,1268,1452,1615,1778,2197,2905,4058,5685,7758,10277,13221,16435,19877,23555,27479,31648,36066,40785,45957,52191,57722,58186,58654,59125,59600,60079,60562,61049,61539,62034,62532
1638: defectors,1,274,515,722,900,1055,1191,1315,1668,2321,3296,4704,6598,8878,11481,14395,17580,21002,24660,28568,32728,37148,41894,47162,53877,57722,58186,58654,59125,59600,60079,60562,61048,61539,62033,62532
1639: defectors,1,284,560,820,1057,1268,1452,1680,2163,2928,4168,5987,8320,11101,14329,17935,21711,25670,29819,34186,38800,43746,49356,56812,57269,57729,58193,58660,59132,59607,60086,60569,61055,61546,62040,62538
1640: defectors,1,274,515,722,900,1055,1211,1637,2361,3530,5171,7323,9957,12934,16180,19685,23411,27328,31447,35798,40423,45451,51441,56805,57261,57721,58185,58653,59124,59599,60078,60561,61048,61538,62032,62531
1641: defectors,1,104,210,318,428,539,651,764,877,992,1107,1225,1365,1532,1756,2049,2433,2902,3467,4165,5039,6148,7586,9521,12285,15670,18780,22503,26994,32585,39993,51773,61073,61564,62058,62557
1642: defectors,1,104,209,314,420,528,636,744,854,964,1076,1215,1418,1678,2015,2428,2935,3570,4383,5460,6935,9063,10956,13172,15743,18746,22297,26570,31859,38776,49278,60564,61050,61541,62035,62534
1643: defectors,1,104,210,318,428,539,651,764,877,995,1133,1293,1484,1723,2046,2467,3006,3667,4465,5450,6686,8261,10328,13165,17396,21028,25345,30669,37554,47687,60086,60569,61056,61546,62040,62539
1644: defectors,1,104,209,314,420,528,636,744,854,979,1130,1323,1598,1962,2436,3020,3741,4639,5783,7295,9375,12081,14572,17508,20965,25098,30166,36672,46007,59603,60082,60565,61052,61542,62036,62535
1645: defectors,1,284,560,820,1057,1268,1452,1615,1778,2201,2944,4207,6112,8767,11804,15334,19403,24082,29557,36246,45367,55911,56360,56813,57270,57730,58194,58661,59133,59608,60087,60570,61056,61547,62041,62539
1646: defectors,1,274,515,722,900,1055,1191,1315,1671,2356,3452,5102,7225,9792,12833,16393,20507,25258,30863,37807,47783,55912,56361,56814,57271,57731,58195,58662,59134,59609,60088,60570,61057,61547,62042,62540
1647: defectors,1,284,560,820,1057,1268,1452,1680,2171,2978,4332,6420,9337,13096,17128,21758,27091,33376,41353,55022,55464,55910,56359,56812,57269,57729,58193,58660,59132,59607,60086,60568,61055,61545,62040,62538
1648: defectors,1,274,515,722,900,1055,1211,1640,2390,3667,5590,8157,11198,14732,18813,23527,29006,35579,44319,55025,55468,55913,56363,56816,57272,57732,58196,58664,59135,59610,60089,60572,61058,61549,62043,62542
1649: defectors,1,104,210,318,427,537,648,760,873,986,1099,1214,1329,1444,1580,1766,1991,2259,2553,2873,3235,3643,4120,4692,5398,6310,7572,9328,11357,13669,16370,19611,23652,29019,37031,45887
1650: defectors,1,104,208,314,420,526,634,741,850,959,1069,1182,1322,1499,1733,1996,2277,2583,2929,3330,3809,4389,5105,6022,7265,8813,10467,12319,14413,16816,19632,23026,27290,33026,41847,49885
1651: defectors,1,104,210,318,427,537,648,760,873,986,1100,1229,1378,1540,1727,1963,2247,2592,2976,3406,3892,4443,5078,5823,6722,7854,9382,11425,13684,16246,19223,22778,27207,33117,42150,50344
1652: defectors,1,104,208,314,420,526,634,741,850,959,1077,1223,1415,1647,1936,2275,2647,3063,3535,4082,4720,5474,6384,7520,9026,10795,12669,14754,17096,19770,22891,26648,31381,37840,47142,55183
1653: defectors,1,284,559,818,1053,1261,1442,1601,1743,1991,2575,3493,4831,6629,8881,11462,14336,17489,20941,24731,28885,33445,38519,44386,51966,57717,58172,58629,59087,59546,60006,60465,60939,61428,61919,62415
1654: defectors,1,274,515,721,898,1051,1186,1308,1524,2081,2864,4040,5652,7598,9864,12449,15326,18483,21940,25738,29906,34491,39621,45624,53784,57717,58172,58629,59087,59546,60006,60465,60939,61428,61920,62415
1655: defectors,1,284,559,818,1053,1261,1442,1607,1987,2601,3623,5175,7252,9818,12815,16084,19611,23387,27439,31816,36580,41871,48147,56805,57255,57708,58163,58620,59078,59537,59997,60456,60939,61428,61920,62415
1656: defectors,1,274,515,721,898,1051,1186,1497,2112,3100,4501,6422,8801,11479,14448,17700,21216,24986,29037,33428,38235,43649,50345,56804,57254,57707,58162,58619,59077,59536,59996,60455,60939,61428,61920,62415
1657: defectors,1,104,210,318,427,537,648,760,873,986,1099,1214,1329,1444,1582,1778,2030,2349,2728,3204,3844,4812,6439,8169,10210,12657,15652,19427,24396,31448,43383,60569,61027,61485,61940,62434
