Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
107: regular customers,45674,43693.0095,39833.79596,34434.91922,30875.97946,29490.83563,28859.57057,28477.24536,28226.28317,28055.61452,27923.58721,27825.91731,27768.2054,27750.45127,27761.71143,27799.05318,27860.04244,27942.42702,28043.86928,28161.78133,28294.34831,28440.8042,28599.88858,28770.17658,28950.20402,29134.49149,29320.84777,29509.34967,29700.23439,29893.58634,30089.5377,30288.21386,30489.5206,30693.34732,30899.56149,31108.03953
108: regular customers,45674,38627.12731,32393.47129,29819.69217,28786.60518,28287.06606,27959.66017,27753.88417,27597.85637,27478.90601,27399.49311,27358.56225,27350.29307,27373.53627,27423.36697,27496.74075,27591.09357,27704.10977,27833.4788,27976.78324,28132.34474,28299.3783,28475.77988,28655.21542,28836.79767,29020.57744,29206.60663,29394.9514,29585.83123,29779.32414,29975.54372,30174.60953,30376.42057,30580.86027,30787.79091,30997.08426
109: regular customers,45674,43693.0095,39833.79596,34434.91922,30875.97946,29490.83563,28859.57057,28477.07503,28225.55655,28053.89739,27919.99499,27819.61163,27759.46992,27737.81776,27744.16415,27776.44578,27832.80117,27911.35311,28009.97289,28126.12401,28258.07421,28405.20774,28566.21885,28739.57913,28921.5945,29107.20331,29296.87409,29490.99993,29689.07714,29890.14709,30092.21677,30294.94321,30498.45212,30702.86104,30908.25292,31114.70982
110: regular customers,45674,38627.12731,32393.47129,29819.69217,28786.60518,28287.06606,27959.66017,27753.73788,27597.05079,27476.59046,27393.05875,27346.95918,27333.03049,27351.15247,27396.31947,27465.86819,27557.3708,27668.53467,27797.06691,27940.50694,28097.17828,28266.26469,28441.48139,28619.83383,28801.57407,28987.00219,29176.68345,29370.98607,29569.39012,29770.92423,29973.5946,30177.06243,30381.44923,30586.86776,30793.39628,31001.11194
111: regular customers,45674,43693.0095,39833.79596,34434.91922,30875.97946,29490.83563,28859.57057,28477.24685,28226.27834,28055.25892,27922.35259,27823.21276,27763.46538,27743.04537,27750.81553,27784.61407,27842.63302,27923.03293,28023.65297,28141.9342,28276.16213,28425.64962,28589.07455,28765.12196,28952.54558,29145.90746,29342.39021,29539.88106,29737.94864,29936.64218,30135.99434,30336.0807,30537.0445,30739.0054,30942.04654,31146.24969
112: regular customers,45674,38627.12731,32393.47129,29819.69217,28786.60518,28287.06606,27959.66017,27753.88531,27597.84874,27478.23944,27395.87512,27350.5691,27337.63588,27356.89631,27403.4015,27474.2752,27567.22393,27680.01605,27810.30061,27955.56132,28114.11149,28285.17588,28465.39373,28649.65307,28838.39431,29031.32325,29227.52596,29424.875,29622.96717,29821.85032,30021.55373,30222.14886,30423.77348,30626.54159,30830.53086,31035.81736
113: regular customers,45674,45468.32057,44802.7406,43500.32701,41771.34099,39955.5841,38209.95661,36578.2419,35137.76632,33981.23221,33173.32133,32615.16283,32196.10281,31894.36276,31684.89213,31553.343,31486.31776,31448.74185,31429.59985,31427.30764,31441.28759,31472.47851,31520.23119,31576.08355,31637.72823,31705.34346,31779.10658,31859.20814,31945.87808,32039.23876,32139.36288,32246.30036,32359.1039,32477.49473,32601.61432,32731.58712
114: regular customers,45674,44361.34849,42633.44011,40714.669,38817.49869,37004.76664,35375.44779,34013.12803,33034.81761,32374.27967,31887.28512,31525.29762,31270.92696,31110.26051,31024.67674,30976.41083,30948.38885,30940.07181,30950.59554,30978.42541,31022.18975,31074.26355,31132.56695,31197.32035,31268.63014,31346.58087,31431.25847,31522.76433,31621.24075,31726.65378,31837.8398,31954.51228,32076.84782,32204.98468,32339.01128,32479.00159
115: regular customers,45674,45468.32057,44802.7406,43500.32701,41771.34099,39955.5841,38209.95661,36578.27219,35137.95534,33981.14569,33172.97528,32614.69785,32195.52129,31893.7506,31684.31057,31552.85158,31485.97866,31448.55872,31429.64334,31427.65817,31442.0121,31473.64531,31521.92871,31578.45936,31640.87924,31709.36936,31784.10916,31865.29083,31953.14587,32047.79569,32149.3106,32257.76811,32372.2907,32492.51384,32618.57589,32750.59742
116: regular customers,45674,44361.34849,42633.44011,40714.669,38817.49869,37004.76664,35375.44779,34013.17129,33035.0049,32374.34154,31887.25388,31525.19171,31270.83599,31110.24096,31024.76026,30976.65841,30948.84641,30940.78955,30951.62321,30979.81063,31024.00547,31076.64959,31135.603,31201.08968,31273.21861,31352.07599,31437.74889,31530.33948,31629.99085,31736.69527,31849.35216,31967.59727,32091.6064,32221.51592,32357.41126,32499.3628
117: regular customers,45674,45468.32057,44802.7406,43500.32701,41771.34099,39955.5841,38209.95661,36578.2419,35137.76651,33981.0476,33170.77197,32607.66528,32175.35627,31852.36775,31619.37412,31466.86636,31377.78404,31311.02261,31263.77467,31234.49693,31223.73375,31232.88703,31250.92136,31276.16166,31309.58881,31352.14482,31404.76508,31468.39483,31544.01683,31631.52966,31730.1301,31841.44702,31966.68468,32103.71868,32247.70542,32397.30305
118: regular customers,45674,44361.34849,42633.44011,40714.669,38817.49869,37004.76664,35375.44779,34013.12803,33034.81815,32368.30336,31857.61661,31464.8911,31182.14376,31000.1275,30894.73629,30817.59972,30761.97224,30728.56068,30717.37989,30725.55061,30740.67227,30762.91418,30793.81675,30834.22621,30884.80299,30946.15214,31018.85597,31102.29264,31195.90928,31300.35698,31416.22076,31544.77676,31686.93095,31840.43507,32000.36399,32165.45875
119: regular customers,45674,45468.32057,44802.7406,43500.32701,41771.34099,39955.5841,38209.95661,36578.27321,35137.84517,33978.23041,33164.77312,32598.90548,32164.40691,31839.60674,31605.23319,31451.94497,31361.6863,31292.85615,31243.83496,31213.4403,31202.15393,31210.68095,31227.87519,31252.92137,31286.95691,31331.08404,31386.40253,31454.02343,31535.22347,31630.93192,31740.25217,31860.19544,31986.50121,32118.94702,32257.64004,32402.65674
120: regular customers,45674,44361.34849,42633.44011,40714.669,38817.49869,37004.76664,35375.44779,34013.17283,33034.79656,32366.54094,31854.07268,31459.94616,31176.19098,30993.53451,30887.23607,30808.8983,30752.22935,30718.03216,30706.38133,30714.03057,30728.5261,30750.51533,30781.64754,30822.88612,30875.01125,30938.74939,31014.80705,31102.65337,31202.09093,31314.78205,31441.12734,31577.92916,31720.70614,31869.22383,32023.54679,32183.71435
121: regular customers,45674,43651.24084,39622.58996,34073.78821,30687.98931,29374.31234,28774.51273,28398.16161,28153.80416,27973.81776,27833.07172,27732.56831,27675.99071,27656.98683,27667.46313,27704.554,27765.74976,27848.71552,27951.07864,28070.21404,28204.26057,28352.31625,28513.03278,28682.28387,28853.56151,29026.73495,29201.8944,29379.14202,29558.73539,29740.77254,29925.46007,30112.80235,30302.71337,30495.08837,30689.79775,30886.71339
122: regular customers,45674,38585.20994,32297.60174,29764.98871,28745.94362,28247.74472,27919.57927,27710.75747,27546.11967,27417.95977,27335.26383,27292.77138,27282.74718,27304.64842,27353.61068,27426.49897,27520.68472,27633.81095,27763.52072,27907.36469,28063.62096,28228.87052,28396.21856,28565.49948,28736.81327,28910.23794,29085.8504,29263.73983,29444.14306,29627.14934,29812.94654,30001.53225,30192.81128,30386.67063,30582.97327,30781.58462
123: regular customers,45674,43651.24084,39622.58996,34073.78821,30687.98931,29374.31234,28774.52546,28398.49719,28154.72641,27976.01005,27837.12139,27737.63694,27682.24691,27664.58993,27676.38965,27714.74026,27777.10677,27861.13975,27964.43055,28084.36139,28219.06585,28367.64876,28528.77491,28699.88796,28873.8772,29049.76506,29227.75403,29407.9829,29590.74515,29775.92258,29963.34338,30152.8782,30344.45351,30537.97549,30733.0844,30929.44636
124: regular customers,45674,38585.20994,32297.60174,29764.98871,28745.94362,28247.74472,27919.59555,27711.04161,27547.18904,27420.24811,27338.35148,27296.88296,27288.00858,27311.058,27361.14,27435.0965,27530.26577,27644.27963,27774.77474,27919.29454,28076.11561,28243.13627,28413.03506,28584.89357,28758.78803,28934.78565,29113.07334,29293.77726,29477.17382,29663.13524,29851.48207,30042.07804,30234.84299,30429.6737,30626.19409,30824.08678
125: regular customers,45674,43651.24084,39622.58996,34073.78821,30687.98931,29374.31234,28774.51273,28398.16161,28153.80641,27973.6311,27832.22881,27730.13993,27669.95551,27646.63791,27652.62517,27685.57559,27743.43035,27824.08503,27925.37285,28044.71365,28180.27986,28331.20705,28496.07441,28668.4728,28844.85803,29025.23233,29208.60792,29392.7815,29577.53939,29762.97873,29949.16517,30136.20593,30324.27479,30513.51969,30704.04981,30895.97126
126: regular customers,45674,38585.20994,32297.60174,29764.98871,28745.94362,28247.74472,27919.57927,27710.75747,27546.0749,27415.34686,27328.39465,27280.81067,27265.63108,27283.25005,27328.85273,27399.3245,27492.17174,27605.12456,27735.8,27881.66264,28040.95509,28206.86696,28375.81203,28548.29412,28725.01914,28905.96102,29090.09504,29275.20371,29461.07871,29647.81022,29835.45734,30024.11972,30213.96196,30405.12286,30597.70288,30791.79922
127: regular customers,45674,43651.24084,39622.58996,34073.78821,30687.98931,29374.31234,28774.52546,28398.50246,28154.57,27975.07835,27834.80358,27732.96943,27673.46194,27650.98023,27657.91174,27691.98022,27751.14268,27833.41792,27936.47454,28057.69437,28195.28903,28348.4855,28516.19475,28694.37835,28875.24153,29056.44587,29237.9942,29420.02193,29602.72387,29786.20138,29970.52003,30155.78671,30342.17489,30529.83173,30718.86523,30909.38002
128: regular customers,45674,38585.20994,32297.60174,29764.98871,28745.94362,28247.74472,27919.59555,27711.04508,27547.06144,27417.37131,27330.95074,27284.06357,27269.78552,27288.2776,27334.84312,27406.46647,27500.59268,27614.95525,27747.15745,27894.6426,28055.6427,28226.07384,28400.56408,28579.04931,28760.03052,28941.55874,29123.64095,29306.4054,29490.03827,29674.63334,29860.24891,30046.98362,30235.00113,30424.43882,30615.39532,30807.96577
129: regular customers,45674,45535.00649,45141.16105,44346.13247,43216.5227,41838.97156,40362.47535,38909.8171,37545.06882,36331.70179,35302.37416,34512.76317,33956.64594,33591.84615,33333.93817,33146.23378,33018.47113,32941.36783,32907.31799,32909.55865,32943.27356,33006.33692,33095.27706,33198.21384,33310.9858,33433.10106,33564.11104,33703.61566,33851.27776,34006.73563,34169.63333,34339.66262,34516.57577,34700.13085,34890.08286,35086.20323
130: regular customers,45674,44440.0186,42955.59017,41236.29515,39534.40451,37930.80023,36471.92745,35216.01696,34180.22982,33438.14055,32943.33022,32603.12663,32351.42772,32179.96474,32071.31165,32015.01968,32003.33992,32029.94652,32089.34759,32167.81319,32256.47043,32356.02139,32466.4164,32587.13155,32717.58473,32857.23417,33005.5883,33162.21017,33326.73084,33498.76132,33677.92273,33862.11777,34050.17285,34242.05941,34437.73099,34637.14363
131: regular customers,45674,45535.00649,45141.16105,44346.13247,43216.5227,41838.97156,40362.47535,38909.8171,37545.06882,36331.70179,35302.37416,34512.76317,33956.64594,33591.84615,33333.93817,33146.23378,33018.47113,32941.36783,32907.31799,32909.55865,32943.27356,33006.33692,33095.27706,33198.21384,33310.9858,33433.10106,33564.11104,33703.61566,33851.27776,34006.73563,34169.63333,34339.66262,34516.57577,34700.13085,34890.08286,35086.20323
132: regular customers,45674,44440.0186,42955.59017,41236.29515,39534.40451,37930.80023,36471.92745,35216.01696,34180.22982,33438.14055,32943.33022,32603.12663,32351.42772,32179.96474,32071.31165,32015.01968,32003.33992,32029.94652,32089.34759,32167.81319,32256.47043,32356.02139,32466.4164,32587.13155,32717.58473,32857.23417,33005.5883,33162.21017,33326.73084,33498.76132,33677.92273,33862.11777,34050.17285,34242.05941,34437.73099,34637.14363
133: regular customers,45674,45535.00649,45141.16105,44346.13247,43216.5227,41838.97156,40362.47535,38909.8171,37545.06882,36331.70179,35302.37416,34512.76317,33956.64594,33591.84615,33333.93817,33146.23378,33018.47113,32941.36783,32907.31799,32909.55865,32943.27356,33006.33692,33095.27706,33198.21384,33310.9858,33433.10106,33564.11104,33703.61566,33851.27776,34006.73563,34169.63333,34339.66262,34516.57577,34700.13085,34890.08286,35086.20323
134: regular customers,45674,44440.0186,42955.59017,41236.29515,39534.40451,37930.80023,36471.92745,35216.01696,34180.22982,33438.14055,32943.33022,32603.12663,32351.42772,32179.96474,32071.31165,32015.01968,32003.33992,32029.94652,32089.34759,32167.81319,32256.47043,32356.02139,32466.4164,32587.13155,32717.58473,32857.23417,33005.5883,33162.21017,33326.73084,33498.76132,33677.92273,33862.11777,34050.17285,34242.05941,34437.73099,34637.14363
135: regular customers,45674,45535.00649,45141.16105,44346.13247,43216.5227,41838.97156,40362.47535,38909.8171,37545.06882,36331.70179,35302.37416,34512.76317,33956.64594,33591.84615,33333.93817,33146.23378,33018.47113,32941.36783,32907.31799,32909.55865,32943.27356,33006.33692,33095.27706,33198.21384,33310.9858,33433.10106,33564.11104,33703.61566,33851.27776,34006.73563,34169.63333,34339.66262,34516.57577,34700.13085,34890.08286,35086.20323
136: regular customers,45674,44440.0186,42955.59017,41236.29515,39534.40451,37930.80023,36471.92745,35216.01696,34180.22982,33438.14055,32943.33022,32603.12663,32351.42772,32179.96474,32071.31165,32015.01968,32003.33992,32029.94652,32089.34759,32167.81319,32256.47043,32356.02139,32466.4164,32587.13155,32717.58473,32857.23417,33005.5883,33162.21017,33326.73084,33498.76132,33677.92273,33862.11777,34050.17285,34242.05941,34437.73099,34637.14363
137: regular customers,45674,43967.11725,41179.53777,37144.43411,33165.0678,30923.14795,29827.70364,29276.18615,28960.5944,28751.49166,28634.24709,28564.61534,28526.45052,28521.01535,28542.47989,28587.77381,28654.34922,28738.93396,28837.84993,28949.07322,29071.36166,29204.9892,29349.50592,29504.05702,29667.78747,29839.92967,30019.8063,30206.82936,30400.50683,30600.35123,30805.908,31016.79422,31232.70626,31453.36157,31678.48876,31907.8457
138: regular customers,45674,38951.75543,33236.25436,30313.76186,29163.00523,28634.57797,28317.95011,28119.75188,28003.62683,27924.98026,27882.07982,27869.34337,27885.57237,27930.59303,27996.85098,28080.61839,28180.20986,28294.18636,28421.07773,28559.0208,28706.82402,28864.50272,29031.53103,29207.09573,29390.40685,29580.76429,29777.55946,29980.27352,30188.48277,30401.76681,30619.73715,30842.07555,31068.54078,31298.90992,31532.96869,31770.52959
139: regular customers,45674,43967.11725,41179.53777,37144.43411,33165.0678,30923.14795,29827.70364,29276.18615,28960.5944,28751.49166,28634.24709,28564.61534,28526.45052,28521.01535,28542.47989,28587.77381,28654.34922,28738.93396,28837.84993,28949.07322,29071.36166,29204.9892,29349.50592,29504.05702,29667.78747,29839.92967,30019.8063,30206.82936,30400.50683,30600.35123,30805.908,31016.79422,31232.70626,31453.36157,31678.48876,31907.8457
140: regular customers,45674,38951.75543,33236.25436,30313.76186,29163.00523,28634.57797,28317.95011,28119.75188,28003.62683,27924.98026,27882.07982,27869.34337,27885.57237,27930.59303,27996.85098,28080.61839,28180.20986,28294.18636,28421.07773,28559.0208,28706.82402,28864.50272,29031.53103,29207.09573,29390.40685,29580.76429,29777.55946,29980.27352,30188.48277,30401.76681,30619.73715,30842.07555,31068.54078,31298.90992,31532.96869,31770.52959
141: regular customers,45674,43967.11725,41179.53777,37144.43411,33165.0678,30923.14795,29827.70364,29276.18615,28960.5944,28751.49166,28634.24709,28564.61534,28526.45052,28521.01535,28542.47989,28587.77381,28654.34922,28738.93396,28837.84993,28949.07322,29071.36166,29204.9892,29349.50592,29504.05702,29667.78747,29839.92967,30019.8063,30206.82936,30400.50683,30600.35123,30805.908,31016.79422,31232.70626,31453.36157,31678.48876,31907.8457
142: regular customers,45674,38951.75543,33236.25436,30313.76186,29163.00523,28634.57797,28317.95011,28119.75188,28003.62683,27924.98026,27882.07982,27869.34337,27885.57237,27930.59303,27996.85098,28080.61839,28180.20986,28294.18636,28421.07773,28559.0208,28706.82402,28864.50272,29031.53103,29207.09573,29390.40685,29580.76429,29777.55946,29980.27352,30188.48277,30401.76681,30619.73715,30842.07555,31068.54078,31298.90992,31532.96869,31770.52959
143: regular customers,45674,43967.11725,41179.53777,37144.43411,33165.0678,30923.14795,29827.70364,29276.18615,28960.5944,28751.49166,28634.24709,28564.61534,28526.45052,28521.01535,28542.47989,28587.77381,28654.34922,28738.93396,28837.84993,28949.07322,29071.36166,29204.9892,29349.50592,29504.05702,29667.78747,29839.92967,30019.8063,30206.82936,30400.50683,30600.35123,30805.908,31016.79422,31232.70626,31453.36157,31678.48876,31907.8457
144: regular customers,45674,38951.75543,33236.25436,30313.76186,29163.00523,28634.57797,28317.95011,28119.75188,28003.62683,27924.98026,27882.07982,27869.34337,27885.57237,27930.59303,27996.85098,28080.61839,28180.20986,28294.18636,28421.07773,28559.0208,28706.82402,28864.50272,29031.53103,29207.09573,29390.40685,29580.76429,29777.55946,29980.27352,30188.48277,30401.76681,30619.73715,30842.07555,31068.54078,31298.90992,31532.96869,31770.52959
145: regular customers,45674,45530.80316,45121.56758,44294.23067,43125.3296,41695.01985,40187.96133,38717.2504,37347.55907,36136.2954,35115.02293,34347.63864,33812.60914,33462.17748,33207.84463,33023.80889,32899.69194,32825.89531,32795.27841,32801.10775,32838.55758,32905.37484,32993.54215,33092.33366,33201.1226,33319.41513,33446.75987,33582.75347,33727.0554,33879.29894,34039.12227,34206.21153,34380.3139,34561.1818,34748.37054,34939.59551
146: regular customers,45674,44434.94569,42934.4864,41197.72522,39485.18338,37869.88882,36400.63105,35136.7178,34101.90859,33365.0412,32876.3969,32535.21868,32283.26655,32111.93562,32003.60204,31948.03572,31937.41646,31965.3485,32025.16169,32099.6361,32184.49806,32280.42855,32387.36357,32504.77299,32632.06946,32768.70524,32914.18244,33068.0578,33229.95636,33399.41343,33573.88293,33752.22597,33934.4276,34120.46245,34310.28645,34503.85783
147: regular customers,45674,45530.80316,45121.56758,44294.23067,43125.3296,41695.01985,40187.96133,38717.2504,37347.55907,36136.2954,35115.02293,34347.63864,33812.60914,33462.17748,33207.84463,33023.80889,32899.69194,32825.89531,32795.27841,32801.10775,32838.55758,32905.37484,32993.54215,33092.33366,33201.1226,33319.41513,33446.75987,33582.75362,33727.05658,33879.30277,34039.13114,34206.22864,34380.34312,34561.22731,34748.43772,34939.6908
148: regular customers,45674,44434.94569,42934.4864,41197.72522,39485.18338,37869.88882,36400.63105,35136.7178,34101.90859,33365.0412,32876.3969,32535.21868,32283.26655,32111.93562,32003.60204,31948.03572,31937.41646,31965.3485,32025.16169,32099.6361,32184.49806,32280.42855,32387.36357,32504.77299,32632.06946,32768.70524,32914.18244,33068.05809,33229.95796,33399.41797,33573.8929,33752.24466,33934.45907,34120.51126,34310.35764,34503.95682
149: regular customers,45674,45530.80316,45121.56758,44294.23067,43125.3296,41695.01985,40187.96133,38717.2504,37347.55907,36136.2954,35115.02293,34347.63864,33812.60914,33462.17748,33207.84463,33023.80889,32899.69194,32825.89531,32795.27841,32801.10775,32838.55758,32905.37484,32993.54215,33092.33366,33201.1226,33319.41513,33446.75987,33582.75347,33727.0554,33879.29894,34039.12227,34206.21153,34380.3139,34561.1818,34748.37054,34939.59551
150: regular customers,45674,44434.94569,42934.4864,41197.72522,39485.18338,37869.88882,36400.63105,35136.7178,34101.90859,33365.0412,32876.3969,32535.21868,32283.26655,32111.93562,32003.60204,31948.03572,31937.41646,31965.3485,32025.16169,32099.6361,32184.49806,32280.42855,32387.36357,32504.77299,32632.06946,32768.70524,32914.18244,33068.0578,33229.95636,33399.41343,33573.88293,33752.22597,33934.4276,34120.46245,34310.28645,34503.85783
151: regular customers,45674,45530.80316,45121.56758,44294.23067,43125.3296,41695.01985,40187.96133,38717.2504,37347.55907,36136.2954,35115.02293,34347.63864,33812.60914,33462.17748,33207.84463,33023.80889,32899.69194,32825.89531,32795.27841,32801.10775,32838.55758,32905.37484,32993.54215,33092.33366,33201.1226,33319.41513,33446.75987,33582.75362,33727.05658,33879.30277,34039.13114,34206.22864,34380.34313,34561.22749,34748.43839,34939.69247
152: regular customers,45674,44434.94569,42934.4864,41197.72522,39485.18338,37869.88882,36400.63105,35136.7178,34101.90859,33365.0412,32876.3969,32535.21868,32283.26655,32111.93562,32003.60204,31948.03572,31937.41646,31965.3485,32025.16169,32099.6361,32184.49806,32280.42855,32387.36357,32504.77299,32632.06946,32768.70524,32914.18244,33068.05809,33229.95796,33399.41797,33573.8929,33752.24466,33934.45911,34120.51153,34310.35849,34503.95878
153: regular customers,45674,43946.55906,41090.0448,36948.40964,32945.88958,30775.35863,29716.88777,29199.54503,28891.38152,28689.03729,28576.01647,28505.0848,28465.84907,28459.47315,28480.18655,28524.91649,28590.98497,28674.00471,28771.52542,28881.54985,29002.83834,29135.60772,29279.37066,29433.2528,29596.38357,29767.98052,29947.35262,30133.89955,30327.11858,30526.51146,30731.61362,30942.034,31157.46271,31377.61145,31602.20346,31830.99218
154: regular customers,45674,38929.59587,33175.6141,30275.44379,29134.71606,28610.65148,28293.14273,28094.76326,27976.4569,27895.14675,27849.93063,27835.25507,27849.87979,27893.31748,27957.55412,28039.51436,28137.49831,28250.04893,28375.6768,28512.51662,28659.36913,28816.20378,28982.46242,29157.3126,29339.94897,29529.65761,29725.81791,29927.90096,30135.47491,30348.11143,30565.41502,30787.06239,31012.80908,31242.42936,31475.70645,31712.45108
155: regular customers,45674,43946.55906,41090.0448,36948.40964,32945.88958,30775.35863,29716.88777,29199.54503,28891.38152,28689.03729,28576.01647,28505.0848,28465.84907,28459.47315,28480.18655,28524.91649,28590.98497,28674.00471,28771.52542,28881.54985,29002.83834,29135.60772,29279.37066,29433.2528,29596.38357,29767.98058,29947.35511,30133.91161,30327.15026,30526.57451,30731.72171,30942.20305,31157.71008,31377.95478,31602.66031,31831.57997
156: regular customers,45674,38929.59587,33175.6141,30275.44379,29134.71606,28610.65148,28293.14273,28094.76326,27976.4569,27895.14675,27849.93063,27835.25507,27849.87979,27893.31748,27957.55412,28039.51436,28137.49831,28250.04893,28375.6768,28512.51662,28659.36913,28816.20378,28982.46242,29157.3126,29339.94897,29529.65782,29725.82118,29927.9141,30135.50708,30348.17313,30565.51837,30787.22146,31013.03919,31242.74613,31476.12543,31712.98778
157: regular customers,45674,43946.55906,41090.0448,36948.40964,32945.88958,30775.35863,29716.88777,29199.54503,28891.38152,28689.03729,28576.01647,28505.0848,28465.84907,28459.47315,28480.18655,28524.91649,28590.98497,28674.00471,28771.52542,28881.54985,29002.83834,29135.60772,29279.37066,29433.2528,29596.38357,29767.98052,29947.35262,30133.89955,30327.11858,30526.51146,30731.61362,30942.034,31157.46271,31377.61145,31602.20346,31830.99218
158: regular customers,45674,38929.59587,33175.6141,30275.44379,29134.71606,28610.65148,28293.14273,28094.76326,27976.4569,27895.14675,27849.93063,27835.25507,27849.87979,27893.31748,27957.55412,28039.51436,28137.49831,28250.04893,28375.6768,28512.51662,28659.36913,28816.20378,28982.46242,29157.3126,29339.94897,29529.65761,29725.81791,29927.90096,30135.47491,30348.11143,30565.41502,30787.06239,31012.80908,31242.42936,31475.70645,31712.45108
159: regular customers,45674,43946.55906,41090.0448,36948.40964,32945.88958,30775.35863,29716.88777,29199.54503,28891.38152,28689.03729,28576.01647,28505.0848,28465.84907,28459.47315,28480.18655,28524.91649,28590.98497,28674.00471,28771.52542,28881.54985,29002.83834,29135.60772,29279.37066,29433.2528,29596.38357,29767.98058,29947.35511,30133.91161,30327.15026,30526.57451,30731.72171,30942.20318,31157.71068,31377.95635,31602.66349,31831.58552
160: regular customers,45674,38929.59587,33175.6141,30275.44379,29134.71606,28610.65148,28293.14273,28094.76326,27976.4569,27895.14675,27849.93063,27835.25507,27849.87979,27893.31748,27957.55412,28039.51436,28137.49831,28250.04893,28375.6768,28512.51662,28659.36913,28816.20378,28982.46242,29157.3126,29339.94897,29529.65782,29725.82118,29927.9141,30135.50708,30348.17313,30565.51838,30787.2216,31013.03976,31242.74756,31476.12825,31712.99264
161: regular customers,45674,45516.67656,45055.71779,44116.47222,42820.78892,41241.40562,39639.21618,38132.74933,36739.06747,35521.31839,34539.41499,33836.50651,33362.21306,33031.50589,32785.0087,32609.86448,32494.18736,32429.62625,32409.26535,32426.3924,32471.83016,32529.95221,32599.50462,32679.04638,32768.46756,32867.55698,32976.05406,33093.43339,33218.98986,33351.9069,33488.79501,33629.26803,33773.41982,33921.32632,34073.01839,34228.53091
162: regular customers,45674,44417.92521,42863.09001,41076.94081,39325.54074,37667.33528,36158.57503,34863.14968,33831.22547,33112.02818,32639.46609,32292.94613,32038.54063,31865.87255,31757.66888,31703.95389,31696.62836,31726.14693,31771.83319,31828.6966,31894.52816,31970.91844,32058.32621,32156.3122,32264.25087,32381.70729,32506.93428,32636.37698,32770.05587,32907.87613,33049.77758,33195.82316,33346.05193,33500.47312,33659.03062,33821.71703
163: regular customers,45674,45516.67656,45055.71779,44116.47222,42820.78892,41241.40562,39639.21618,38132.74933,36739.06747,35521.31839,34539.41499,33836.50651,33362.21306,33031.50589,32785.01144,32609.89186,32494.27535,32429.80883,32409.5698,32426.81584,32472.3364,32530.48559,32600.09401,32679.75389,32769.26436,32868.47796,32977.16487,33094.87638,33220.93425,33354.43259,33491.72306,33632.65682,33777.33846,33925.84583,34078.2137,34234.47229
164: regular customers,45674,44417.92521,42863.09001,41076.94081,39325.54074,37667.33528,36158.57503,34863.14968,33831.22547,33112.02818,32639.46609,32292.94613,32038.54063,31865.87255,31757.6723,31703.97923,31696.70169,31726.29798,31772.09943,31829.14962,31895.15554,31971.67114,32059.19854,32157.34113,32265.49837,32383.20852,32508.61721,32638.31801,32772.31872,32910.55016,33052.91365,33199.46879,33350.27311,33505.34356,33664.64024,33828.13418
165: regular customers,45674,45516.67656,45055.71779,44116.47222,42820.78892,41241.40562,39639.21618,38132.74933,36739.06747,35521.31839,34539.41499,33836.50651,33362.21306,33031.50589,32785.0087,32609.86448,32494.18736,32429.62625,32409.26535,32426.39241,32471.83108,32529.95741,32599.47201,32678.80911,32767.77882,32866.13275,32973.63111,33089.55281,33211.89219,33339.77088,33469.83334,33602.22279,33737.30421,33875.40296,34016.70986,34161.416
166: regular customers,45674,44417.92521,42863.09001,41076.94081,39325.54074,37667.33528,36158.57503,34863.14968,33831.22547,33112.02818,32639.46609,32292.94613,32038.54063,31865.87255,31757.66888,31703.95389,31696.62836,31726.14693,31771.83319,31828.56522,31891.67097,31963.01258,32043.97774,32134.70809,32234.92454,32344.51046,32459.86059,32578.77394,32701.51699,32827.86426,32957.81135,33091.85256,33230.18577,33372.91804,33519.92142,33671.26971
167: regular customers,45674,45516.67656,45055.71779,44116.47222,42820.78892,41241.40562,39639.21618,38132.74933,36739.06747,35521.31839,34539.41499,33836.50651,33362.21306,33031.50589,32785.01144,32609.89241,32494.27999,32429.82367,32409.60224,32426.79394,32471.95308,32529.38394,32597.97257,32676.30999,32764.1629,32861.42527,32967.92693,33083.27045,33205.78008,33333.88524,33463.75066,33595.94157,33730.95595,33869.11564,34010.67557,34155.83723
168: regular customers,45674,44417.92521,42863.09001,41076.94081,39325.54074,37667.33528,36158.57503,34863.14968,33831.22547,33112.02818,32639.46609,32292.94613,32038.54063,31865.87255,31757.6723,31703.97983,31696.70561,31726.30993,31772.12666,31829.02847,31892.18906,31963.30008,32043.90143,32134.26458,32234.20406,32343.61805,32458.64054,32577.33453,32699.97839,32826.53465,32956.7782,33091.10523,33229.86972,33373.21074,33521.1881,33673.73916
169: regular customers,45674,43877.79151,40788.1004,36276.14786,32245.62079,30321.30573,29407.71494,28969.0382,28678.60624,28493.50545,28382.02397,28303.39399,28257.56978,28245.38112,28261.24743,28301.40679,28360.24908,28435.9009,28526.91556,28631.39918,28748.15524,28876.82467,29016.3601,29166.27877,29325.7958,29494.15521,29670.57904,29854.35848,30045.05467,30242.42581,30446.16374,30655.75864,30870.78219,31088.51432,31307.62486,31528.19567
