Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
236: regular customers,45674,38878.77907,33052.37948,30204.22908,29078.93293,28558.29218,28235.6775,28033.64074,27906.28953,27814.76899,27759.85777,27736.38578,27742.98812,27777.0818,27831.60534,27904.566,27993.81752,28097.30016,28214.06908,28342.52837,28481.5888,28631.20712,28790.879,28960.06844,29138.1559,29324.25172,29517.58462,29717.49464,29923.4358,30134.69602,30348.25996,30563.34226,30780.0501,30998.47236,31218.67232,31440.70904
237: regular customers,45674,43900.97962,40928.32614,36615.09347,32597.59873,30531.83965,29537.65598,29063.62771,28760.30672,28563.19684,28447.04213,28365.67503,28316.62318,28300.64066,28312.42443,28348.83416,28404.51449,28476.97593,28564.8354,28665.71633,28777.66798,28901.51331,29036.96323,29183.1208,29338.96756,29503.47326,29676.17596,29857.05559,30045.66593,30241.41323,30443.73799,30652.16968,30866.1586,31082.66674,31300.7702,31520.58551
238: regular customers,45674,38878.77907,33052.37948,30204.22908,29078.93293,28558.29218,28235.6775,28033.64074,27906.28953,27814.76899,27759.85777,27736.38578,27742.96785,27776.95012,27831.23275,27903.82133,27992.38406,28094.75248,28209.96397,28336.49396,28473.30732,28620.64023,28778.32479,28945.96689,29122.6047,29307.36601,29499.45832,29698.21794,29903.13592,30111.54619,30321.28908,30532.46697,30745.22237,30959.67562,31175.93601,31394.11208
239: regular customers,45674,43900.97962,40928.32614,36615.09347,32597.59873,30531.83965,29537.65598,29063.62771,28760.30672,28563.19684,28447.04213,28365.67503,28316.64249,28300.78405,28312.85101,28349.71206,28405.96826,28479.008,28567.37957,28669.02222,28781.83259,28906.54173,29042.86547,29190.10468,29347.3429,29513.74048,29688.41171,29870.85598,30060.70112,30257.58692,30461.16858,30670.9723,30886.60754,31107.11114,31329.81056,31554.56662
240: regular customers,45674,38878.77907,33052.37948,30204.22908,29078.93293,28558.29218,28235.6775,28033.64074,27906.28953,27814.76899,27759.85777,27736.38578,27742.98813,27777.08257,27831.61009,27904.5811,27993.83807,28097.01736,28212.99436,28340.2977,28478.03297,28626.40771,28785.0241,28953.28287,29130.64281,29316.22947,29509.27561,29709.11973,29915.20025,30126.29166,30339.27247,30553.9935,30770.61301,30989.26749,31210.06506,31433.11107
241: regular customers,45674,45514.3695,45061.77139,44153.25162,42891.61715,41348.38688,39758.78407,38254.07478,36857.48804,35632.27345,34631.38462,33907.88704,33415.74869,33074.69107,32818.27292,32633.89255,32509.79532,32437.56663,32409.9365,32418.34234,32453.91021,32501.31979,32559.69975,32628.06892,32706.34546,32795.60143,32895.59839,33005.96661,33126.34439,33252.63796,33382.69052,33516.53692,33654.17826,33795.73998,33941.30947,34090.92401
242: regular customers,45674,44415.87655,42869.13728,41093.68523,39351.02206,37702.03011,36199.17809,34905.80012,33868.47246,33142.51605,32663.31722,32312.41417,32053.25008,31875.44083,31762.1303,31703.15137,31688.4876,31708.95459,31743.74668,31788.83507,31843.48053,31910.30464,31990.00534,32082.02804,32185.66319,32299.68787,32419.03795,32542.68785,32670.66157,32802.88599,32939.33089,33080.00067,33224.9465,33374.20366,33527.78257,33685.69322
243: regular customers,45674,45514.3695,45061.77139,44153.25162,42891.61715,41348.38688,39758.78407,38254.07478,36857.48804,35632.27345,34631.38462,33907.88704,33415.75639,33074.74006,32818.40582,32634.1379,32510.08261,32437.78522,32410.06209,32418.38664,32453.89018,32501.30064,32559.79788,32628.45326,32706.94568,32796.32998,32896.50083,33007.08933,33127.74931,33254.42173,33384.90458,33519.25393,33657.49055,33799.67637,33945.92882,34096.29224
244: regular customers,45674,44415.87655,42869.13728,41093.68523,39351.02206,37702.03011,36199.17809,34905.80012,33868.47246,33142.51605,32663.31722,32312.41417,32053.25867,31875.48497,31762.23997,31703.36794,31688.78937,31709.29254,31744.10276,31789.23817,31843.97735,31910.80292,31990.56001,32082.68889,32186.49462,32300.74525,32420.38042,32544.3663,32672.7408,32805.43253,32942.40139,33083.65214,33229.23723,33379.19288,33533.52984,33692.25827
245: regular customers,45674,45514.3695,45061.77139,44153.25162,42891.61715,41348.38688,39758.78407,38254.07478,36857.48804,35632.27345,34631.38462,33907.88704,33415.74869,33074.69107,32818.27292,32633.89255,32509.79584,32437.57048,32409.88996,32417.91493,32452.63028,32498.77122,32555.434,32619.83615,32691.64579,32772.63954,32863.32887,32963.87524,33073.61653,33187.24235,33303.96203,33424.03472,33547.37244,33674.32379,33805.42095,33940.86611
246: regular customers,45674,44415.87655,42869.13728,41093.68523,39351.02206,37702.03011,36199.17809,34905.80012,33868.47246,33142.51605,32663.31722,32312.41417,32053.25008,31875.44083,31762.1303,31703.15137,31687.30295,31703.24073,31730.6968,31766.07104,31809.30897,31864.22167,31932.1069,32012.81741,32105.59432,32206.13625,32310.75938,32419.65629,32532.9349,32650.42372,32772.22415,32898.50258,33029.48497,33165.36786,33306.30514,33452.44201
247: regular customers,45674,45514.3695,45061.77139,44153.25162,42891.61715,41348.38688,39758.78407,38254.07478,36857.48804,35632.27345,34631.38462,33907.88704,33415.75642,33074.74193,32818.41579,32634.1344,32509.71381,32436.58138,32407.60423,32414.25542,32447.39571,32491.92182,32547.21429,32610.91291,32682.03123,32762.27507,32852.31226,32952.35363,33061.4818,33174.34487,33290.38396,33409.90873,33533.17465,33660.199,33791.38615,33927.19543
248: regular customers,45674,44415.87655,42869.13728,41093.68523,39351.02206,37702.03011,36199.17809,34905.80012,33868.47246,33142.51605,32663.31722,32312.41417,32053.25874,31875.48673,31762.24783,31703.34389,31687.40069,31702.95055,31729.74053,31764.34378,31806.86976,31861.0346,31928.33407,32008.6001,32101.19318,32201.3968,32305.67117,32414.3016,32527.48138,32645.10903,32767.20326,32893.94639,33025.58967,33162.35377,33304.41328,33451.93449
249: regular customers,45674,43880.43324,40839.19326,36419.84391,32400.14671,30408.16479,29457.98031,29002.49817,28704.4759,28512.56692,28396.45163,28313.82094,28263.88349,28247.29995,28258.80098,28294.72418,28349.51476,28421.17073,28507.05898,28605.84143,28716.79161,28840.03156,28974.91073,29120.8001,29277.50134,29444.09345,29619.68762,29803.50649,29994.88476,30193.17467,30397.78264,30607.37842,30818.58022,31031.22202,31245.38841,31461.1624
250: regular customers,45674,38858.91237,33001.35152,30173.16701,29054.76239,28536.44023,28212.8286,28010.6262,27880.41037,27786.4589,27729.53579,27704.48996,27709.8908,27742.10367,27794.84723,27864.72483,27950.54074,28051.51958,28166.15108,28292.41899,28430.07459,28579.4582,28739.67464,28909.64735,29088.356,29274.92659,29468.60094,29668.73073,29873.01055,30078.54693,30285.39191,30493.62531,30703.36806,30914.72293,31127.76702,31342.57475
251: regular customers,45674,43880.43324,40839.19326,36419.84391,32400.14671,30408.16479,29457.98031,29002.49817,28704.4759,28512.56692,28396.45163,28313.82337,28263.96181,28247.60113,28259.47137,28295.85761,28351.15633,28423.51301,28510.35699,28610.0426,28721.97425,28846.38079,28982.61658,29129.74113,29287.09963,29454.3679,29630.68497,29815.2598,30007.41711,30206.50032,30411.90681,30623.0587,30837.01982,31052.54564,31269.70635,31488.56692
252: regular customers,45674,38858.91237,33001.35152,30173.16701,29054.76239,28536.44023,28212.8286,28010.6262,27880.41037,27786.4589,27729.53579,27704.49356,27709.96317,27742.36638,27795.47038,27865.91465,27952.30018,28053.88838,28169.26795,28296.41012,28434.57993,28584.50231,28745.31779,28915.94232,29095.3548,29282.66036,29477.09518,29678.0057,29884.08608,30091.88024,30301.1228,30511.88291,30724.27143,30938.38041,31154.27559,31372.01948
253: regular customers,45674,43880.43324,40839.19326,36419.84391,32400.14671,30408.16479,29457.98031,29002.49817,28704.4759,28512.56692,28396.45163,28313.82094,28263.88349,28247.29995,28258.80098,28294.72446,28349.51786,28421.17182,28507.0029,28605.62495,28716.31989,28839.24666,28973.52695,29118.5156,29274.16764,29439.71163,29614.34887,29797.35995,29988.12011,30185.99993,30390.41557,30599.29342,30809.6731,31021.66428,31235.38965,31450.98328
254: regular customers,45674,38858.91237,33001.35152,30173.16701,29054.76239,28536.44023,28212.8286,28010.6262,27880.41037,27786.4589,27729.53579,27704.48996,27709.8908,27742.10367,27794.84723,27864.5853,27949.62477,28049.40645,28162.62954,28287.38671,28423.52496,28571.55357,28730.65402,28899.74173,29077.75464,29263.84995,29457.27606,29657.24749,29860.02937,30064.13436,30269.64576,30476.68405,30685.41772,30895.99688,31108.54465,31323.18234
255: regular customers,45674,43880.43324,40839.19326,36419.84391,32400.14671,30408.16479,29457.98031,29002.49817,28704.4759,28512.56692,28396.45163,28313.82337,28263.96235,28247.60602,28259.48764,28295.83201,28350.97329,28423.06474,28509.55447,28608.73605,28720.06698,28843.87409,28979.55314,29125.99439,29282.50871,29448.88475,29624.46735,29808.54062,30000.47445,30199.6369,30405.43561,30617.09263,30831.31959,31047.50534,31265.78658,31486.29671
256: regular customers,45674,38858.91237,33001.35152,30173.16701,29054.76239,28536.44023,28212.8286,28010.6262,27880.41037,27786.4589,27729.53579,27704.49356,27709.9636,27742.36992,27795.48146,27865.80829,27951.4323,28051.79644,28165.72225,28291.31423,28427.91955,28576.46583,28736.1784,28905.99196,29084.86832,29271.88389,29466.28289,29667.43006,29872.85119,30079.89829,30288.66243,30499.26774,30711.88296,30926.66367,31143.73633,31363.22334
257: regular customers,45674,45511.62354,45001.72523,43938.58836,42445.17243,40640.76657,38777.43288,36899.42488,35007.18539,33120.1755,31281.56569,29483.01072,27746.92945,26105.5581,24542.70476,23056.38077,21644.80644,20306.63786,19039.52079,17835.67665,16690.19276,15601.12402,14572.43037,13603.57283,12692.4638,11834.86106,11026.4417,10264.832,9550.047097,8860.488745,8191.185896,7540.922975,6910.353363,6298.762828,5704.260879,5124.794229
258: regular customers,45674,44408.71279,42785.73145,40866.65601,38873.65671,36829.74331,34791.74056,32778.34835,30789.90456,28843.3978,26975.64055,25177.74948,23467.33639,21869.54951,20368.07759,18958.97271,17638.40182,16395.0667,15224.24503,14119.79705,13061.92882,12043.84703,11071.63319,10151.73472,9282.440996,8459.969638,7679.927409,6939.30189,6233.760477,5553.575255,4901.018276,4275.16765,3671.641925,3082.373601,2504.408134,1935.288573
259: regular customers,45674,45511.62354,45001.72523,43938.58836,42445.17243,40640.76657,38777.43288,36899.42488,35007.18539,33120.1755,31281.56569,29483.01072,27746.96341,26105.80506,24543.44742,23057.93601,21647.43539,20310.52953,19044.33972,17840.12907,16692.85985,15601.88874,14569.92647,13597.08952,12681.28814,11818.65796,11004.85345,10236.60883,9514.501684,8822.691565,8150.317499,7495.88473,6859.667403,6241.034601,5638.790506,5050.501939
260: regular customers,45674,44408.71279,42785.73145,40866.65601,38873.65671,36829.74331,34791.74056,32778.34835,30789.90456,28843.3978,26975.64055,25177.7503,23467.4274,21869.97735,20369.14105,18960.93408,17641.55797,16399.75115,15229.24606,14123.21592,13065.46762,12047.70994,11075.42282,10153.62745,9282.360871,8457.940396,7675.861861,6932.437399,6225.070635,5544.342077,4887.806837,4257.366455,3650.084025,3058.622813,2478.150743,1906.148869
261: regular customers,45674,45511.62354,45001.72523,43938.58836,42445.17243,40640.76657,38777.43288,36899.42488,35007.18539,33120.1755,31281.56569,29483.01072,27746.92945,26105.5581,24542.70476,23056.38077,21644.80771,20306.65002,19039.56568,17835.7916,16689.95907,15597.50539,14560.4796,13576.54044,12642.1829,11750.71069,10895.70972,10072.91881,9267.620814,8370.810489,7355.162522,6212.842028,4939.91007,3516.659557,1907.718339,207.908086
262: regular customers,45674,44408.71279,42785.73145,40866.65601,38873.65671,36829.74331,34791.74056,32778.34835,30789.90456,28843.3978,26975.64055,25177.74948,23467.33639,21869.54951,20368.07759,18958.97324,17638.41378,16395.12594,15224.38859,14119.53188,12998.58094,11803.00358,10552.57527,9258.152859,7914.24235,6507.113057,5020.959582,3416.235167,1642.885805,254.054293,249.918321,245.158086,240.986679,237.281616,233.964902,230.988771
263: regular customers,45674,45511.62354,45001.72523,43938.58836,42445.17243,40640.76657,38777.43288,36899.42488,35007.18539,33120.1755,31281.56569,29483.01072,27746.96347,26105.81202,24543.48898,23058.06449,21647.72682,20311.06334,19043.19006,17831.25746,16667.18459,15550.46706,14482.23414,13460.91069,12482.26633,11539.69178,10625.40401,9732.11172,8856.538718,7920.314141,6856.020202,5649.589475,4291.318385,2758.341546,1001.367263,252.056125
264: regular customers,45674,44408.71279,42785.73145,40866.65601,38873.65671,36829.74331,34791.74056,32778.34835,30789.90456,28843.3978,26975.64055,25177.7503,23467.42883,21869.99479,20369.20847,18961.10724,17641.79907,16398.24364,15221.16412,14099.47561,12970.48659,11765.96933,10504.82696,9196.517203,7836.931938,6413.488162,4905.666315,3287.698264,1487.270486,242.27679,249.858262,245.382636,241.515312,238.152556,235.217418,232.67152
265: regular customers,45674,43837.63665,40374.84778,34695.24133,28015.25902,21631.91419,16381.54265,12192.86784,8922.201438,6445.879235,4643.841725,3348.228868,2442.500312,1829.043123,1411.269537,1123.723546,926.91824,796.141193,716.044219,664.558712,631.405563,609.357012,593.809632,582.953838,573.840621,560.64116,543.730845,526.765021,511.347873,497.238323,486.371156,478.065616,471.238744,465.276737,459.927816,455.193813
266: regular customers,45674,38595.82969,30875.34448,23644.14672,17648.40507,12856.01548,9210.360574,6518.573462,4572.535893,3204.865666,2277.118704,1652.969275,1238.233934,972.460419,803.103051,699.52648,626.893037,577.945424,546.031069,518.798338,495.063942,482.160699,474.527722,468.319766,462.568719,457.332345,452.407252,447.860509,443.128742,438.489584,434.031243,430.458806,427.532628,424.940207,422.552783,420.352616
267: regular customers,45674,43837.63665,40374.84778,34695.24133,28015.25902,21631.91419,16381.54265,12192.86784,8922.201438,6445.890212,4644.705744,3351.371042,2447.506754,1833.429804,1412.587405,1120.01047,915.960173,778.254634,693.194051,640.177388,605.613239,583.272168,569.724319,559.725654,550.973019,542.664942,534.582245,527.071216,520.567898,514.497523,508.427258,502.717588,498.11427,495.035228,491.943707,489.206179
268: regular customers,45674,38595.82969,30875.34448,23644.14672,17648.40507,12856.01548,9210.360574,6518.573462,4572.535893,3205.037335,2278.276364,1655.592475,1241.94412,974.361391,800.587046,698.028172,634.209166,588.796972,556.770235,528.607314,504.675212,490.078697,482.823832,477.727794,473.226331,469.058053,465.157405,461.796509,459.056552,456.529593,454.04343,451.897004,450.358022,449.276703,448.466994,447.865755
269: regular customers,45674,43837.63665,40374.84778,34695.24133,28015.25902,21631.91419,16381.54265,12192.86784,8922.201438,6445.879235,4643.841725,3348.228868,2442.506574,1829.075653,1409.915084,1113.624083,898.647759,746.137012,643.096352,569.11525,517.317575,482.678543,462.359143,446.712801,432.651493,419.840686,404.497677,387.565969,371.716696,359.124559,349.200217,342.032638,337.584739,334.970954,333.697877,333.628086
270: regular customers,45674,38595.82969,30875.34448,23644.14672,17648.40507,12856.01548,9210.360574,6518.573462,4572.535893,3204.865666,2277.118704,1652.96952,1238.242151,972.491943,800.489409,665.796383,516.914692,433.138103,396.948234,364.845528,340.904735,329.049453,321.5444,315.512579,310.262745,305.775041,302.022713,299.026941,295.816033,292.89782,290.047455,287.927034,286.958581,286.879737,287.531637,288.909432
271: regular customers,45674,43837.63665,40374.84778,34695.24133,28015.25902,21631.91419,16381.54265,12192.86784,8922.201438,6445.890212,4644.70978,3351.415506,2445.857768,1821.768761,1376.456955,1042.298649,783.690696,609.911909,515.773699,464.728706,438.530901,423.413908,413.243177,405.632382,399.556207,393.915201,389.089734,386.966937,388.06799,391.206401,396.377911,404.352633,414.619166,428.263801,446.107687,466.276785
272: regular customers,45674,38595.82969,30875.34448,23644.14672,17648.40507,12856.01548,9210.360574,6518.573462,4572.535893,3205.037425,2278.283516,1655.60729,1237.588226,956.788115,758.836683,628.966178,528.637636,451.472737,411.989724,379.970177,354.476584,343.294855,337.765475,334.292842,331.924646,330.666816,330.432114,331.941341,335.236126,339.754033,345.493121,353.79587,365.696762,381.179816,400.442937,420.967939
273: regular customers,45674,45503.06968,44954.56868,43824.76719,42249.31956,40389.96461,38483.92749,36557.46658,34612.27196,32668.91507,30771.26668,28912.21839,27114.88867,25411.7361,23787.74134,22241.73145,20771.23723,19361.11094,18012.05462,16715.81448,15465.0139,14283.89292,13166.52341,12090.53196,11053.71272,10054.92536,9090.848676,8158.228505,7246.975906,6356.48783,5483.193297,4613.661826,3742.07259,2862.631257,1968.436944,1051.257293
274: regular customers,45674,44399.0025,42742.50992,40800.40441,38776.58899,36694.8603,34613.1776,32551.43339,30511.26204,28510.83577,26587.80048,24734.44289,22969.10018,21317.27068,19750.55065,18262.55369,16853.69896,15497.8794,14195.56913,12946.54071,11745.13527,10600.82803,9509.465186,8467.590529,7473.657739,6515.686198,5585.389551,4677.223801,3785.995044,2906.000976,2030.993402,1154.432745,389.689738,321.238063,312.24299,306.119587
275: regular customers,45674,45503.06968,44954.56868,43824.76719,42249.31956,40389.96461,38483.92749,36557.46658,34612.27196,32668.91507,30771.26668,28912.25065,27115.1507,25412.48993,23789.0938,22242.79406,20770.59905,19358.06579,18005.4291,16704.97366,15448.89527,14259.70594,13135.07808,12050.90467,11004.13098,9993.353049,9015.137022,8065.722406,7135.673518,6222.758525,5323.233702,4422.994451,3515.276129,2592.928759,1647.031904,666.327708
276: regular customers,45674,44399.0025,42742.50992,40800.40441,38776.58899,36694.8603,34613.1776,32551.43339,30511.26204,28510.83577,26587.80053,24734.51944,22969.49199,21318.20619,19751.95895,18262.74518,16851.64546,15494.11302,14188.55903,12935.71045,11729.69294,10579.6246,9482.252947,8432.175054,7428.511542,6459.436536,5515.848448,4591.773138,3681.565484,2778.794446,1876.175108,965.795415,349.121501,313.65955,306.282225,300.214507
277: regular customers,45674,45503.06968,44954.56868,43824.76719,42249.31956,40389.96461,38483.92749,36557.46658,34612.27196,32668.91507,30771.26668,28912.21839,27114.88867,25411.7361,23787.74635,22241.76597,20770.97251,19357.03209,17996.43195,16675.84194,15383.92993,14143.71417,12891.28555,11518.56083,10014.98672,8367.294648,6537.374544,4433.301987,1958.62342,76.940269,215.956616,209.803955,205.791194,202.145299,198.202543,188.579394
278: regular customers,45674,44399.0025,42742.50992,40800.40441,38776.58899,36694.8603,34613.1776,32551.43339,30511.26204,28510.83577,26587.80048,24734.44289,22969.10018,21317.27164,19750.57171,18262.45029,16844.41117,15380.14976,13834.87804,12191.42602,10427.95886,8555.551083,6525.958889,4321.732265,1800.445799,211.414564,218.078653,214.327113,210.928918,207.788185,204.847941,202.112747,199.543395,192.914969,185.223425,177.465102
279: regular customers,45674,45503.06968,44954.56868,43824.76719,42249.31956,40389.96461,38483.92749,36557.46658,34612.27196,32668.91507,30771.26668,28912.25104,27115.16675,25412.56318,23788.90871,22238.03111,20753.27017,19318.16567,17928.96224,16572.3454,15234.64225,13933.9263,12616.83669,11163.42902,9553.789282,7764.219358,5738.712998,3345.236828,397.859314,215.874257,207.826943,203.352542,199.310753,188.900207,176.550058,163.257796
280: regular customers,45674,44399.0025,42742.50992,40800.40441,38776.58899,36694.8603,34613.1776,32551.43339,30511.26204,28510.83577,26587.80053,24734.52129,22969.51693,21318.29914,19749.63358,18250.19229,16813.6763,15331.26941,13762.46,12089.63805,10287.66028,8365.428429,6267.43496,3964.036232,1290.399326,124.875463,214.293572,211.134857,207.647469,204.373574,201.250366,196.854196,187.868046,178.425175,168.189709,155.839498
281: regular customers,45674,43795.53174,40165.92656,34213.00141,27290.48437,20910.5857,15675.20582,11518.66898,8300.017272,5891.492238,4164.117264,2944.595489,2095.411823,1524.496697,1135.763916,871.466396,703.881399,601.748496,530.098508,478.531854,448.336314,429.400574,414.776928,401.489843,387.23372,372.234638,357.272156,342.820808,329.387072,316.58131,304.127085,290.579964,273.045471,254.212343,233.305072,207.594201
282: regular customers,45674,38550.49593,30725.52142,23439.27693,17390.43239,12560.88562,8899.604608,6213.672525,4291.055764,2957.460678,2063.591261,1458.122709,1023.230859,730.313229,564.908735,493.958158,463.76638,447.486466,433.101901,417.610094,405.165999,394.678484,382.724152,370.931331,359.566418,348.608525,337.969022,327.731806,317.810103,307.897875,297.821435,284.117482,268.52189,251.527882,232.046083,207.382349
283: regular customers,45674,43795.53174,40165.92656,34213.00141,27290.48437,20910.5857,15675.20582,11518.66898,8300.017272,5892.387359,4167.114478,2947.031843,2092.87211,1513.290374,1113.145871,832.530957,654.876298,558.574592,497.004441,455.261241,429.567542,412.234087,398.388675,383.408714,366.845159,351.775357,337.136813,323.039965,309.60846,296.242828,277.71082,256.475053,232.12349,199.074303,84.625258,84.625258
284: regular customers,45674,38550.49593,30725.52142,23439.27693,17390.43239,12560.88562,8899.604608,6213.672525,4291.173155,2958.580168,2066.12521,1459.290102,1024.219943,727.707378,559.19262,486.428962,457.026604,440.188917,425.970755,409.968694,397.234303,384.635659,371.806512,359.585873,347.807612,336.366477,325.124507,314.122899,303.168929,290.378868,273.090062,253.602553,230.501574,197.986646,74.965705,74.965705
285: regular customers,45674,43795.53174,40165.92656,34213.00141,27290.48437,20910.5857,15675.20582,11518.66898,8300.017272,5891.492238,4164.117432,2944.289656,2086.225404,1490.384551,1052.981655,717.707094,511.129401,410.475584,350.29706,308.387208,284.330114,265.200179,251.296725,239.636746,229.750598,221.391373,213.212195,205.361107,195.353776,156.151482,72.651398,72.651535,72.651545,72.651546,72.651546,72.651546
286: regular customers,45674,38550.49593,30725.52142,23439.27693,17390.43239,12560.88562,8899.604608,6213.672525,4291.055764,2957.460678,2063.592464,1438.518434,823.401146,423.775467,353.880321,324.948404,306.499537,292.831308,276.045602,259.649862,248.605736,240.112593,232.912687,226.508027,220.543431,214.864401,209.17802,203.24201,193.441056,159.072683,54.110716,54.110716,54.110716,54.110716,54.110716,54.110716
287: regular customers,45674,43795.53174,40165.92656,34213.00141,27290.48437,20910.5857,15675.20582,11518.66898,8300.017272,5892.393455,4167.021866,2934.672466,2040.399192,1391.574913,883.481477,511.318559,397.618261,358.777158,315.888865,285.620254,261.729361,246.970581,235.882878,226.640821,217.883529,209.577587,199.294393,132.273198,6.65E-56,6.65E-56,6.65E-56,6.65E-56,6.65E-56,6.65E-56,6.65E-56,6.65E-56
288: regular customers,45674,38550.49593,30725.52142,23439.27693,17390.43239,12560.88562,8899.604608,6213.672525,4291.173265,2958.589762,2064.65487,1427.099473,805.217536,411.750391,345.139882,316.510073,298.786049,282.422436,267.035844,251.223075,240.887957,233.368862,226.522859,220.235738,214.032241,207.399031,198.720915,140.237437,5.65E-49,5.65E-49,5.65E-49,5.65E-49,5.65E-49,5.65E-49,5.65E-49,5.65E-49
289: regular customers,45674,45474.32466,44801.88763,43457.80628,41639.13835,39642.61964,37577.26315,35467.23013,33317.56443,31151.95632,29016.47755,26873.43289,24722.66335,22653.40307,20631.44633,18653.1303,16712.90214,14804.7069,12909.92149,11008.38717,9084.773603,7138.212466,5156.283162,3113.956014,973.449686,217.704683,213.396903,209.47294,206.158959,203.377655,201.113398,199.270697,196.332544,194.841674,196.636384,202.860535
290: regular customers,45674,44366.42371,42610.5255,40589.07232,38455.31749,36236.46137,33993.41538,31749.27387,29509.4571,27295.83094,25109.28327,22896.50092,20733.68438,18658.22742,16647.16391,14685.62855,12760.39121,10861.53616,8976.379905,7082.655507,5161.848635,3206.728807,1195.216634,224.391054,219.848872,215.361026,211.445083,208.100564,205.271994,202.915248,201.045906,199.766036,198.16332,198.375948,201.789548,206.855033
291: regular customers,45674,45474.32466,44801.88763,43457.80628,41639.13835,39642.61964,37577.26315,35467.23013,33317.57161,31152.19863,29016.80584,26872.87741,24720.89181,22649.783,20626.04352,18644.87323,16700.82002,14787.95256,12887.40679,10978.371,9045.066474,7085.962578,5087.526345,3022.82132,850.257107,217.863711,212.966416,209.255973,206.18731,203.701463,201.81605,200.659066,200.447748,201.613961,205.16204,213.491302
292: regular customers,45674,44366.42371,42610.5255,40589.07232,38455.31749,36236.46137,33993.41538,31749.27387,29509.49057,27296.22466,25109.6089,22896.22732,20732.37459,18655.84512,16643.07443,14679.48098,12751.28359,10848.31804,8957.470896,7055.894033,5124.331323,3154.272023,1121.311513,219.59715,219.384824,215.059266,211.321507,208.18813,205.617429,203.589898,202.166228,201.535665,202.020133,204.259342,209.723664,221.904999
293: regular customers,45674,45474.32466,44801.88763,43457.80628,41639.13835,39642.61964,37577.26315,35467.23013,33317.56443,31151.95632,29016.48397,26868.36423,24695.75914,22559.5987,20270.79851,17781.92707,15012.38024,11824.09384,7931.826794,2801.922182,92.109754,148.251655,144.228771,142.002706,142.833462,151.876879,194.556893,316.414295,518.445987,697.463024,846.486023,979.773435,1102.791958,1213.427451,1310.727509,1395.321383
294: regular customers,45674,44366.42371,42610.5255,40589.07232,38455.31749,36236.46137,33993.41538,31749.27387,29509.4571,27295.83094,25102.45108,22725.8276,20198.54118,17552.63333,14682.13563,11415.12072,7526.627706,2601.149301,95.72991,154.793907,149.2564,145.253694,142.692941,142.158071,145.925407,163.574955,231.961487,378.056682,559.167058,697.964562,807.655309,904.563169,991.415274,1067.141976,1131.642796,1185.589879
295: regular customers,45674,45474.32466,44801.88763,43457.80628,41639.13835,39642.61964,37577.26315,35467.23013,33317.57161,31152.2153,29014.60741,26854.72169,24664.60174,22505.46007,20187.92882,17655.52396,14825.50282,11552.10381,7530.206695,2167.982145,93.118715,148.114671,145.456143,146.340118,156.690407,207.227633,359.824565,614.780928,845.663327,1056.662754,1253.664031,1438.116409,1610.845887,1772.479853,1923.69962,2065.183089
296: regular customers,45674,44366.42371,42610.5255,40589.07232,38455.31749,36236.46137,33993.41538,31749.27387,29509.49111,27296.23362,25097.9783,22711.08001,20169.39096,17504.2764,14605.02354,11297.75811,7346.982196,2311.760051,96.281631,154.298862,149.216567,146.061542,145.266211,149.264584,168.782642,243.34759,444.368469,688.980724,904.968902,1101.572891,1283.639187,1452.530059,1609.246629,1754.570925,1889.33833,2014.367772
297: regular customers,45674,43654.70624,39427.81346,32575.60374,25184.24307,18727.42176,13463.36363,9360.428272,6269.435112,4010.435534,2443.797616,1345.057809,590.75443,374.558623,339.739844,321.990448,310.401668,302.692506,297.182587,292.222005,290.823702,294.302437,302.568631,313.014643,327.22086,345.548898,367.071435,390.097051,410.740828,423.530535,432.032737,438.094896,442.558403,445.490328,447.343126,448.611428
298: regular customers,45674,38396.2696,30228.09391,22735.92451,16481.17242,11501.70461,7774.88494,5099.503375,3161.201899,1809.500015,901.77455,413.090054,352.912452,332.835175,318.746874,308.118218,300.491242,294.309981,289.043047,285.60037,285.491386,289.721969,298.284675,309.772993,323.400382,340.687681,360.699331,381.797518,401.198321,413.814202,421.249814,426.603322,430.650745,433.412971,435.273482,436.636941
299: regular customers,45674,43654.70624,39427.81346,32575.60374,25184.24307,18727.42176,13463.36363,9362.384121,6274.389879,4014.467171,2445.810736,1338.040159,571.936385,369.505766,337.155625,321.312569,311.6009,305.920919,302.993224,302.319477,305.365576,313.077695,325.723985,343.529323,366.728332,394.063031,420.451707,440.837595,456.56289,467.16154,473.71313,478.51071,482.447745,485.213178,487.067502,488.437214
300: regular customers,45674,38396.2696,30228.09391,22735.92451,16481.17242,11501.70461,7775.033496,5102.509194,3167.209263,1815.233597,903.250742,411.568904,351.80202,332.299095,319.052494,309.506387,303.236756,299.73694,297.794426,297.904188,302.17026,310.20108,322.611776,339.866602,361.72377,386.574585,411.388976,429.283813,442.78069,451.83608,457.606153,462.036092,465.722907,468.335555,470.131164,471.49197
