Years,2015.00,2016.00,2017.00,2018.00,2019.00,2020.00,2021.00,2022.00,2023.00,2024.00,2025.00,2026.00,2027.00,2028.00,2029.00,2030.00,2031.00,2032.00,2033.00,2034.00,2035.00,2036.00,2037.00,2038.00,2039.00,2040.00,2041.00,2042.00,2043.00,2044.00,2045.00,2046.00,2047.00,2048.00,2049.00,Final
1: defectors,1.000000,6755.326475,13664.122840,20725.486552,27928.095319,35261.851553,42725.143129,50311.029282,58005.603177,65806.077390,73693.605766,81675.176451,89895.684166,98619.293028,107862.987312,117457.381257,127328.112707,137453.197415,147844.724408,158480.414611,169343.900578,180434.935883,191783.536584,203436.899265,215424.346969,227754.295238,240437.847786,253460.019008,266796.161003,280454.297092,294457.635129,308835.675458,323594.131907,338728.937101,354245.866009,370150.665401
2: defectors,1.000000,6736.352457,13572.952531,20490.374651,27481.215321,34542.361005,41651.772396,48808.756656,56085.400886,63624.720904,71324.112972,79302.410212,87730.952096,96587.958344,105893.710830,115536.735138,125426.314850,135558.405338,145962.821243,156614.572347,167505.431853,178659.539554,190093.977376,201815.486081,213840.291701,226180.747625,238860.570261,251873.684107,265214.592458,278897.918212,292956.795085,307412.818017,322252.062298,337469.367914,353070.234256,369060.143494
3: defectors,1.000000,6755.326475,13664.122840,20725.486552,27928.095319,35261.851553,42738.975474,50498.071809,58577.765131,67003.555056,75752.107639,84836.066970,94281.845938,104244.959054,114747.774943,125643.666849,136910.927402,148527.349483,160539.265133,172968.751965,185779.398746,198961.585294,212483.282556,226367.273600,240643.713047,255321.035785,270433.348780,286002.179843,302003.016457,318442.929045,335353.411742,352744.578581,370610.860266,388945.399028,407754.126916,427042.928065
4: defectors,1.000000,6736.352457,13572.952531,20490.374651,27481.215321,34542.361005,41755.228162,49351.254003,57389.820710,65944.012286,74871.434353,84255.316989,94058.119281,104265.930565,114925.152544,126005.039045,137420.261663,149167.655480,161363.998152,173981.780034,186988.382155,200354.088404,214055.001700,228097.411712,242497.372888,257272.440476,272501.188865,288180.403032,304297.705280,320873.985155,337941.561018,355505.835048,373546.864386,392056.275529,411039.611957,430502.388754
5: defectors,1.000000,6754.381079,13659.385318,20713.132652,27900.465309,35212.167219,42645.298449,50190.279443,57835.186408,65553.106986,73342.587005,81190.169315,89311.817614,97961.664247,107223.973629,116988.996172,127129.774886,137612.939220,148457.853323,159645.929132,171195.852024,183150.735503,195563.459840,208447.185155,221834.058320,235743.492594,250190.007733,265174.900908,280682.736871,296745.333189,313424.322416,330774.610494,348777.521829,367428.053595,386742.651837,406737.700026
6: defectors,1.000000,6734.616427,13561.775772,20459.081040,27416.643155,34418.724377,41445.679512,48455.149750,55578.793756,62912.000642,70427.399002,78236.944065,86520.505312,95291.969904,104598.763009,114388.494365,124574.600194,135117.852036,146026.827317,157296.448067,168926.601231,180981.889457,193486.512349,206457.029634,219928.913829,233912.248905,248433.143382,263482.831914,279054.980020,295184.752523,311960.716758,329411.233021,347515.677820,366271.299647,385694.706195,405802.427433
7: defectors,1.000000,6754.381079,13659.385318,20713.132652,27900.465309,35212.167219,42664.612111,50410.389099,58531.880141,67111.440601,76223.761323,85903.881133,96175.483170,107139.386452,118879.230840,131321.211945,144349.834319,157931.023077,172161.146462,187050.470211,202615.644635,218881.276367,235826.165346,253462.581525,271828.389838,290953.062355,310921.977131,331797.333235,353569.832890,376288.170892,400033.585002,424837.490825,450679.833682,477561.066126,505509.154780,534552.042921
8: defectors,1.000000,6734.616427,13561.775772,20459.081040,27416.643155,34418.724377,41577.751475,49113.917627,57179.402373,65823.591763,75019.465912,84861.506802,95309.557360,106365.131461,118110.727212,130569.397786,143646.167680,157330.245862,171725.895977,186822.432442,202583.419817,218994.990537,236073.864555,253843.453227,272346.886879,291633.215059,311821.066670,332906.868062,354884.061820,377808.758758,401762.153589,426775.043914,452827.271873,479922.721625,508089.943873,537357.206050
9: defectors,1.000000,12317.475762,24299.775642,35690.971415,46342.131039,55872.051906,64045.777393,71654.139927,79024.985083,86300.411746,93647.622067,102300.760929,112924.494506,125259.135345,139102.357065,153904.072176,169378.240947,185334.674049,201835.143699,218856.591814,236437.125808,254607.869792,273362.634656,292695.780133,312635.639082,333187.712232,354377.598194,376137.529602,398419.007583,421250.021536,444747.221628,468932.227338,493727.690378,519089.674400,545011.778741,571487.931894
10: defectors,1.000000,11740.593254,21431.769285,28855.643329,35583.308490,42124.381044,48723.305270,55482.127960,62471.228348,69669.701414,77240.021935,86713.870497,98212.158733,111442.968960,126005.010177,141504.445856,157573.136098,174068.334913,191060.455320,208571.456736,226645.211916,245263.584146,264423.094583,284121.357621,304388.422128,325233.493624,346687.029044,368695.898036,391216.199254,414288.229819,438039.138137,462467.805251,487495.976551,513079.545208,539213.084778,565897.403738
11: defectors,1.000000,12317.475762,24299.775642,35690.971415,46342.131039,55872.051906,65207.268239,76096.917136,88332.324010,101505.275492,115651.315670,131151.697017,147997.211571,166173.349143,185745.028151,206580.877691,228318.748224,250890.126535,274611.402145,299371.851262,324974.030445,351218.018680,377985.774415,405264.297482,433075.203943,461421.382490,490402.849646,520063.478056,550315.126270,581178.002918,612717.379074,644907.178003,677643.487228,710866.522241,744563.572823,778723.195589
12: defectors,1.000000,11740.593254,21431.769285,28855.643329,35583.308490,42484.479353,51533.692155,62979.181519,75927.986138,89923.290142,105107.729936,121739.196290,139693.600443,158974.337149,179654.016007,201565.945603,224341.276018,247972.555826,272681.797382,298351.541907,324735.282546,351595.961478,378908.224116,406664.033947,434889.816990,463593.468176,492945.134954,522925.440684,553449.509962,584551.639669,616300.715679,648672.296951,681563.582859,714916.490230,748720.364959,782966.092698
13: defectors,1.000000,12312.240813,24264.714241,35588.626312,46098.815173,55348.667449,63289.428359,70760.236045,78018.933947,85230.501126,92552.122182,101257.600244,111967.999401,124504.258406,138663.497083,153927.705012,169979.671156,186615.547423,203940.688515,221943.569481,240681.020264,260188.566949,280471.274354,301535.503824,323432.517241,346166.558270,369782.386609,394209.729043,419395.369682,445387.475633,472329.923696,500288.119238,529166.663633,558913.960457,589530.810794,621017.813627
14: defectors,1.000000,11726.125421,21307.824321,28585.465798,35226.786568,41721.653632,48291.186611,55019.459391,61984.647644,69153.014992,76719.765323,86235.904887,97824.409002,111236.079864,126092.185358,142022.370726,158617.878743,175746.394731,193513.125252,211965.365018,231155.388582,251069.249639,271715.472468,293103.926527,315280.652206,338257.174043,362086.916228,386712.155316,412084.710384,438258.026694,465406.729113,493560.531846,522631.583564,552573.466695,583390.208309,615085.549560
15: defectors,1.000000,12312.240813,24264.714241,35588.626312,46098.815173,55348.667449,64547.115565,75488.408811,87903.087599,101445.572672,116207.589317,132626.275921,150674.884342,170398.432062,191899.761965,215040.863009,239424.107787,264974.424961,292053.207315,320566.519157,350303.322716,381128.135714,412898.260151,445611.041858,479314.289584,514031.671482,549817.428907,586707.314155,624681.828177,663797.017341,704157.269287,745745.664359,788429.040002,832131.397767,876842.652263,922553.073716
16: defectors,1.000000,11726.125421,21307.824321,28585.465798,35226.786568,42108.497441,51208.102934,62782.970045,75970.174097,90329.185000,106096.667580,123585.543887,142684.581091,163445.224859,185985.156599,210130.805891,235482.459660,262021.843236,290026.365310,319389.776025,349884.340679,381294.011084,413582.435903,446753.641430,480860.297182,515930.389404,552044.916462,589262.432935,627520.151748,666880.878909,707459.318647,749240.616151,792092.709237,835945.159729,880798.776783,926648.994704
17: defectors,1.000000,6762.152647,13694.211447,20792.754227,28036.693293,35409.231638,42902.658451,50511.850714,58200.330543,66452.202493,75676.780316,85454.386212,95570.634956,106182.981277,117318.578164,128855.263529,140707.012344,152901.747689,165550.962434,178756.821648,192442.822429,206559.590915,221137.039011,236254.483015,251938.946522,268214.070363,285116.679816,302631.618866,320746.510973,339482.242809,358871.061685,378917.795932,399601.303472,420911.809677,442853.361596,465430.202485
18: defectors,1.000000,6743.374831,13602.319662,20552.622264,27584.021339,34688.089229,42140.225730,50123.128961,58238.531415,66773.331258,76027.591385,85811.002768,95855.659746,106229.224572,116977.243253,128163.411415,139810.264474,151920.765332,164602.506451,177856.539660,191566.417878,205712.382850,220371.089038,235601.215972,251425.585541,267858.831051,284924.071371,302604.912968,320887.875960,339793.384152,359353.400062,379572.031624,400428.239163,421913.903717,444033.128748,466789.765143
19: defectors,1.000000,6762.152647,13694.211447,20792.754227,28036.693293,35457.139110,43274.546091,51544.145524,60163.863392,69509.577733,79829.281301,90850.211304,102545.607486,114887.456618,127991.769229,141709.439844,155896.107471,170551.897779,185762.064934,201592.140285,218026.094229,235062.254507,252707.197920,270967.246932,289863.371954,309419.414703,329673.210799,350609.968101,372217.677016,394517.346308,417541.218790,441294.315297,465755.928678,490916.654243,516780.797868,543352.938168
20: defectors,1.000000,6743.374831,13602.319662,20552.622264,27584.021339,34855.226685,42915.937029,51875.184886,61218.392747,70977.073249,81434.050300,92643.457257,104436.043787,116689.922634,129568.384777,143069.170407,157166.245352,171845.195972,187171.799925,203137.666714,219710.678066,236888.036973,254691.426088,273133.796243,292238.092866,312019.092535,332499.973989,353664.678389,375500.072701,398026.667924,421276.386917,445253.522792,469937.616930,495321.366158,521409.334978,548205.828182
