Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
112: customers with PV,1674,8836.625023,15255.16063,18100.77599,19435.02225,20244.62499,20873.03191,21228.50871,21393.34198,21327.51407,21015.45084,20428.29842,19601.63772,18593.62855,17423.95232,16113.58181,14703.12023,13229.98041,11705.58577,10131.34057,8529.990665,6932.610327,5359.301399,3832.436808,2371.355937,965.68416,262.103002,239.34245,235.431588,232.724429,230.089284,227.683269,225.608082,223.728516,221.965585,220.307137
113: customers with PV,1674,2159.880727,3105.402193,4688.305961,6699.376289,8799.788426,10833.45701,12756.4744,14482.18086,15903.57033,16933.95757,17663.88778,18215.80971,18619.20223,18897.1097,19063.31241,19134.87451,19148.97372,19114.95796,19031.19212,18899.53935,18722.93687,18503.68636,18250.42301,17965.33889,17648.13494,17298.88044,16918.29168,16508.38611,16069.60954,15601.85513,15105.96917,14585.15897,14041.63691,13476.5949,12891.3048
114: customers with PV,1674,3267.269445,5277.092584,7479.90365,9664.204815,11767.37595,13691.04342,15351.95507,16613.23192,17521.1326,18217.58508,18752.09336,19139.11147,19398.90228,19549.1184,19626.09177,19650.06516,19625.42149,19552.07067,19428.42823,19257.29784,19049.73804,18809.14498,18535.90725,18230.03756,17891.40902,17520.26434,17117.49569,16685.30404,16224.35581,15735.70508,15220.4913,14680.93217,14118.92935,13535.7795,12932.85099
115: customers with PV,1674,2159.880727,3105.402193,4688.305961,6699.376289,8799.788426,10833.45701,12743.0392,14443.36518,15829.42577,16810.67679,17482.624,17974.04675,18315.09824,18529.32686,18630.94049,18637.36063,18585.99284,18486.27871,18336.77128,18139.52617,17897.64643,17613.58202,17296.01103,16947.2931,16567.26595,16156.13439,15714.74448,15245.22823,14748.15967,14223.56476,13672.38267,13097.84397,12502.32151,11887.09856,11253.53079
116: customers with PV,1674,3267.269445,5277.092584,7479.90365,9664.204815,11767.37595,13690.57646,15330.76554,16563.06802,17428.76149,18070.63377,18543.55025,18867.23859,19062.46457,19147.3161,19158.35604,19116.00094,19024.80248,18884.85926,18694.78721,18457.53831,18184.20624,17878.35989,17540.51878,17170.83151,16769.30999,16336.33316,15872.9223,15381.39064,14862.50468,14317.37879,13747.33055,13154.66654,12541.37401,11908.83598,11258.49897
117: customers with PV,1674,2159.880727,3105.402193,4688.305961,6699.376289,8799.788426,10833.45701,12756.4744,14481.74216,15898.25632,16916.06145,17621.67193,18139.09914,18495.54389,18703.45387,18766.55166,18700.96258,18543.64434,18288.55424,17924.09669,17443.22501,16842.81566,16126.36506,15287.7042,14317.76929,13207.74007,11950.80336,10543.94967,8991.406617,7297.636089,5470.819942,3539.19974,1541.195996,206.017707,218.938803,216.317122
118: customers with PV,1674,3267.269445,5277.092584,7479.90365,9664.204815,11767.37595,13691.04342,15351.95507,16612.37589,17520.2715,18225.15222,18761.40471,19130.16912,19344.802,19423.15337,19404.98752,19295.60883,19093.48844,18790.34361,18375.84326,17854.04322,17222.01291,16472.2165,15596.52711,14586.37317,13433.51008,12131.81408,10679.92178,9083.622632,7347.403181,5479.275795,3508.875354,1476.827785,217.90345,216.213814,213.752106
119: customers with PV,1674,2159.880727,3105.402193,4688.305961,6699.376289,8799.788426,10833.45701,12742.06478,14436.08093,15807.96979,16762.92705,17390.86034,17820.12423,18077.65506,18174.76732,18113.89607,17911.0032,17601.68898,17177.13707,16623.36999,15932.03755,15099.92948,14129.50589,13013.60251,11743.58346,10312.16786,8715.740915,6956.760782,5049.653765,3024.176991,901.70932,220.501431,217.065973,214.44106,212.026559,209.80314
120: customers with PV,1674,3267.269445,5277.092584,7479.90365,9664.204815,11767.37595,13690.57646,15329.30577,16554.415,17410.55633,18046.78381,18500.69749,18777.64351,18890.30928,18855.9301,18712.31042,18462.95463,18105.10078,17628.81718,17022.0074,16286.87609,15419.24188,14410.88902,13253.51655,11939.16194,10461.35093,8817.449393,7011.86245,5060.567423,2994.119847,834.89829,217.877768,214.493885,212.063317,209.829837,207.774833
121: customers with PV,1674,3797.562648,7946.293241,13664.08321,17298.96785,18905.90053,19811.77965,20481.85962,20866.07561,21057.43873,21025.29044,20729.82962,20196.36128,19493.48552,18651.6827,17698.57147,16675.77064,15618.24245,14538.37418,13440.88836,12344.30136,11269.59827,10227.28274,9225.723731,8272.100833,7365.990348,6506.92758,5695.039498,4933.469252,4220.22037,3553.782186,2931.092528,2349.540936,1806.04987,1296.98985,819.125255
122: customers with PV,1674,8878.562755,15351.79385,18157.15154,19477.23717,20284.80712,20924.51579,21419.90996,21702.56655,21811.30691,21687.87817,21300.76298,20685.11962,19906.51068,18993.59092,17975.2271,16893.97694,15785.16623,14661.0067,13525.72927,12397.44756,11299.11732,10245.34389,9239.441561,8281.926637,7372.166855,6509.699684,5694.651446,4930.107685,4214.138305,3545.206883,2920.283767,2336.705394,1791.350548,1280.554235,801.054475
123: customers with PV,1674,3797.562648,7946.293241,13664.08321,17298.96785,18905.90053,19772.50946,20262.10759,20457.45841,20386.96844,20067.11166,19498.05092,18723.53018,17813.97998,16801.6013,15714.02252,14590.21932,13461.55665,12338.1299,11222.88369,10130.70817,9078.134402,8072.28845,7117.328718,6218.873528,5375.51691,4586.669702,3851.075817,3169.980435,2537.783524,1948.470849,1397.922224,883.945123,477.628566,366.87361,341.63896
124: customers with PV,1674,8878.562755,15351.79385,18157.15154,19477.23717,20284.80712,20869.56437,21175.70544,21258.33278,21090.92482,20671.40415,20006.43197,19147.84913,18162.68045,17080.8208,15930.79681,14752.16745,13576.33767,12412.97619,11264.38581,10144.88628,9071.639731,8056.362844,7100.268479,6201.565289,5357.844633,4568.55134,3832.465827,3150.853826,2518.10318,1928.192279,1376.997421,862.323035,465.549939,363.763398,339.77538
125: customers with PV,1674,3797.562648,7946.293241,13664.08321,17298.96785,18905.90053,19811.77965,20481.85962,20862.00566,21038.84173,20976.79352,20624.95275,19998.05554,19155.66215,18117.78464,16903.40441,15552.23721,14101.83414,12564.35128,10942.59071,9261.327445,7554.238532,5842.710005,4150.235778,2502.943928,899.345286,238.013356,228.953978,225.983046,223.326307,220.749831,218.411581,216.364832,214.495066,212.745896,211.105192
126: customers with PV,1674,8878.562755,15351.79385,18157.15154,19477.23717,20284.80712,20924.51579,21419.89685,21698.77043,21796.59114,21648.57966,21210.32932,20503.98327,19586.0229,18475.09843,17192.01577,15777.90896,14271.09481,12684.06567,11019.50587,9302.082453,7570.311685,5845.975148,4145.251262,2490.596102,880.655178,237.866508,228.619622,225.601949,222.90597,220.297694,217.933323,215.864195,213.97581,212.211835,210.559715
127: customers with PV,1674,3797.562648,7946.293241,13664.08321,17298.96785,18905.90053,19772.31524,20256.01159,20433.02249,20325.78043,19939.80812,19259.59186,18316.38949,17172.99964,15852.40514,14376.13127,12785.67024,11119.73496,9392.094462,7607.006183,5789.664137,3976.445606,2200.403526,466.182131,227.85422,223.727165,221.103834,218.824018,216.793051,214.830614,212.900573,211.13384,209.565092,208.111282,206.738024,205.438557
128: customers with PV,1674,8878.562755,15351.79385,18157.15154,19477.23717,20284.80712,20869.33057,21170.15371,21236.24005,21036.23086,20555.49336,19783.52037,18757.33837,17536.44353,16142.19853,14597.79321,12946.04686,11226.36933,9452.542638,7628.546457,5779.361274,3943.809724,2157.486343,426.34409,228.397083,223.666834,220.970859,218.635383,216.555707,214.551356,212.585962,210.789137,209.194238,207.718116,206.326265,205.011543
129: customers with PV,1674,2097.860057,2777.491794,3859.75754,5278.902227,6948.954301,8722.131943,10476.07285,12146.65737,13671.20119,15017.22769,16129.71237,17014.64317,17713.67276,18309.79048,18839.07899,19311.79183,19737.21452,20122.79917,20475.05206,20798.74032,21096.15376,21370.79923,21634.40435,21891.07146,22141.2802,22385.47723,22624.08188,22857.49842,23086.0892,23310.18441,23530.09827,23746.13915,23958.59491,24167.73006,24373.7932
130: customers with PV,1674,3193.278634,4965.463147,6975.772433,8972.941746,10876.52163,12640.30674,14206.65998,15558.43264,16623.06988,17446.0755,18118.40494,18705.27221,19215.21872,19665.39601,20066.13116,20425.23609,20749.11312,21043.15401,21320.7487,21590.68077,21852.47307,22106.27137,22352.62629,22592.1181,22825.27711,23052.59372,23274.52494,23491.50759,23703.93203,23912.15208,24118.2488,24323.44532,24527.81962,24731.44092,24934.37615
131: customers with PV,1674,2097.860057,2777.491794,3859.75754,5278.902227,6948.954301,8722.131943,10476.07285,12146.65737,13671.20119,15017.22769,16129.71237,17014.64317,17713.67276,18309.79048,18839.07899,19311.79183,19737.21452,20122.79917,20475.05206,20798.74032,21096.15376,21370.79923,21634.40435,21891.07146,22141.2802,22385.47723,22624.08188,22857.49842,23086.0892,23310.18441,23530.09827,23746.13915,23958.59491,24167.73006,24373.7932
132: customers with PV,1674,3193.278634,4965.463147,6975.772433,8972.941746,10876.52163,12640.30674,14206.65998,15558.43264,16623.06988,17446.0755,18118.40494,18705.27221,19215.21872,19665.39601,20066.13116,20425.23609,20749.11312,21043.15401,21320.7487,21590.68077,21852.47307,22106.27137,22352.62629,22592.1181,22825.27711,23052.59372,23274.52494,23491.50759,23703.93203,23912.15208,24118.2488,24323.44532,24527.81962,24731.44092,24934.37615
133: customers with PV,1674,2097.860057,2777.491794,3859.75754,5278.902227,6948.954301,8722.131943,10476.07285,12146.65737,13671.20119,15017.22769,16129.71237,17014.64317,17713.67276,18309.79048,18839.07899,19311.79183,19737.21452,20122.79917,20475.05206,20798.74032,21096.15376,21370.79923,21634.40435,21891.07146,22141.2802,22385.47723,22624.08188,22857.49842,23086.0892,23310.18441,23530.09827,23746.13915,23958.59491,24167.73006,24373.7932
134: customers with PV,1674,3193.278634,4965.463147,6975.772433,8972.941746,10876.52163,12640.30674,14206.65998,15558.43264,16623.06988,17446.0755,18118.40494,18705.27221,19215.21872,19665.39601,20066.13116,20425.23609,20749.11312,21043.15401,21320.7487,21590.68077,21852.47307,22106.27137,22352.62629,22592.1181,22825.27711,23052.59372,23274.52494,23491.50759,23703.93203,23912.15208,24118.2488,24323.44532,24527.81962,24731.44092,24934.37615
135: customers with PV,1674,2097.860057,2777.491794,3859.75754,5278.902227,6948.954301,8722.131943,10476.07285,12146.65737,13671.20119,15017.22769,16129.71237,17014.64317,17713.67276,18309.79048,18839.07899,19311.79183,19737.21452,20122.79917,20475.05206,20798.74032,21096.15376,21370.79923,21634.40435,21891.07146,22141.2802,22385.47723,22624.08188,22857.49842,23086.0892,23310.18441,23530.09827,23746.13915,23958.59491,24167.73006,24373.7932
136: customers with PV,1674,3193.278634,4965.463147,6975.772433,8972.941746,10876.52163,12640.30674,14206.65998,15558.43264,16623.06988,17446.0755,18118.40494,18705.27221,19215.21872,19665.39601,20066.13116,20425.23609,20749.11312,21043.15401,21320.7487,21590.68077,21852.47307,22106.27137,22352.62629,22592.1181,22825.27711,23052.59372,23274.52494,23491.50759,23703.93203,23912.15208,24118.2488,24323.44532,24527.81962,24731.44092,24934.37615
137: customers with PV,1674,3485.95828,6394.451493,10582.57308,14765.51853,17279.6366,18680.34361,19551.1475,20192.32104,20730.70362,21180.65715,21585.38005,21960.88566,22306.35895,22627.50694,22927.38147,23208.6648,23474.74384,23729.21561,23973.92407,24210.12475,24437.76125,24657.37237,24869.83323,25075.99149,25276.59865,25472.32698,25663.7814,25851.51925,26036.02714,26217.73266,26397.02395,26574.26497,26749.78399,26923.87185,27096.79082
138: customers with PV,1674,8516.16909,14415.34503,17604.34031,19060.70803,19908.12341,20549.03027,21074.9268,21521.43764,21932.58685,22310.23896,22659.65444,22982.19985,23278.51214,23556.00276,23818.38277,24067.49396,24304.92673,24532.11117,24750.73446,24962.00489,25166.12818,25363.72267,25555.6253,25742.62177,25925.39896,26104.56311,26280.65241,26454.15823,26625.50218,26795.04771,26963.12007,27130.02248,27296.02516,27461.36323,27626.24561
139: customers with PV,1674,3485.95828,6394.451493,10582.57308,14765.51853,17279.6366,18680.34361,19551.1475,20192.32104,20730.70362,21180.65715,21585.38005,21960.88566,22306.35895,22627.50694,22927.38147,23208.6648,23474.74384,23729.21561,23973.92407,24210.12475,24437.76125,24657.37237,24869.83323,25075.99149,25276.59865,25472.32698,25663.7814,25851.51925,26036.02714,26217.73266,26397.02395,26574.26497,26749.78399,26923.87185,27096.79082
140: customers with PV,1674,8516.16909,14415.34503,17604.34031,19060.70803,19908.12341,20549.03027,21074.9268,21521.43764,21932.58685,22310.23896,22659.65444,22982.19985,23278.51214,23556.00276,23818.38277,24067.49396,24304.92673,24532.11117,24750.73446,24962.00489,25166.12818,25363.72267,25555.6253,25742.62177,25925.39896,26104.56311,26280.65241,26454.15823,26625.50218,26795.04771,26963.12007,27130.02248,27296.02516,27461.36323,27626.24561
141: customers with PV,1674,3485.95828,6394.451493,10582.57308,14765.51853,17279.6366,18680.34361,19551.1475,20192.32104,20730.70362,21180.65715,21585.38005,21960.88566,22306.35895,22627.50694,22927.38147,23208.6648,23474.74384,23729.21561,23973.92407,24210.12475,24437.76125,24657.37237,24869.83323,25075.99149,25276.59865,25472.32698,25663.7814,25851.51925,26036.02714,26217.73266,26397.02395,26574.26497,26749.78399,26923.87185,27096.79082
142: customers with PV,1674,8516.16909,14415.34503,17604.34031,19060.70803,19908.12341,20549.03027,21074.9268,21521.43764,21932.58685,22310.23896,22659.65444,22982.19985,23278.51214,23556.00276,23818.38277,24067.49396,24304.92673,24532.11117,24750.73446,24962.00489,25166.12818,25363.72267,25555.6253,25742.62177,25925.39896,26104.56311,26280.65241,26454.15823,26625.50218,26795.04771,26963.12007,27130.02248,27296.02516,27461.36323,27626.24561
143: customers with PV,1674,3485.95828,6394.451493,10582.57308,14765.51853,17279.6366,18680.34361,19551.1475,20192.32104,20730.70362,21180.65715,21585.38005,21960.88566,22306.35895,22627.50694,22927.38147,23208.6648,23474.74384,23729.21561,23973.92407,24210.12475,24437.76125,24657.37237,24869.83323,25075.99149,25276.59865,25472.32698,25663.7814,25851.51925,26036.02714,26217.73266,26397.02395,26574.26497,26749.78399,26923.87185,27096.79082
144: customers with PV,1674,8516.16909,14415.34503,17604.34031,19060.70803,19908.12341,20549.03027,21074.9268,21521.43764,21932.58685,22310.23896,22659.65444,22982.19985,23278.51214,23556.00276,23818.38277,24067.49396,24304.92673,24532.11117,24750.73446,24962.00489,25166.12818,25363.72267,25555.6253,25742.62177,25925.39896,26104.56311,26280.65241,26454.15823,26625.50218,26795.04771,26963.12007,27130.02248,27296.02516,27461.36323,27626.24561
145: customers with PV,1674,2102.040588,2796.981805,3911.435679,5369.734089,7092.400004,8896.037746,10667.91103,12343.27085,13865.54727,15203.31797,16293.42807,17156.90688,17840.92202,18432.49175,18957.00281,19424.82566,19845.56019,20226.20064,20573.22053,20891.39606,21183.14767,21456.46329,21721.94016,21980.1994,22231.72089,22476.95256,22716.31604,22950.21917,23179.02794,23403.07623,23622.68259,23838.16066,24049.80382,24258.07278,24465.24328
146: customers with PV,1674,3198.328668,4986.468341,7014.125738,9021.78508,10936.83204,12710.73564,14284.76689,15635.2524,16694.26151,17510.55107,18183.0525,18769.24968,19278.0216,19726.71281,20125.4344,20482.07034,20803.09412,21095.05917,21374.7991,21646.562,21909.89407,22164.95574,22412.30305,22652.52009,22886.14152,23113.66262,23335.54578,23552.23415,23764.19163,23973.91044,24182.52484,24390.1144,24596.75373,24802.50867,25007.44306
147: customers with PV,1674,2102.040588,2796.981805,3911.435679,5369.734089,7092.400004,8896.037746,10667.91103,12343.27085,13865.54727,15203.31797,16293.42807,17156.90688,17840.92202,18432.49175,18957.00281,19424.82566,19845.56019,20226.20064,20573.22053,20891.39606,21183.14767,21456.46329,21721.94016,21980.1994,22231.72089,22476.95256,22714.48774,22943.75689,23164.84162,23377.30791,23581.27465,23777.76081,23967.45798,24150.8386,24330.18987
148: customers with PV,1674,3198.328668,4986.468341,7014.125738,9021.78508,10936.83204,12710.73564,14284.76689,15635.2524,16694.26151,17510.55107,18183.0525,18769.24968,19278.0216,19726.71281,20125.4344,20482.07034,20803.09412,21095.05917,21374.7991,21646.562,21909.89407,22164.95574,22412.30305,22652.52009,22886.14152,23113.46721,23332.38948,23543.24597,23746.21678,23943.01325,24134.56168,24321.61022,24504.70012,24683.90419,24859.29523
149: customers with PV,1674,2102.040588,2796.981805,3911.435679,5369.734089,7092.400004,8896.037746,10667.91103,12343.27085,13865.54727,15203.31797,16293.42807,17156.90688,17840.92202,18432.49175,18957.00281,19424.82566,19845.56019,20226.20064,20573.22053,20891.39606,21183.14767,21456.46329,21721.94016,21980.1994,22231.72089,22476.95256,22716.31604,22950.21917,23179.02794,23403.07623,23622.68259,23838.16066,24049.80382,24258.07278,24465.24328
150: customers with PV,1674,3198.328668,4986.468341,7014.125738,9021.78508,10936.83204,12710.73564,14284.76689,15635.2524,16694.26151,17510.55107,18183.0525,18769.24968,19278.0216,19726.71281,20125.4344,20482.07034,20803.09412,21095.05917,21374.7991,21646.562,21909.89407,22164.95574,22412.30305,22652.52009,22886.14152,23113.66262,23335.54578,23552.23415,23764.19163,23973.91044,24182.52484,24390.1144,24596.75373,24802.50867,25007.44306
151: customers with PV,1674,2102.040588,2796.981805,3911.435679,5369.734089,7092.400004,8896.037746,10667.91103,12343.27085,13865.54727,15203.31797,16293.42807,17156.90688,17840.92202,18432.49175,18957.00281,19424.82566,19845.56019,20226.20064,20573.22053,20891.39606,21183.14767,21456.46329,21721.94016,21980.1994,22231.72089,22476.95256,22714.48774,22943.75689,23164.84162,23377.30791,23581.27465,23777.4691,23966.15719,24147.7716,24324.55804
152: customers with PV,1674,3198.328668,4986.468341,7014.125738,9021.78508,10936.83204,12710.73564,14284.76689,15635.2524,16694.26151,17510.55107,18183.0525,18769.24968,19278.0216,19726.71281,20125.4344,20482.07034,20803.09412,21095.05917,21374.7991,21646.562,21909.89407,22164.95574,22412.30305,22652.52009,22886.14152,23113.46721,23332.38948,23543.24597,23746.21678,23943.01325,24134.54381,24321.05183,24502.89672,24680.10851,24852.71586
153: customers with PV,1674,3506.518491,6484.143599,10779.99269,14989.21722,17435.43866,18800.31977,19637.33251,20270.73712,20801.86224,21246.91013,21652.02505,22027.57297,22372.84114,22693.4743,22992.52493,23272.80427,23538.79886,23792.89656,24036.91016,24272.09126,24498.4431,24716.54243,24927.28327,25131.52758,25330.04021,25523.50588,25712.54101,25897.7142,26079.52167,26258.39898,26434.74129,26608.91925,26781.26701,26952.08009,27121.62451
154: customers with PV,1674,8538.337497,14476.40696,17643.99175,19090.46315,19933.36356,20574.78292,21100.3851,21548.44928,21961.51266,22340.62152,22691.00094,23014.05767,23310.7421,23588.91679,23851.64829,24100.79343,24337.96164,24564.60013,24782.3936,24992.55676,25195.3438,25391.40592,25581.59867,25766.72195,25947.47498,26124.47474,26298.26874,26469.35703,26638.168,26805.07006,26970.3924,27134.44191,27297.49167,27459.77863,27621.51275
155: customers with PV,1674,3506.518491,6484.143599,10779.99269,14989.21722,17435.43866,18800.31977,19637.33251,20270.73712,20801.86224,21246.91013,21652.02505,22027.57297,22372.84114,22693.4743,22992.52493,23272.80427,23538.79886,23792.89656,24036.91016,24272.09126,24498.4431,24716.54243,24927.28327,25131.52758,25326.92369,25497.23049,25641.755,25766.59915,25870.95677,25951.27352,26007.03334,26043.34173,26063.67787,26068.75739,26059.49754
156: customers with PV,1674,8538.337497,14476.40696,17643.99175,19090.46315,19933.36356,20574.78292,21100.3851,21548.44928,21961.51266,22340.62152,22691.00094,23014.05767,23310.7421,23588.91679,23851.64829,24100.79343,24337.96164,24564.60013,24782.3936,24992.55676,25195.3438,25391.40592,25581.59867,25766.72195,25940.99089,26089.53593,26213.22522,26318.25051,26403.73163,26465.96086,26504.40081,26524.21718,26528.89101,26519.09078,26496.28353
157: customers with PV,1674,3506.518491,6484.143599,10779.99269,14989.21722,17435.43866,18800.31977,19637.33251,20270.73712,20801.86224,21246.91013,21652.02505,22027.57297,22372.84114,22693.4743,22992.52493,23272.80427,23538.79886,23792.89656,24036.91016,24272.09126,24498.4431,24716.54243,24927.28327,25131.52758,25330.04021,25523.50588,25712.54101,25897.7142,26079.52167,26258.39898,26434.74129,26608.91925,26781.26701,26952.08009,27121.62451
158: customers with PV,1674,8538.337497,14476.40696,17643.99175,19090.46315,19933.36356,20574.78292,21100.3851,21548.44928,21961.51266,22340.62152,22691.00094,23014.05767,23310.7421,23588.91679,23851.64829,24100.79343,24337.96164,24564.60013,24782.3936,24992.55676,25195.3438,25391.40592,25581.59867,25766.72195,25947.47498,26124.47474,26298.26874,26469.35703,26638.168,26805.07006,26970.3924,27134.44191,27297.49167,27459.77863,27621.51275
159: customers with PV,1674,3506.518491,6484.143599,10779.99269,14989.21722,17435.43866,18800.31977,19637.33251,20270.73712,20801.86224,21246.91013,21652.02505,22027.57297,22372.84114,22693.4743,22992.52493,23272.80427,23538.79886,23792.89656,24036.91016,24272.09126,24498.4431,24716.54243,24927.28327,25131.52758,25326.92369,25497.23049,25641.755,25766.59915,25870.95677,25951.08192,26005.52932,26039.42251,26056.31669,26056.84273,26041.8037
160: customers with PV,1674,8538.337497,14476.40696,17643.99175,19090.46315,19933.36356,20574.78292,21100.3851,21548.44928,21961.51266,22340.62152,22691.00094,23014.05767,23310.7421,23588.91679,23851.64829,24100.79343,24337.96164,24564.60013,24782.3936,24992.55676,25195.3438,25391.40592,25581.59867,25766.72195,25940.99089,26089.53593,26213.22522,26318.25051,26403.73163,26465.66283,26502.71521,26520.12683,26521.43352,26507.21337,26478.76429
161: customers with PV,1674,2116.090463,2862.482509,4088.434207,5673.030467,7544.268209,9442.528221,11249.45199,12947.90641,14475.55949,15773.00103,16797.2598,17597.73966,18258.40434,18837.66121,19348.14921,19801.71848,20206.73764,20567.77187,20881.31042,21155.79674,21411.82571,21653.16623,21880.82163,22093.04115,22289.79154,22470.04258,22632.91905,22778.99713,22906.75128,23021.16713,23124.53856,23213.86088,23289.41952,23351.21158,23399.25448
162: customers with PV,1674,3215.27225,5057.531019,7134.156985,9180.065251,11137.17532,12949.5288,14553.75554,15900.03631,16939.60383,17737.35187,18411.80402,18996.49761,19502.06787,19945.48974,20336.60565,20683.56775,20995.95648,21290.03824,21560.66623,21809.68845,22042.06595,22260.33711,22464.27585,22652.64961,22825.48287,22983.37872,23128.90415,23261.77623,23379.89923,23486.06969,23579.11298,23657.06534,23720.59602,23769.8138,23804.80337
163: customers with PV,1674,2116.090463,2862.482509,4088.434207,5673.030467,7544.268209,9442.528221,11249.45199,12947.90641,14475.55949,15773.00103,16797.2598,17597.73966,18258.40434,18830.47189,19317.95882,19738.51678,20105.47639,20423.96521,20698.02933,20935.49344,21152.29131,21348.57732,21523.91499,21682.00314,21820.12418,21936.63358,22031.98951,22108.01551,22165.24517,22206.63029,22232.60046,22244.09188,22241.72923,22225.56803,22195.69266
164: customers with PV,1674,3215.27225,5057.531019,7134.156985,9180.065251,11137.17532,12949.5288,14553.75554,15900.03631,16939.60383,17737.35187,18411.80402,18996.49761,19502.02225,19934.81593,20299.12489,20610.20499,20881.95036,21132.35376,21363.30759,21574.48077,21765.77393,21935.66501,22085.4397,22217.98664,22329.60393,22421.56219,22497.67477,22559.1173,22605.56763,22636.11207,22650.45442,22649.62046,22634.33221,22604.74666,22561.03386
165: customers with PV,1674,2116.090463,2862.482509,4088.434207,5673.030467,7544.268209,9442.528221,11249.45199,12947.90641,14475.55949,15773.00103,16797.2598,17597.73966,18258.40434,18837.66121,19348.14921,19801.71848,20206.73764,20567.77187,20881.12771,21153.53381,21404.75525,21638.50317,21855.58113,22052.92399,22230.28238,22385.74993,22517.70147,22628.04897,22715.05134,22781.9918,22830.2905,22855.4168,22856.37065,22831.98797,22781.09924
166: customers with PV,1674,3215.27225,5057.531019,7134.156985,9180.065251,11137.17532,12949.5288,14553.75554,15900.03631,16939.60383,17737.35187,18411.80402,18996.49761,19502.06787,19945.48974,20336.60565,20683.56775,20995.95648,21290.03824,21560.40995,21809.63151,22041.73377,22258.42395,22458.1569,22638.29272,22798.35421,22939.43695,23062.09732,23165.79438,23248.12264,23310.56721,23350.59491,23364.64322,23352.5995,23313.6297,23246.69366
167: customers with PV,1674,2116.090463,2862.482509,4088.434207,5673.030467,7544.268209,9442.528221,11249.45199,12947.90641,14475.55949,15773.00103,16797.2598,17597.73966,18258.40434,18830.47189,19316.60953,19733.03775,20093.43246,20401.86039,20661.30898,20878.92247,21070.62435,21236.46335,21375.46129,21490.47605,21577.563,21633.3295,21657.13766,21651.26384,21615.48855,21550.68346,21455.04714,21328.29286,21169.80659,20978.03516,20751.51177
168: customers with PV,1674,3215.27225,5057.531019,7134.156985,9180.065251,11137.17532,12949.5288,14553.75554,15900.03631,16939.60383,17737.35187,18411.80402,18996.49761,19502.02225,19934.74609,20297.32209,20603.94292,20868.88355,21108.94183,21325.22811,21518.86459,21689.63673,21834.9175,21954.60238,22050.44918,22116.81137,22155.24031,22167.00077,22152.33625,22109.45679,22035.64622,21928.60262,21788.17293,21613.9543,21404.61084,21158.96548
169: customers with PV,1674,3575.292748,6786.748074,11456.9504,15704.74254,17914.34959,19137.31445,19895.79538,20509.78999,21021.37326,21461.72887,21870.65312,22248.32245,22594.35457,22914.17551,23211.49322,23491.99816,23740.32717,23911.69657,23996.53351,24025.04907,24022.20454,23985.37703,23911.75928,23802.22423,23650.81059,23454.36018,23211.93692,22922.83719,22593.11368,22237.88778,21850.80672,21431.19739,20988.19838,20526.54111,20049.45366
170: customers with PV,1674,8611.002051,14674.17945,17766.24931,19185.97936,20019.51845,20663.73123,21188.93044,21644.60322,22065.37772,22450.40101,22804.71935,23129.84582,23429.53289,23710.22876,23974.01161,24222.76864,24428.70332,24556.00732,24599.45445,24591.7072,24554.90274,24483.3433,24376.68188,24234.8956,24051.62754,23823.80002,23550.21485,23230.7489,22877.04147,22503.42317,22099.27491,21666.68365,21212.01623,20738.7148,20250.08107
171: customers with PV,1674,3575.292748,6786.748074,11456.9504,15704.74254,17914.34959,19137.31445,19895.79538,20509.78999,21021.37326,21461.72887,21870.65312,22248.32245,22576.17622,22787.1048,22901.25675,22967.26062,22988.67761,22961.765,22874.51289,22723.62308,22513.44653,22248.25412,21949.69808,21614.65122,21233.25456,20809.00501,20347.55455,19858.84406,19345.82374,18809.00903,18251.93845,17682.5816,17107.37559,16531.56157,15957.63929
172: customers with PV,1674,8611.002051,14674.17945,17766.24931,19185.97936,20019.51845,20663.73123,21188.93044,21644.60322,22065.37772,22450.40101,22804.71935,23129.84582,23401.37223,23556.98656,23625.61471,23648.58475,23626.25996,23556.51669,23425.38058,23230.43446,22974.89968,22669.95439,22335.88085,21962.98662,21546.09744,21088.74784,20596.66618,20079.84131,19541.31464,18983.81068,18411.10284,17830.4475,17247.06056,16663.45472,16081.9042
173: customers with PV,1674,3575.292748,6786.748074,11456.9504,15704.74254,17914.34959,19137.31445,19895.79538,20509.78999,21021.37326,21461.72887,21870.65312,22248.32245,22594.35457,22914.17551,23211.49322,23491.99816,23740.32717,23911.50063,23993.45407,24014.5243,24000.12108,23946.55725,23849.77539,23710.38694,23520.71834,23276.25422,22975.96092,22620.07141,22210.52126,21760.82516,21270.28806,20734.0219,20160.95367,19555.45491,18920.85505
174: customers with PV,1674,8611.002051,14674.17945,17766.24931,19185.97936,20019.51845,20663.73123,21188.93044,21644.60322,22065.37772,22450.40101,22804.71935,23129.84582,23429.53289,23710.22876,23974.01161,24222.76864,24428.70332,24555.63488,24596.35228,24582.17575,24535.23089,24448.25097,24320.00492,24149.93262,23929.69844,23655.19638,23325.0724,22939.58425,22506.56114,22040.39175,21534.25526,20985.40339,20400.43802,19782.70631,19135.63567
