Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
248: customers with PV,1674,3214.563693,5045.93944,7109.034071,9143.313585,11088.25267,12891.64598,14490.6847,15839.08771,16882.08052,17683.08026,18357.50113,18926.21137,19398.9941,19797.33921,20127.60735,20398.12532,20621.2607,20813.16432,20976.14777,21105.30822,21199.43875,21257.78243,21279.24789,21262.46816,21209.35885,21120.70645,20994.3508,20829.8984,20624.8723,20375.50063,20078.88863,19734.28683,19340.56551,18895.6477,18397.582
249: customers with PV,1674,3569.892449,6730.029236,11303.86691,15535.41394,17807.52723,19063.21812,19835.05938,20453.33155,20968.36233,21409.94631,21819.39642,22197.60875,22544.33882,22831.47163,23000.66265,23093.5466,23144.90497,23148.53587,23094.54248,22977.71987,22801.47062,22561.40005,22267.9625,21937.58828,21555.33118,21122.21049,20644.4972,20132.47231,19589.9657,19018.54783,18423.33842,17815.35872,17200.52545,16581.96687,15962.5455
250: customers with PV,1674,8606.290139,14646.33185,17741.42993,19162.73815,19996.09078,20639.07131,21163.44175,21617.6616,22037.01299,22420.86528,22774.00899,23098.00342,23396.87771,23630.9085,23749.21423,23796.8189,23805.22914,23764.60851,23666.22831,23504.27659,23282.96945,22997.69497,22667.27119,22299.86366,21881.24401,21414.43623,20905.69509,20366.94276,19803.92754,19217.29402,18610.56734,17991.41447,17365.57419,16736.23316,16106.30475
251: customers with PV,1674,3569.892449,6730.029236,11303.86691,15535.41394,17807.52723,19063.21812,19835.05938,20453.33155,20968.36233,21409.94631,21793.11217,22029.09943,22177.07845,22250.50752,22242.09379,22154.91932,21991.54705,21760.4775,21460.39563,21084.56223,20651.3168,20170.39982,19648.40968,19089.83097,18498.35394,17878.56313,17236.57356,16581.6472,15917.11598,15244.21528,14566.48078,13892.89257,13228.80446,12576.05846,11936.22306
252: customers with PV,1674,8606.290139,14646.33185,17741.42993,19162.73815,19996.09078,20639.07131,21163.44175,21617.6616,22037.01299,22420.86528,22737.79625,22903.85268,22991.52995,23009.17054,22947.32259,22805.44921,22585.22866,22304.88465,21951.74129,21524.72086,21043.02523,20516.8573,19952.99942,19356.05566,18729.68014,18078.32362,17407.9573,16728.41847,16045.43769,15359.54278,14673.31917,13992.67197,13321.69943,12662.26786,12015.96312
253: customers with PV,1674,3569.892449,6730.029236,11303.86691,15535.41394,17807.52723,19063.21812,19835.05938,20453.33155,20968.36233,21409.94631,21819.39642,22197.60875,22544.33882,22831.47163,22999.11856,23086.27676,23127.71513,23115.26025,23036.97118,22885.9119,22665.18087,22370.61927,22009.72848,21598.89252,21121.22255,20574.49728,19963.70797,19299.15062,18583.68322,17817.44126,17005.68831,16160.17905,15287.87336,14392.7528,13478.7896
254: customers with PV,1674,8606.290139,14646.33185,17741.42993,19162.73815,19996.09078,20639.07131,21163.44175,21617.6616,22037.01299,22420.86528,22774.00899,23098.00342,23396.87771,23630.9085,23747.64847,23790.5439,23790.79044,23736.15953,23615.95847,23422.261,23158.95863,22821.02411,22424.04584,21977.25546,21463.4125,20882.94915,20241.01028,19550.79964,18815.64947,18034.68677,17210.82692,16352.92114,15467.99045,14560.10148,13633.32374
255: customers with PV,1674,3569.892449,6730.029236,11303.86691,15535.41394,17807.52723,19063.21812,19835.05938,20453.33155,20968.36233,21409.94631,21793.11217,22026.87554,22167.74102,22227.20755,22196.13411,22076.22152,21870.1905,21583.40063,21212.44543,20746.56709,20203.55014,19592.01239,18917.40379,18182.65085,17389.82907,16542.42606,15646.35927,14712.54663,13744.57324,12743.31375,11713.35663,10666.95361,9611.770343,8551.809917,7490.962266
256: customers with PV,1674,8606.290139,14646.33185,17741.42993,19162.73815,19996.09078,20639.07131,21163.44175,21617.6616,22037.01299,22420.86528,22737.78816,22901.66358,22982.90785,22987.82948,22905.1191,22733.21582,22473.40046,22140.54056,21719.12762,21204.29255,20614.43798,19958.56492,19242.16703,18468.46253,17639.72376,16759.42713,15833.44095,14874.36243,13887.2902,12872.03263,11831.9732,10776.06735,9711.35695,8641.927559,7571.748642
257: customers with PV,1674,2121.128272,2916.173658,4265.222402,6045.918327,8139.411034,10294.18442,12465.96854,14654.24413,16839.81782,18979.79287,21082.10407,23124.54946,25075.47091,26950.86487,28742.27683,30442.83355,32058.17483,33593.71437,35056.88993,36448.13616,37761.99975,38994.6603,40146.20153,41216.20372,42201.61525,43109.60605,43941.31473,44699.48246,45405.63403,46060.37707,46662.25893,47211.18712,47707.5303,48151.10945,48541.76294
258: customers with PV,1674,3224.434118,5133.995626,7341.389382,9624.731025,11961.1036,14294.06384,16604.84806,18892.99814,21141.75163,23314.53456,25419.78478,27440.07821,29350.82677,31163.24782,32860.939,34451.98515,35949.19696,37356.63291,38674.67138,39920.81312,41101.59584,42211.01494,43244.94532,44207.8649,45104.54574,45929.28453,46682.98171,47371.24299,48000.86452,48564.73213,49060.85004,49494.07512,49871.76436,50194.0845,50460.40978
259: customers with PV,1674,2121.128272,2916.173658,4265.222402,6045.918327,8139.411034,10294.18442,12465.96854,14654.24413,16839.81782,18979.79287,21082.10407,23109.22368,25024.43038,26850.19317,28586.27602,30234.41661,31796.11953,33269.43832,34653.08351,35957.0069,37171.98289,38295.93738,39330.27643,40276.14386,41134.16084,41905.27148,42591.32203,43197.29752,43741.64049,44230.74958,44663.29157,45039.40979,45359.22403,45621.64479,45826.65386
260: customers with PV,1674,3224.434118,5133.995626,7341.389382,9624.731025,11961.1036,14294.06384,16604.84806,18892.99814,21141.75163,23314.53456,25416.58307,27406.32875,29267.31462,31018.85037,32659.94885,34193.1056,35622.35158,36945.75254,38170.69142,39306.44922,40366.11768,41345.9237,42245.79678,43066.72132,43809.04577,44474.40711,45064.80698,45584.06713,46038.60116,46425.79228,46740.5724,46986.18721,47169.12306,47291.15717,47351.37495
261: customers with PV,1674,2121.128272,2916.173658,4265.222402,6045.918327,8139.411034,10294.18442,12465.96854,14654.24413,16839.81782,18979.79287,21082.10407,23124.54946,25075.47091,26950.86487,28742.27683,30441.97964,32054.51953,33584.18222,35037.41007,36413.35047,37707.06862,38913.39572,40030.89141,41057.37462,41987.64255,42825.57543,43569.18052,44229.90682,44907.14641,45607.5005,46315.5675,47011.5186,47680.94493,48307.01428,48778.62465
262: customers with PV,1674,3224.434118,5133.995626,7341.389382,9624.731025,11961.1036,14294.06384,16604.84806,18892.99814,21141.75163,23314.53456,25419.78478,27440.07821,29350.82677,31163.24782,32860.2789,34448.1377,35939.37193,37337.49285,38640.56306,39923.81465,41240.6152,42566.67416,43887.22316,45205.45012,46514.46124,47806.93197,49098.74529,50410.82945,51229.02967,50771.08717,50253.16325,49675.29828,49037.4343,48336.81028,47570.61661
263: customers with PV,1674,2121.128272,2916.173658,4265.222402,6045.918327,8139.411034,10294.18442,12465.96854,14654.24413,16839.81782,18979.79287,21082.10407,23109.01861,25021.73195,26841.349,28566.39458,30198.74855,31739.65332,33186.18067,34534.96661,35794.16226,36952.68203,38005.75967,38951.60022,39787.25365,40508.26894,41109.63061,41586.46612,41936.624,42225.75226,42491.74238,42713.15699,42860.81153,42901.93509,42799.94896,41904.73444
264: customers with PV,1674,3224.434118,5133.995626,7341.389382,9624.731025,11961.1036,14294.06384,16604.84806,18892.99814,21141.75163,23314.53456,25416.58307,27405.27135,29261.96982,31004.95131,32632.08362,34145.38383,35549.03884,36839.56816,38021.05501,39142.72417,40272.88925,41386.76337,42470.37079,43513.94964,44507.53463,45443.52218,46312.90793,47144.81516,47332.1758,46463.96259,45521.46984,44496.45568,43389.14387,42197.0505,40918.11324
265: customers with PV,1674,3615.202066,7194.680926,13012.72924,19861.3848,26446.47363,31928.11627,36371.91408,39916.38597,42681.17455,44782.93192,46297.57018,47151.13094,47612.63892,47760.39481,47636.94801,47306.69258,46824.30276,46218.90419,45517.26884,44715.67283,43859.92933,42972.24066,42060.85346,41128.08842,40176.89642,39207.36147,38221.74066,37234.66018,36245.41236,35246.57084,34240.53819,33240.78073,32255.69138,31287.08913,30336.38052
266: customers with PV,1674,8867.154954,16738.76356,24158.97549,30376.9071,35418.54784,39334.85227,42313.27981,44557.54195,46232.00173,47472.8818,48218.59686,48524.76586,48585.41371,48434.77646,48084.10774,47592.13694,47001.14348,46336.90531,45605.79636,44792.36225,43929.35605,43038.68455,42129.44415,41201.86129,40253.02759,39283.2664,38298.00849,37313.64791,36328.89082,35337.11224,34338.95301,33347.04036,32369.42648,31407.78635,30463.55217
267: customers with PV,1674,3615.202066,7194.680926,13012.72924,19861.3848,26446.47363,31928.11627,36371.91408,39916.38597,42653.41133,44464.80461,45567.95364,46056.4833,46043.23703,45678.89122,45007.4323,44139.20008,43158.95165,42083.71877,40912.99878,39684.90257,38449.15126,37224.95775,36021.44449,34839.007,33674.75284,32528.01563,31402.42742,30310.40239,29249.92719,28214.16881,27202.79285,26224.83079,25285.45582,24385.74528,23524.82825
268: customers with PV,1674,8867.154954,16738.76356,24158.97549,30376.9071,35418.54784,39334.85227,42313.27981,44557.54195,46078.86057,46920.08021,47268.54302,47162.24848,46727.03766,46050.1808,45145.625,44116.078,43039.01468,41916.78908,40734.27209,39513.58394,38291.15067,37083.39018,35898.61751,34736.26049,33592.77003,32467.11941,31362.6832,30291.67765,29251.77876,28235.88516,27243.51675,26283.6815,25361.40221,24476.31707,23627.88033
269: customers with PV,1674,3615.202066,7194.680926,13012.72924,19861.3848,26446.47363,31928.11627,36371.91408,39916.38597,42681.17455,44782.93192,46297.37833,47145.60881,47593.57552,47716.06462,47550.5445,47157.11279,46584.47525,45852.7722,44983.13682,43974.3798,42878.60911,41723.85895,40526.20837,39289.10685,38011.69962,36701.23213,35371.83954,34042.49267,32712.41522,31375.15348,30034.97077,28712.31345,27422.3988,26171.86022,24966.96635
270: customers with PV,1674,8867.154954,16738.76356,24158.97549,30376.9071,35418.54784,39334.85227,42313.27981,44557.54195,46232.00173,47472.8818,48217.77182,48516.96367,48562.43354,48384.95758,48011.37554,47513.86079,46856.78419,46079.08527,45209.52908,44227.85325,43173.63052,42071.75692,40931.20981,39752.22541,38531.95532,37271.19516,35977.98192,34675.0379,33363.13443,32036.6518,30700.29062,29374.86106,28075.95861,26810.64,25585.70302
271: customers with PV,1674,3615.202066,7194.680926,13012.72924,19861.3848,26446.47363,31928.11627,36371.91408,39916.38597,42653.41133,44461.53712,45549.63722,46005.6329,45938.69281,45489.71607,44688.64006,43635.20755,42399.46933,41010.52765,39485.28291,37874.25195,36243.23668,34619.32111,33014.93629,31434.71923,29880.63653,28357.68152,26877.51518,25464.85071,24123.22475,22848.29763,21645.13474,20532.58833,19510.4067,18564.52058,17709.4648
272: customers with PV,1674,8867.154954,16738.76356,24158.97549,30376.9071,35418.54784,39334.85227,42313.27981,44557.54195,46078.45738,46913.76347,47243.97815,47101.21166,46605.58118,45832.92413,44779.46921,43562.66969,42266.89383,40883.21242,39406.69549,37863.18969,36295.54775,34730.179,33179.16312,31646.19287,30132.07888,28641.41993,27185.45607,25788.74397,24454.6779,23178.80702,21966.43443,20836.88223,19800.22022,18838.39848,17953.35961
273: customers with PV,1674,2129.633481,2963.106482,4378.535621,6240.872644,8388.802148,10585.59467,12804.95235,15045.08859,17285.68219,19483.11851,21644.0634,23745.59336,25742.17363,27636.19464,29437.69959,31147.01743,32762.95102,34278.41556,35690.32882,36999.7693,38196.76118,39293.2305,40308.18541,41238.89043,42080.65174,42831.10445,43488.58287,44060.62968,44540.42741,44921.62696,45208.27873,45398.59546,45487.80374,45467.64504,45327.25136
274: customers with PV,1674,3234.095099,5176.99184,7407.10396,9720.790725,12094.33209,14470.13606,16828.22637,19166.82471,21467.96409,23694.21625,25852.81304,27920.96645,29850.14093,31660.29365,33355.01086,34934.06487,36417.27766,37807.72554,39106.65983,40311.15556,41414.5064,42419.05637,43324.20406,44125.89239,44829.3805,45435.98294,45944.73268,46356.4551,46666.91345,46868.79498,46954.81547,46827.95705,46083.46766,45246.11011,44358.74405
275: customers with PV,1674,2129.633481,2963.106482,4378.535621,6240.872644,8388.802148,10585.59467,12804.95235,15045.08859,17285.68219,19483.11851,21625.25172,23684.0903,25633.41829,27480.29312,29216.41623,30847.97383,32372.31566,33785.62994,35085.42967,36272.37192,37341.78711,38303.08435,39176.7896,39960.63441,40649.68855,41241.08179,41732.89777,42131.13675,42429.38644,42619.87965,42705.30421,42682.17415,42543.46255,42277.81921,41869.94713
276: customers with PV,1674,3234.095099,5176.99184,7407.10396,9720.790725,12094.33209,14470.13606,16828.22637,19166.82471,21467.96409,23691.85393,25817.35443,27832.35029,29711.57417,31458.25915,33072.15089,34553.21621,35926.6274,37197.3872,38364.74507,39431.63627,40391.50971,41245.55758,41994.72494,42633.73367,43166.9897,43595.70443,43918.17052,44134.21749,44238.35852,44221.62726,44074.46812,43579.44814,42605.0046,41561.39355,40465.68472
277: customers with PV,1674,2129.633481,2963.106482,4378.535621,6240.872644,8388.802148,10585.59467,12804.95235,15045.08859,17285.68219,19483.11851,21644.0634,23745.59336,25742.04865,27633.19038,29427.06721,31123.2634,32720.06647,34208.04858,35580.72933,36834.22788,37953.52982,38998.87227,40058.30866,41112.06921,42131.21884,43095.48219,44011.83388,44843.92464,44820.15065,43182.25428,41435.43026,39454.55364,37209.15111,34655.03688,31734.55842
278: customers with PV,1674,3234.095099,5176.99184,7407.10396,9720.790725,12094.33209,14470.13606,16828.22637,19166.82471,21467.96409,23694.21625,25852.81304,27920.96645,29848.99842,31653.78886,33337.19587,34903.54238,36456.93203,38027.72611,39617.23265,41222.07055,42814.62154,44410.33989,45974.62507,47566.57595,48076.0233,47101.42991,45998.48504,44748.58546,43332.59079,41724.394,39896.54706,37822.89444,35470.36167,32785.94503,29699.87793
279: customers with PV,1674,2129.633481,2963.106482,4378.535621,6240.872644,8388.802148,10585.59467,12804.95235,15045.08859,17285.68219,19483.11851,21624.52919,23678.36945,25617.56774,27447.56751,29158.73029,30755.6588,32232.93482,33582.01991,34792.94294,35858.40755,36765.5151,37557.30168,38322.4296,39033.63283,39647.40059,40122.42786,40438.82677,40516.73859,38551.37328,36214.78047,33553.44178,30516.37362,27028.74961,22963.45497,18102.18196
280: customers with PV,1674,3234.095099,5176.99184,7407.10396,9720.790725,12094.33209,14470.13606,16828.22637,19166.82471,21467.96409,23691.85393,25815.57236,27823.58356,29689.95132,31416.16069,32999.52539,34440.44151,35841.33265,37232.89924,38610.25247,39968.84576,41271.89552,42525.27454,43679.68177,44770.2925,44335.39808,42784.46153,41105.38464,39211.68573,37071.07903,34639.9706,31867.91917,28695.70947,25030.42237,20721.10815,15478.95409
281: customers with PV,1674,3657.299888,7403.845701,13496.3785,20589.84377,27174.11431,32642.97388,37056.29318,40549.71577,43246.85158,45124.52188,46201.20028,46650.95815,46549.78794,46018.16528,45102.1483,43907.54084,42531.33286,41014.01586,39347.24926,37558.21967,35699.099,33791.59673,31844.18769,29859.2447,27833.59277,25767.37029,23664.31986,21533.54461,19370.58896,17165.03156,14907.82083,12587.73059,10173.66291,7598.090645,4684.409047
282: customers with PV,1674,8912.473312,16888.7977,24364.45528,30635.87728,35714.94516,39646.88058,42619.03684,44838.9061,46462.52001,47373.04702,47747.4074,47676.10724,47216.83626,46399.16022,45259.38473,43922.03582,42470.72272,40915.04422,39235.239,37450.86163,35604.43733,33713.77054,31782.91315,29811.94125,27799.18535,25745.03478,23652.81675,21531.81554,19377.42943,17179.13411,14928.20767,12611.89931,10200.69412,7627.756132,4718.483979
283: customers with PV,1674,3657.299888,7403.845701,13496.3785,20589.84377,27174.11431,32642.97388,37056.29318,40527.11998,42916.34012,44409.06003,45032.76739,44892.86757,44180.24979,43028.08544,41535.74266,39804.50287,37928.56672,35964.58924,33912.39008,31801.23431,29673.83927,27545.92768,25422.7456,23302.23935,21177.80947,19047.12677,16908.76288,14763.39769,12597.20319,10385.66653,8086.924993,5617.893136,2699.439568,4.05E-04,1.19E-03
284: customers with PV,1674,8912.473312,16888.7977,24364.45528,30635.87728,35714.94516,39646.88058,42619.03684,44695.9831,45901.32417,46431.86293,46284.61356,45591.2016,44500.5117,43065.04735,41360.50141,39511.29371,37601.39047,35638.32585,33606.5198,31523.56272,29427.39155,27330.07334,25233.83667,23136.58901,21034.1006,18923.19567,16801.93987,14671.13156,12517.22814,10314.33012,8020.893997,5552.753514,2621.896196,8.00E-05,2.22E-04
285: customers with PV,1674,3657.299888,7403.845701,13496.3785,20589.84377,27174.11431,32642.97388,37056.29318,40549.71577,43246.85158,45123.76369,46189.78204,46610.09991,46450.60314,45811.52682,44707.00642,43203.41671,41443.48872,39503.39585,37349.9171,34993.37134,32473.01961,29793.59781,26947.88694,23916.02556,20663.239,17142.23092,13271.31398,8871.425369,3183.867066,0.051083,0.086113,0.093828,0.095547,0.095934,0.096022
286: customers with PV,1674,8912.473312,16888.7977,24364.45528,30635.87728,35714.94516,39646.88058,42619.03684,44838.9061,46462.52001,47370.66479,47749.96705,47805.79086,47353.76727,46312.98423,44960.09332,43384.02306,41641.52327,39726.37361,37597.34039,35263.31458,32763.2631,30104.06478,27277.06282,24261.42512,21024.18029,17518.26479,13665.19247,9298.726523,3751.617528,0.539343,0.540782,0.54097,0.540996,0.540999,0.540999
287: customers with PV,1674,3657.299888,7403.845701,13496.3785,20589.84377,27174.11431,32642.97388,37056.29318,40527.11998,42912.29331,44387.83978,44969.66633,44740.69056,43864.83974,42440.64905,40503.4764,38169.51044,35658.98185,33015.82398,30197.49353,27211.52012,24085.63704,20821.82455,17402.63129,13789.1569,9900.913511,5538.00126,0,9.967305,9.967305,9.967305,9.967305,9.967305,9.967305,9.967305,9.967305
288: customers with PV,1674,8912.473312,16888.7977,24364.45528,30635.87728,35714.94516,39646.88058,42619.03684,44695.44313,45893.10915,46401.68968,46216.02514,45548.84935,44306.9271,42500.14348,40408.09164,38114.91731,35679.35081,33089.46154,30310.48459,27351.81315,24248.00661,21001.86839,17596.28947,13992.11821,10111.27431,5761.012803,0,11.332277,11.332277,11.332277,11.332277,11.332277,11.332277,11.332277,11.332277
289: customers with PV,1674,2158.214468,3115.029559,4743.750766,6847.895596,9130.979808,11484.33761,13883.65401,16323.63903,18778.87192,21176.10939,23505.72202,25712.4893,27750.43531,29650.03966,31397.0906,32984.49526,34403.88424,35647.17133,36697.30171,37534.20874,38121.39292,38416.90582,38369.36286,37904.17643,36093.56087,33683.39351,31177.13866,28586.10196,25919.78932,23189.20267,20411.72998,17614.54444,14832.76611,12117.61436,9548.07821
290: customers with PV,1674,3266.507932,5308.206573,7616.552574,10038.4469,12546.67768,15080.59589,17616.87974,20149.78839,22646.90876,25040.69549,27344.24602,29507.43907,31489.07596,33292.63646,34912.46968,36346.34029,37585.71468,38610.08094,39395.43395,39913.08935,40115.97418,39943.96498,38604.97353,36445.19177,34181.04431,31816.99395,29360.5703,26823.93802,24217.63903,21554.22987,18853.37343,16145.76941,13472.38047,10893.21802,8499.152916
291: customers with PV,1674,2158.214468,3115.029559,4743.750766,6847.895596,9130.979808,11484.33761,13883.65401,16316.98703,18739.67498,21097.83709,23363.99857,25488.81109,27435.89174,29235.76807,30875.11457,32346.43574,33640.83665,34749.8549,35656.05896,36338.47343,36759.56572,36875.78174,36632.91675,35951.01474,33900.10057,31371.44183,28756.31881,26068.53524,23320.49739,20527.43242,17713.02885,14914.18988,12183.10203,9596.955135,7274.287679
292: customers with PV,1674,3266.507932,5308.206573,7616.552574,10038.4469,12546.67768,15080.59589,17616.87974,20133.36031,22590.6611,24931.10012,27153.00861,29220.37143,31097.34356,32787.79879,34285.47217,35588.23209,36687.17063,37561.2258,38185.40802,38529.55097,38544.63236,38167.01998,36598.97986,34307.29249,31921.66563,29445.34465,26887.67935,24263.26825,21586.13281,18873.94844,16154.14047,13469.39739,10880.89937,8479.095027,6397.618858
293: customers with PV,1674,2158.214468,3115.029559,4743.750766,6847.895596,9130.979808,11484.33761,13883.65401,16323.63903,18778.87192,21173.40525,23490.9054,25670.20525,27677.29015,29666.64283,31616.4435,33515.39134,35353.92735,37133.2762,38786.36036,37679.9065,33613.33914,28891.35346,23455.20569,17424.26884,11322.75401,6687.455277,5077.243541,4648.223845,4341.523449,4064.646818,3810.138779,3576.408072,3360.476005,3160.707968,2976.071679
294: customers with PV,1674,3266.507932,5308.206573,7616.552574,10038.4469,12546.67768,15080.59589,17616.87974,20149.78839,22646.70435,25041.72569,27480.21607,29931.31523,32329.82022,34704.71398,37107.57709,39567.82931,42112.33473,41933.09756,38890.76123,35315.08394,31099.49094,26204.34562,20662.02103,14715.76693,9188.647982,5875.451434,4987.003658,4632.102054,4346.027504,4086.171971,3847.607827,3629.709808,3429.029202,3243.695936,3072.547558
295: customers with PV,1674,2158.214468,3115.029559,4743.750766,6847.895596,9130.979808,11484.33761,13883.65401,16316.81961,18735.37038,21081.39808,23321.70306,25396.27573,27273.06229,29096.66098,30837.74132,32463.41952,33934.53246,35203.4385,36103.0207,33563.46448,28760.71825,23268.39905,17182.67321,11060.32085,6510.81699,4998.594016,4551.440927,4211.650579,3899.286045,3603.621319,3327.452756,3073.127093,2837.328297,2617.321633,2411.333782
296: customers with PV,1674,3266.507932,5308.206573,7616.552574,10038.4469,12546.67768,15080.59589,17616.87974,20132.65763,22583.85388,24914.75978,27251.01194,29569.66904,31801.54586,33963.40731,36082.03742,38152.47065,40135.92947,39057.11696,35436.05646,31197.47519,26262.33189,20665.49325,14656.94899,9083.530124,5789.027897,4906.102588,4513.50428,4184.389102,3879.62715,3591.815266,3323.783319,3077.815313,2850.443448,2638.393509,2440.559494
297: customers with PV,1674,3798.101192,8142.771816,15138.40374,22707.67024,29375.59005,34878.31417,39181.88318,42015.44448,43265.41947,43051.80611,41607.06543,39199.91524,35994.87383,32539.83114,29072.19014,25712.62906,22547.16772,19609.48679,16915.83066,14501.47857,12399.26298,10616.23153,9144.260627,7960.236734,7030.244641,6312.079984,5760.550176,5334.417458,4993.67068,4706.099316,4454.503656,4231.299375,4030.131727,3845.606314,3674.706981
298: customers with PV,1674,9066.650959,17386.92401,25069.68649,31548.02298,36777.31686,40773.64639,43493.28325,44864.95105,44905.75863,43776.26284,41556.48179,38515.89586,35250.12601,31885.21576,28514.45037,25247.07063,22166.5393,19304.94734,16677.80523,14321.29325,12268.44053,10526.4908,9087.534775,7929.286706,7017.824017,6311.869874,5767.722572,5345.391128,5006.429425,4719.681452,4468.028953,4244.380038,4042.616708,3857.45555,3685.948014
299: customers with PV,1674,3798.101192,8142.771816,15138.40374,22707.67024,29375.59005,34871.52939,38878.85003,41239.82197,41882.33436,41095.87873,39158.52703,36354.55716,32872.5932,29279.61319,25783.40688,22488.64754,19465.09428,16733.10114,14297.00271,12178.44005,10394.14107,8934.920016,7775.32812,6875.348059,6186.417183,5658.639877,5248.393809,4921.360257,4646.97504,4404.575487,4184.996473,3985.880678,3803.894631,3635.365526,3478.260666
300: customers with PV,1674,9066.650959,17386.92401,25069.68649,31548.02298,36777.31686,40654.52507,42981.78251,43758.31546,43169.79612,41480.45597,38798.10038,35429.18331,31953.76941,28490.8032,25124.38399,21949.30181,19033.05564,16395.84052,14041.86623,11992.97773,10266.73416,8854.083463,7729.746421,6855.012782,6183.208177,5665.842703,5261.922714,4937.111497,4662.811176,4419.709736,4199.302338,3999.477434,3816.925967,3647.932548,3490.432631
301: customers with PV,1674,3798.101192,8142.771816,15138.40374,22707.67024,29375.59005,34878.31417,39181.61933,42001.74997,43196.11324,43083.27514,41580.1416,37869.71983,33769.86312,29358.2394,24767.54292,20219.87259,15992.3177,12378.83179,9672.446359,8001.501031,7086.874222,6525.733445,6121.865028,5770.973034,5448.068318,5149.897184,4878.77687,4633.74389,4405.639151,4190.331756,3991.118798,3810.005175,3642.595808,3486.259617,3339.828575
302: customers with PV,1674,9066.650959,17386.92401,25069.68649,31548.02298,36777.31686,40773.64639,43491.03565,45059.72806,45526.0619,43815.65984,40775.25154,37147.33705,33117.55328,28782.63384,24275.57192,19819.88231,15694.13358,12189.319,9583.432614,7982.630042,7095.29945,6540.742862,6138.916056,5790.937544,5469.944994,5171.940555,4900.595959,4655.918796,4428.114954,4212.812746,4013.374654,3832.477874,3665.348146,3509.196468,3362.872827
303: customers with PV,1674,3798.101192,8142.771816,15138.40374,22707.67024,29375.59005,34871.52939,38871.48013,41195.07243,41716.33329,40847.08288,38473.82319,34212.5709,29659.6335,24936.63982,20229.92807,15841.70869,12145.40025,9456.512144,7831.427457,6937.786706,6390.57727,5987.975396,5640.854689,5324.911138,5032.745839,4761.956384,4516.103416,4292.11423,4081.729192,3882.202052,3696.837814,3527.396675,3370.227911,3222.820997,3084.251303
304: customers with PV,1674,9066.650959,17386.92401,25069.68649,31548.02298,36777.31686,40653.79936,42966.91791,43886.78264,43587.3356,41146.01016,37489.18527,33330.13223,28877.72735,24265.26008,19681.41259,15430.95717,11884.11071,9336.215748,7796.884446,6931.218898,6398.986447,6004.225599,5661.026366,5347.123297,5057.370074,4788.564804,4544.30259,4321.575455,4112.082416,3913.280314,3728.420242,3559.277145,3402.239992,3254.889274,3116.328426
305: customers with PV,1674,2166.717426,3161.165766,4856.19149,7005.367121,9325.472186,11722.01578,14169.45558,16661.00886,19156.74255,21591.00001,23936.40635,26138.77447,28186.03541,30077.01058,31796.3809,33333.77125,34685.33803,35828.26983,36735.45861,37374.35622,37690.35083,37613.76473,37044.00443,34786.7152,32048.65257,29167.04775,26136.49067,22953.09722,19606.12199,16078.07477,12338.56675,8319.837461,3785.25272,1.53E-03,4.75E-03
306: customers with PV,1674,3276.137043,5343.101159,7674.096397,10126.46996,12671.74658,15247.97142,17830.41372,20411.2979,22937.06747,25368.23826,27692.40117,29857.38363,31825.71076,33603.49365,35178.51089,36541.24852,37676.35331,38554.5475,39138.16446,39379.27991,39200.91351,37766.97458,35346.29756,32781.53823,30070.62862,27211.30736,24201.60711,21035.76042,17701.94561,14178.5382,10424.48215,6335.53656,1392.973717,0.041755,0.043479
307: customers with PV,1674,2166.717426,3161.165766,4856.19149,7005.367121,9325.472186,11722.01578,14169.45558,16642.70713,19105.21557,21488.78341,23761.25982,25879.10885,27832.78141,29621.62266,31229.86638,32646.90678,33868.25687,34870.45642,35625.12435,36097.70904,36230.76108,35949.52632,35142.74057,32603.51611,29711.75913,26687.95634,23516.66396,20191.49966,16698.86165,13013.17658,9081.524189,4747.053516,0,7.76E-03,0.010247
308: customers with PV,1674,3276.137043,5343.101159,7674.096397,10126.46996,12671.74658,15247.97142,17829.14889,20379.34366,22864.17871,25228.33837,27464.19037,29531.20375,31392.65769,33054.09992,34503.33057,35730.28821,36718.81082,37438.36688,37849.1634,37899.77818,37507.28584,35799.15782,33220.33742,30510.49978,27657.21156,24658.1167,21508.83463,18201.71979,14720.36639,11031.14855,7055.461522,2484.736789,0.016628,0.029981,0.034509
309: customers with PV,1674,2166.717426,3161.165766,4856.19149,7005.367121,9325.472186,11722.01578,14169.45558,16661.00886,19156.05603,21583.29396,23908.82109,26089.7154,28227.14204,30327.15764,32370.51055,34352.3996,36277.50725,38059.87042,36801.11486,32163.22915,26541.01275,19676.67502,11308.47897,1272.450145,72.9328,111.786381,95.492527,88.957558,97.974205,97.864564,99.853279,99.262985,99.667525,99.850426,99.933104
310: customers with PV,1674,3276.137043,5343.101159,7674.096397,10126.46996,12671.74658,15247.97142,17830.41372,20411.2979,22935.12553,25425.22601,27985.68128,30553.33932,33068.81095,35605.48645,38190.21694,40847.36764,41853.62604,38530.69584,34556.36739,29689.10934,23754.97435,16535.66668,7802.633773,0,97.141135,97.959499,86.12356,103.107238,93.58631,97.203227,98.834193,99.556587,99.874212,100.013523,99.883418
