Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 1,674 49.9 86.6 ",,,,,,,
19: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 1,229 38.3 78.6 ",,,,,,,
20: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 980 28.9 67.3 ",,,,,,,
21: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 651 18.5 50.3 ",,,,,,,
22: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 412 8.8 30.9 ",,,,,,,
23: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 341 4.8 25.4 ",,,,,,,
24: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Assault (homicide) (*U01-*U02,X85-Y09,Y87.1) 263 2.4 19.5 ",,,,,,,
25: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cdc.gov/nchs/data/dvs/LCWK1_2013.pdf,,,,,,,,,
27: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314: defectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
